"filename" "sentence" "value"
xx .
alors on l'appellerait grand!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.2" "chi_Anae_4.03.txt" "tu étais à mon anniversaire alors tu m'as vue.
alors les dinosaures.
quatre ans!
je je vais te lire les dinosaures." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.21" "chi_Anae_4.03.txt" "hé un dinosaure Rex.
un un dinosaure yy.
et la tête du dinosaure se fera en vert.
et qu'un grand grand dinosaure xx.
attends tu sais hé des dinosaures qui font la bagarre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.150" "chi_Anae_4.03.txt" "attends je vais faire quelque chose que quand tu rigoles.
et et l'autre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.213" "chi_Anae_4.03.txt" "j'ai j'ai fait aller deux noirs et maintenant où sont ils les jaunes?" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.223" "chi_Anae_4.03.txt" "bah fais le toi.
bah tu peux m'aider alors?
pas grave." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.286" "chi_Anae_4.03.txt" "un mouton qui arrive.
et il demande toi.
est là.
et après quand maman ouvra@c la porte pour pour que les moutons se roulent par terre ils s'enfuient dans la forêt!
et après quand ils sontaient@c quand ils sontaient@c en train de se bagarrer dans la forêt." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.302" "chi_Anae_4.03.txt" "après le où il va aller!
alors il sac.
des petits cadeaux!
pour Dora!
et après quand Dora ouvra@c son armoire les souris mettra les chaussures de elle." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.60" "chi_Anae_4.13.txt" "hé tu avais tu as fait tomber." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.72" "chi_Anae_4.13.txt" "regarde on peut le mettre dans la main." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.86" "chi_Anae_4.13.txt" "parce que j' parce que j'ai jamais lu.
ah non.
et non je sais pas lire." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.227" "chi_Anae_4.13.txt" "tu veux jouer?
tu veux jouer avec avec moi?
non je je veux jouer à mon //.
attends je //." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.256" "chi_Anae_4.13.txt" "allez on va prendre le biberon." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.275" "chi_Anae_4.13.txt" "yyy yyy faire un bisou comme ça.
yyy yyy dessus.
dessus là.
bisous là.
allez va sur mon dos." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.315" "chi_Anae_4.13.txt" "allez je vais chercher." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.13.txt.325" "chi_Anae_4.13.txt" "regarde il sait faire." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.36.txt.77" "chi_Anae_4.36.txt" "il est où?
ben il sait pas parler." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.36.txt.337" "chi_Anae_4.36.txt" "elle monte montait monta." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.48.txt.51" "chi_Anae_4.48.txt" "ah si.
y avait des dragons aussi.
et on doit pas toucher le dragon." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.48.txt.219" "chi_Anae_4.48.txt" "parce que.
y a sa maman qui est allé le chercher." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.48.txt.254" "chi_Anae_4.48.txt" "sinon on n'aura pas Noël.
et et après elles vont être grises." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.48.txt.272" "chi_Anae_4.48.txt" "parce que ils ont yyy et //.
mais son nez.
et après .
c'est ce que tu me disais hier il a saigné du nez Evan c'est ça?
ben on lui donne un mouchoir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.48.txt.297" "chi_Anae_4.48.txt" "ah on a déjà un os on avait déjà voler." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.69.txt.150" "chi_Anae_4.69.txt" "attends vais chercher une feuille." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.69.txt.176" "chi_Anae_4.69.txt" "attends il faut rajouter aussi quelque chose d'autre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.69.txt.192" "chi_Anae_4.69.txt" "oh oh.
je t'ai eu .
non non je vais leur dire." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.26" "chi_Anae_5.14.txt" "yyy attends je vais en chercher." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.77" "chi_Anae_5.14.txt" "ce sera dur.
euh oui.
yyy yy.
oui mais je vais te montrer là." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.99" "chi_Anae_5.14.txt" "ben non il est sur un fauteuil yyy si il a fait la gymnastique puisque il est passé dans les portes et yyy et et c'est Louisette qui lui donnait une seule balle." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.184" "chi_Anae_5.14.txt" "regarde je fais ça pour yy pour remettre regarde ce que je fais." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.190" "chi_Anae_5.14.txt" "ouh@i là c'est un masque qu'on était allé voir à l'exposition euh des indiens." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.193" "chi_Anae_5.14.txt" "ben dis donc ben là c'est où on mangeait les glaces." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.223" "chi_Anae_5.14.txt" "attends je vais grossir xx." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.234" "chi_Anae_5.14.txt" "attends fait ma@t euh n@l.
m@t a@l.
m@l et.
je saurais écrire Omer." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.272" "chi_Anae_5.14.txt" "ben oui j'ai dessiné je l'avais dessiné quand j'étais yyy dans la classe de Laetitia." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.292" "chi_Anae_5.14.txt" "fermez les yeux je vais vous faire une surprise." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.6.txt.219" "chi_Anae_5.6.txt" "il est peut être dans le tiroir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.6.txt.257" "chi_Anae_5.6.txt" "ou c'est peut être là dedans." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.91.txt.17" "chi_Anae_5.91.txt" "tu peux m'aider?
voilà j'ai montré.
une feuille." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.91.txt.118" "chi_Anae_5.91.txt" "j'essaie d'appuyer sur tous les boutons pour que ça marche." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.91.txt.212" "chi_Anae_5.91.txt" "et mets la main comme ça.
tu peux regarder.
et le mélange comme ça.
moi je sais faire de la confiture." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_1.76.txt.48" "chi_Anaé_1.76.txt" "elle est là!
veux regarder chat." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_1.88.txt.41" "chi_Anaé_1.88.txt" "a@fs voir.
va voir.
bah oui.
bah oui yyy avec toi.
oh le@fs là!
ə@fs veux là.
le@fs yy.
a@fs voir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.0.txt.95" "chi_Anaé_2.0.txt" "c'est moi!
a@fs va l'ouvrir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.0.txt.137" "chi_Anaé_2.0.txt" "lø@fs peux mettre lø@fs peux mettre le pantalon?" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.0.txt.181" "chi_Anaé_2.0.txt" "la dent?
où la dent?
l'est où la dent?
ɛ@fs va laver yyy mains." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.07.txt.1" "chi_Anaé_2.07.txt" "c'est le.
toi vas manger le gâteau yy." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.07.txt.10" "chi_Anaé_2.07.txt" "le yy.
ə@fs peut ouvrir?
allez Kiki@c!
un chocolat!
mange avec Anaé." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.07.txt.15" "chi_Anaé_2.07.txt" "veux manger?
tu veux manger?
un croissant." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.07.txt.83" "chi_Anaé_2.07.txt" "ouais ouais ouais!
tu as vu?
va sortir dans le jardin." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.09.txt.58" "chi_Anaé_2.09.txt" "vais mettre je vais l'mettre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.09.txt.171" "chi_Anaé_2.09.txt" "a@fs carte!
et on ouvre ça!
c'est quoi ça?
veux lire!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.09.txt.209" "chi_Anaé_2.09.txt" "veux mettre le pantalon!
bouge pas." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.09.txt.216" "chi_Anaé_2.09.txt" "veux veux manger sa maman." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.09.txt.225" "chi_Anaé_2.09.txt" "veux veux yyy boire le biberon." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.21.txt.103" "chi_Anaé_2.21.txt" "ə@fs peux yy habiller le bébé là.
va essayer pour le le bébé." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.21.txt.141" "chi_Anaé_2.21.txt" "peux le le.
va mettre la couverture pour les pour les bébés." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.21.txt.190" "chi_Anaé_2.21.txt" "y a quoi là haut ze@fs pas vu.
y a quoi là haut là?
y a quoi là haut là?
peux voir?
a@fs Kirikou yy." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.33.txt.20" "chi_Anaé_2.33.txt" "euh non!
peux voir la momie?
ouais la momie!
le pot.
le pot.
sur le pot." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.33.txt.40" "chi_Anaé_2.33.txt" "c'est quoi?
sais pas.
la grenouille!
et ça?
ça c'est le chien." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.33.txt.89" "chi_Anaé_2.33.txt" "oui c'est à qui ce gâteau?
ben ouais!
yyy avec moi?
c'est quoi?
vais le mettre sur le château?
et ça c'est le cheval?
veux a@fs gâteau." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.33.txt.147" "chi_Anaé_2.33.txt" "peux jouer là?
jouer là?
peux verser." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.41.txt.27" "chi_Anaé_2.41.txt" "attends vais mettre là.
sont où les wagons?
xxx yy." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.41.txt.48" "chi_Anaé_2.41.txt" "non non!
faut yy.
est tombé dans la pâte à modeler." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.41.txt.106" "chi_Anaé_2.41.txt" "mangera pas.
y es tu?
fais tu?
je mets ma culotte." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.5.txt.15" "chi_Anaé_2.5.txt" "il est caché peut être." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.5.txt.27" "chi_Anaé_2.5.txt" "elle est où la maman?
oh ça ça va être yy." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.5.txt.96" "chi_Anaé_2.5.txt" "tiens Dora!
tu peux la pousser." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.5.txt.151" "chi_Anaé_2.5.txt" "attends je vais les prendre yy." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.5.txt.192" "chi_Anaé_2.5.txt" "le bébé de Petit Ours Brun.
de Petit Ours Brun.
de Petit Ours Brun!
yyy oh!
il peut yy il peut faire ça tout seul!
où le singe?
tu vois il s'est assis." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.57.txt.305" "chi_Anaé_2.57.txt" "zə@fs peux voir quand xxx zə@fs peux voir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.57.txt.312" "chi_Anaé_2.57.txt" "zə@fs veux aller avec toi.
et après zə@fs vais redescendre xxx zə@fs viens avec moi Aliyah." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.67.txt.93" "chi_Anaé_2.67.txt" "yyy vois.
oh il va voir la momie." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.67.txt.151" "chi_Anaé_2.67.txt" "et y a aussi euh le lapin tu as pas vu.
et ça.
et le bébé qui avait le yyy yy.
y avait le qui a pleuré sur le mur." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.81.txt.16" "chi_Anaé_2.81.txt" "veux zə@fs veux faire le rocher." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.81.txt.103" "chi_Anaé_2.81.txt" "attends on va la mettre là." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.81.txt.167" "chi_Anaé_2.81.txt" "tu peux les enlever.
peux l'enlever?
e@fs train." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.81.txt.188" "chi_Anaé_2.81.txt" "veux couper son yy.
et on le coupe son son ventre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.97.txt.15" "chi_Anaé_2.97.txt" "oh regarde ce qui fait dans les bras de papa c'est Anaé qui fait yukulélé avec papa.
et et aussi xxx z@fs ai mis ma tétine en vrai quand j'étais petit bébé." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.97.txt.159" "chi_Anaé_2.97.txt" "attends z@fs ai envie de faire pipi." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.97.txt.200" "chi_Anaé_2.97.txt" "à faire pipi.
et ça?
ah c'est quand on était c'est quand on était au manège." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.97.txt.223" "chi_Anaé_2.97.txt" "vais faire après.
avec toi.
non vais chercher mon piano.
et aussi mon micro." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.1.txt.7" "chi_Anaé_3.1.txt" "on a trouvé hier on a trouvé peut être." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.1.txt.164" "chi_Anaé_3.1.txt" "tiens tu peux garder le biberon." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.1.txt.207" "chi_Anaé_3.1.txt" "non il peut pas se se mettre //.
ben si.
z@fs en z@fs en ai mis trop de l'eau là." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.25.txt.150" "chi_Anaé_3.25.txt" "on on va montrer à Aliyah!
et xx.
oui il sur la porte!
sur celle sur celle de quoi?
sur celle que que il tirait." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.4.txt.94" "chi_Anaé_3.4.txt" "attends vais faire Babouche." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.4.txt.247" "chi_Anaé_3.4.txt" "va falloir bientôt aller attends." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.47.txt.20" "chi_Anaé_3.47.txt" "euh oui!
oui oui!
il faudrait l'appeler euh Coco!
oh non ça le dessert!
ah oui!
non pas Barbapapa!
euh je veux Winnie!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.47.txt.41" "chi_Anaé_3.47.txt" "il est peut être en bas!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.47.txt.68" "chi_Anaé_3.47.txt" "il est où Popo?
ah où es tu!
on va prendre celui là!
ah j'avais choisi celui là!
comme livre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.47.txt.86" "chi_Anaé_3.47.txt" "veux regarder dans l'histoire!
et voilà.
on le remet dans la pochette!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.47.txt.112" "chi_Anaé_3.47.txt" "elle a dit de.
il va arrêter!
sinon quoi?
ah non à la cantine!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.24.txt.18" "chi_Antoine_2.24.txt" "ouvrir maman!
on change!
xxx ouvrir!
y avait yyy messieurs !" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.4.txt.58" "chi_Antoine_2.4.txt" "ah non!
je veux pas laver!
veux pas laver!
yyy le bain!
mmh@i oui!
mmh@i oui!
moi partir!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.4.txt.114" "chi_Antoine_2.4.txt" "veux ça!
oui veux ça!
est saucer." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.48.txt.55" "chi_Antoine_2.48.txt" "ah oui vraiment ah oui vraiment!
ah oui vraiment!
e@fs tombé!
ah réveillé!
tiens mamie!
non non!
c'est pour dormir là.
est pour là.
est pour là!
pour là dormir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.48.txt.57" "chi_Antoine_2.48.txt" "ə@fs suis tombé là.
par terre!
bois yyy pas.
entends tu.
oh quitter chausson quitter chausson." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.48.txt.103" "chi_Antoine_2.48.txt" "veux voir est pas là." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.48.txt.104" "chi_Antoine_2.48.txt" "veux voir pas là.
tire les rideaux." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.64.txt.29" "chi_Antoine_2.64.txt" "a perdu un.
peut être chez tatie!" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.64.txt.63" "chi_Antoine_2.64.txt" "allez va t'habiller pour sortir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.64.txt.73" "chi_Antoine_2.64.txt" "oui maman chérie!
allez vas t'habiller pour sortir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.64.txt.85" "chi_Antoine_2.64.txt" "fais bien attention!
avant de coucher Tchoupi va dans salle de bains." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.23" "chi_Antoine_2.72.txt" "un deux trois partez!
un deux trois partez!
oh ah!
faut plier la moto." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.79" "chi_Antoine_2.72.txt" "attends il faut mettre ça." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.86" "chi_Antoine_2.72.txt" "on est là!
xxx y a monter.
et fait." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.152" "chi_Antoine_2.72.txt" "l'a descendu.
va changer." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.153" "chi_Antoine_2.72.txt" "tiens papa.
y a pas arrêter." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.178" "chi_Antoine_2.72.txt" "l arrive pas à monter là.
bah si.
tu as vu.
petit petit perroquet." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.13" "chi_Antoine_2.79.txt" "après c'est.
après c'est le monsieur il va chanter." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.22" "chi_Antoine_2.79.txt" "parce que Winnie a mis plein partout Winnie!
en train de jouer avec ça!
des bulles!
dans son panier!
il plie le linge." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.44" "chi_Antoine_2.79.txt" "mais si il tourne!
était à là!
on va voir derrière le rideau!
à voir encore." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.88" "chi_Antoine_2.79.txt" "s'il te plaît yyy s'il te plaît tonton Christophe est tu peux me lire?" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.139" "chi_Antoine_2.79.txt" "veux l'arrêter.
xx.
ə@fs veux arrêter ça." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.157" "chi_Antoine_2.79.txt" "tu peux tenir ça?
attends je pose." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.197" "chi_Antoine_2.79.txt" "j'ai trouvé j'ai trouvé ça!
vais faire courses." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.96.txt.43" "chi_Antoine_2.96.txt" "attends je vais le poser là bas." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.96.txt.46" "chi_Antoine_2.96.txt" "regarde on va jouer aux dominos." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.96.txt.154" "chi_Antoine_2.96.txt" "viens cochon viens faire des bisous." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.96.txt.249" "chi_Antoine_2.96.txt" "oui et après est venu me manger euh euh et après est encore là après est s'est sauvé et l'est peur de moi et hop dehors." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.05.txt.38" "chi_Antoine_3.05.txt" "yyy tu sais je l'ai dit.
yyy yyy arrive à voler hein." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.05.txt.80" "chi_Antoine_3.05.txt" "hé l'est peut aller ici.
a tient pas les autres." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.05.txt.115" "chi_Antoine_3.05.txt" "si c'est moi qui vas xx qui a fait tourner le volant." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.05.txt.283" "chi_Antoine_3.05.txt" "faut pas bouger la voiture elle était bien garée ici." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.23.txt.3" "chi_Antoine_3.23.txt" "xxx ə@fs suis grand xxx ə@fs peux avoir un couteau." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.23.txt.10" "chi_Antoine_3.23.txt" "attends attends le vais couper." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.8" "chi_Antoine_3.41.txt" "tenir ça.
si si si.
attends Camille mets." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.24" "chi_Antoine_3.41.txt" "tu vois yyy c'est Noé qui m'a donné ça.
on va partir." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.60" "chi_Antoine_3.41.txt" "tu me filmes.
et on avait au ballon yy.
jouer au ballon." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.103" "chi_Antoine_3.41.txt" "attends xxx e@fs vais me mettre un.
un coussin." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.107" "chi_Antoine_3.41.txt" "attends yy yyy il faut lire." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.238" "chi_Antoine_3.41.txt" "attends je vais mettre." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.58.txt.18" "chi_Antoine_3.58.txt" "oh si .
ben oui c'est moi qui a fait tomber." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.58.txt.43" "chi_Antoine_3.58.txt" "mais comme n'y est pas il nous mangera pas .
où es tu  ..?
entends tu  ..?
promenons nous dans les bois pendant que le loup n'y est pas ." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.58.txt.57" "chi_Antoine_3.58.txt" "dans le couloir là.
attends vais te montrer où où on les range." 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.58.txt.62" "chi_Antoine_3.58.txt" "regarde je vais xxx pour faire marcher les musiques?" 3
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.58.txt.72" "chi_Antoine_3.58.txt" "ils sont là haut là haut là haut tu peux les prendre hein." 3
