voilà	FNO	voilà
.	NAM	<unknown>
ben	INT	ben
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
faux	ADJ	faux
ben	INT	ben
des	DET:ind	un
fois	NOM	fois
euh	INT	euh
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
parler	VER:infi	parler
d'	PRP	un
un	DET:ind	un
seul	ADJ	seul
coup	NOM	coup
comme	KON	comme
ça	PRO:ton	ça
d'	PRP	un
une	DET:ind	un
fille	NOM	fille
qui	PRO:rel	qui
est	VER:pres	être
qui	PRO:rel	qui
est	VER:pres	être
pas	ADV	pas
réelle	ADJ	réel
ben	INT	ben
oui	FNO	oui
parce	TRC	parce
qu'	KON	que
elle	PRO:cls	elle
pense	VER:pres	penser
elle	PRO:cls	elle
parle	VER:pres	parler
que	KON	que
dans	PRP	dans
sa	DET:pos	son
tête	NOM	tête
en	PRP	en
fait	NOM	fait
elle	PRO:cls	elle
parle	VER:pres	parler
que	KON	que
dans	PRP	dans
sa	DET:pos	son
tête	NOM	tête
oh	INT	oh
vous	PRO:cls	vous
parlez	VER:pres	parler
dans	PRP	dans
votre	DET:pos	votre
tête	NOM	tête
vous	PRO:cls	vous
.	VER:cond	<unknown>
ben	INT	ben
oui	FNO	oui
des	DET:ind	un
fois	NOM	fois
des	PRP:det	du
fois	NOM	fois
.	NAM	<unknown>
oui	FNO	oui
non	FNO	non
moi	PRO:ton	moi
je	PRO:cls	je
parle	VER:pres	parler
toujours	ADV	toujours
dans	PRP	dans
ma	DET:pos	mon
tête	NOM	tête
hum	FNO	hum
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
comme	KON	comme
dans	PRP	dans
les	DET:def	le
rêves	NOM	rêve
oui	FNO	oui
donc	ADV	donc
Elfie	VER:impe	<unknown>
elle	PRO:cls	elle
dit	VER:pres	dire
qu'	KON	que
elle	PRO:ton	elle
elle	PRO:cls	elle
pense	VER:pres	penser
tout	DET:pre	tout
le	DET:def	le
temps	NOM	temps
donc	ADV	donc
tu	PRO:cls	tu
toi	PRO:ton	toi
hum	FNO	hum
toi	PRO:ton	toi
tu	PRO:cls	tu
es	VER:pres	être
comme	KON	comme
Elfie	VER:impe	<unknown>
alors	ADV	alors
.	VER:simp	<unknown>
hum	FNO	hum
un	DET:ind	un
peu	NOM	peu
xxx	NOM	<unknown>
tu	PRO:cls	tu
rêves	VER:pres	rêver
tout	DET:pre	tout
le	DET:def	le
temps	NOM	temps
.	NAM	<unknown>
moi	PRO:ton	moi
aussi	ADV	aussi
presque	ADV	presque
hum	FNO	hum
comme	KON	comme
Elfie	NAM	<unknown>
tu	PRO:cls	tu
penses	VER:pres	penser
tout	DET:pre	tout
le	DET:def	le
temps	NOM	temps
.	NAM	<unknown>
oui	FNO	oui
à	PRP	à
quoi	INT	quoi
vous	PRO:cls	vous
pensez	VER:pres	penser
.	NAM	<unknown>
ben	INT	ben
quand	KON	quand
je	PRO:cls	je
pense	VER:pres	penser
des	DET:ind	un
fois	NOM	fois
je	PRO:cls	je
pense	VER:pres	penser
hum	FNO	hum
en	PRP	en
même	ADJ	même
temps	NOM	temps
oui	FNO	oui
mais	KON	mais
à	PRP	à
parfois	ADV	parfois
quand	KON	quand
j'	PRO:cls	je
ai	VER:pres	avoir
des	DET:ind	un
problèmes	NOM	problème
je	PRO:cls	je
me	PRO:clo	me
dis	VER:pres	dire
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
vais	VER:pres	aller
faire	VER:infi	faire
dans	PRP	dans
ma	DET:pos	mon
tête	NOM	tête
euh	INT	euh
non	FNO	non
euh	INT	euh
des	DET:ind	un
fois	NOM	fois
quand	KON	quand
j'	PRO:cls	je
ai	VER:pres	avoir
des	DET:ind	un
problèmes	NOM	problème
euh	INT	euh
euh	INT	euh
je	PRO:cls	je
me	PRO:clo	me
dis	VER:pres	dire
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
vais	VER:pres	aller
dire	VER:infi	dire
tout	DET:pre	tout
ça	PRO:ton	ça
d'	PRP	un
accord	NOM	accord
dans	PRP	dans
ma	DET:pos	mon
tête	NOM	tête
et	KON	et
on	PRO:cls	on
pense	VER:pres	penser
comment	PRO:int	comment
.	NOM:sig	<unknown>
ben	INT	ben
euh	INT	euh
ben	INT	ben
moi	PRO:ton	moi
hum	FNO	hum
comme	KON	comme
xxx	NOM	<unknown>
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
grâce	ADV	grâce
au	PRP:det	au
cerveau	NOM	cerveau
aux	PRP:det	au
muscles	NOM	muscle
qu'	KON	que
on	PRO:cls	on
puisse	VER:subp	pouvoir
penser	VER:infi	penser
ouais	FNO	ouais
et	KON	et
puis	KON	puis
on	PRO:cls	on
dans	PRP	dans
quelle	DET:int	quel
langue	NOM	langue
on	PRO:cls	on
pense	VER:pres	penser
.	NAM	<unknown>
ben	INT	ben
en	PRP	en
français	NOM	français
en	PRP	en
français	NOM	français
et	KON	et
on	PRO:cls	on
ouais	FNO	ouais
peut	VER:pres	pouvoir
aussi	ADV	aussi
parler	VER:infi	parler
en	PRP	en
autre	ADJ	autre
langue	NOM	langue
si	KON	si
on	PRO:cls	on
arrive	VER:pres	arriver
ouais	FNO	ouais
ben	INT	ben
moi	PRO:ton	moi
j'	PRO:cls	je
arrive	VER:pres	arriver
à	PRP	à
parler	VER:infi	parler
italien	ADJ	italien
ouais	FNO	ouais
tu	PRO:cls	tu
penses	VER:pres	penser
en	PRP	en
italien	NOM	italien
.	NAM	<unknown>
non	FNO	non
moi	PRO:ton	moi
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
parler	VER:infi	parler
mais	KON	mais
je	PRO:cls	je
sais	VER:pres	savoir
compter	VER:infi	compter
euh	INT	euh
en	PRP	en
italien	NOM	italien
par	PRP	par
contre	ADV	contre
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
en	PRP	en
France	NAM	France
euh	INT	euh
aussi	ADV	aussi
certains	PRO:ind	certains
non	FNO	non
on	PRO:cls	on
pense	VER:pres	penser
quand	KON	quand
on	PRO:cls	on
parle	VER:pres	parler
c'	PRO:cls	ce
est	VER:pres	être
ce	PRO:dem	ce
que	PRO:rel	que
vous	PRO:cls	vous
m'	PRO:clo	me
avez	AUX:pres	avoir
dit	VER:pper	dire
?	NAM	<unknown>
hum	FNO	hum
ben	INT	ben
oui	FNO	oui
pas	ADV	pas
dans	PRP	dans
notre	DET:pos	notre
tête	NOM	tête
hum	FNO	hum
hum	FNO	hum
alors	ADV	alors
qui	PRO:rel	qui
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:rel	qui
pense	VER:pres	penser
encore	ADV	encore
là	ADV	là
sur	PRP	sur
notre	DET:pos	notre
Terre	NAM	terre
.	NAM	<unknown>
xxx	NOM	<unknown>
ben	INT	ben
moi	PRO:ton	moi
ben	INT	ben
moi	PRO:ton	moi
qui	PRO:rel	qui
que	PRO:rel	que
qu'	PRO:rel	que
on	PRO:cls	on
pense	VER:pres	penser
sur	PRP	sur
la	DET:def	le
Terre	NAM	terre
qu'	KON	que
elle	PRO:ton	elle
euh	INT	euh
elle	PRO:cls	elle
xxx	NOM	<unknown>
et	KON	et
qui	PRO:rel	qui
?	NAM	<unknown>
qui	PRO:rel	qui
?	NAM	<unknown>
qui	PRO:rel	qui
ben	INT	ben
le	DET:def	le
fait	NOM	fait
.	NAM	<unknown>
ben	INT	ben
moi	PRO:ton	moi
parfois	ADV	parfois
je	PRO:cls	je
me	PRO:clo	me
demande	VER:pres	demander
comment	PRO:int	comment
ça	PRO:cls	ça
peut	VER:pres	pouvoir
être	VER:infi	être
le	DET:def	le
planète	NOM	planète
euh	INT	euh
oui	FNO	oui
moi	PRO:ton	moi
ou	KON	ou
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qui	PRO:rel	qui
se	PRO:clo	se
passe	VER:pres	passer
xxx	NOM	<unknown>
moi	PRO:ton	moi
aussi	ADV	aussi
xxx	NOM	<unknown>
et	KON	et
comme	KON	comme
xxx	NOM	<unknown>
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qui	PRO:rel	qui
nous	PRO:clo	nous
réserve	VER:pres	réserver
euh	INT	euh
la	DET:def	le
Terre	NAM	terre
euh	INT	euh
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
vont	VER:pres	aller
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
on	PRO:cls	on
va	VER:pres	aller
découvrir	VER:infi	découvrir
de	PRP	de
nouveaux	NOM	nouveau
de	PRP	de
nouvelles	NOM	nouvelle
planètes	NOM	planète
d'	PRP	un
accord	NOM	accord
hum	FNO	hum
alors	ADV	alors
à	PRP	à
part	NOM	part
les	DET:def	le
les	DET:def	le
nous	PRO:ton	nous
les	DET:def	le
hommes	NOM	homme
hum	FNO	hum
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
d'	DET:ind	un
autres	ADJ	autre
euh	INT	euh
ben	INT	ben
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
aura	VER:futu	avoir
dans	PRP	dans
le	DET:def	le
fu-	TRC	fu-
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
aura	VER:futu	avoir
une	DET:ind	un
nouvelle	ADJ	nouveau
race	NOM	race
d'	PRP	un
animaux	NOM	animal
découverts	VER:pper	découvrir
ouais	FNO	ouais
ou	KON	ou
des	DET:ind	un
races	NOM	race
d'	PRP	un
insectes	NOM	insecte
alors	ADV	alors
on	PRO:cls	on
parle	VER:pres	parler
de	PRP	de
.	NAM	<unknown>
de	PRP	de
des	DET:ind	un
gens	NOM	gens
qui	PRO:rel	qui
sont	VER:pres	être
capables	ADJ	capable
de	PRP	de
penser	VER:infi	penser
hum	FNO	hum
des	DET:ind	un
gens	NOM	gens
ou	KON	ou
des	DET:ind	un
choses	NOM	chose
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
vous	PRO:cls	vous
pensez	VER:pres	penser
qu'	KON	que
à	PRP	à
part	NOM	part
les	DET:def	le
humains	ADJ	humain
oui	FNO	oui
hum	FNO	hum
je	PRO:cls	je
pense	VER:pres	penser
xxx	NOM	<unknown>
qui	PRO:rel	qui
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:rel	qui
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:rel	qui
pense	VER:pres	penser
encore	ADV	encore
.	VER:infi	<unknown>
les	DET:def	le
animaux	NOM	animal
je	PRO:cls	je
pense	VER:pres	penser
peut-être	ADV	peut-être
ouais	FNO	ouais
peut-être	ADV	peut-être
qu'	KON	que
ils	PRO:cls	il
pensent	VER:pres	penser
xxx	NOM	<unknown>
eux	PRO:ton	eux
aussi	ADV	aussi
ils	PRO:cls	il
ont	VER:pres	avoir
un	DET:ind	un
cerveau	NOM	cerveau
alors	ADV	alors
ils	PRO:cls	il
peuvent	VER:pres	pouvoir
penser	VER:infi	penser
peut-être	ADV	peut-être
xxx	NOM	<unknown>
xxx	NOM	<unknown>
où	PRO:rel	où
ils	PRO:cls	il
vont	VER:pres	aller
aller	VER:infi	aller
pour	PRP	pour
aller	VER:infi	aller
chercher	VER:infi	chercher
de	PRP	de
la	DET:def	le
nourriture	NOM	nourriture
euh	INT	euh
ils	PRO:cls	il
s'	PRO:clo	se
entraident	VER:pres	entraider
aussi	ADV	aussi
oui	FNO	oui
donc	ADV	donc
les	DET:def	le
animaux	NOM	animal
alors	ADV	alors
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
vous	PRO:cls	vous
m'	PRO:clo	me
aviez	AUX:impf	avoir
dit	VER:pper	dire
que	KON	que
quand	KON	quand
vous	PRO:cls	vous
pensez	VER:pres	penser
vous	PRO:cls	vous
parliez	VER:impf	parler
dans	PRP	dans
votre	DET:pos	votre
tête	NOM	tête
.	NAM	<unknown>
oui	FNO	oui
hum	FNO	hum
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
les	DET:def	le
animaux	NOM	animal
ils	PRO:cls	il
parlent	VER:pres	parler
dans	PRP	dans
leur	DET:pos	leur
tête	NOM	tête
.	NAM	<unknown>
ben	INT	ben
non	FNO	non
eh	INT	eh
ben	INT	ben
xxx	NOM	<unknown>
c'	PRO:cls	ce
était	VER:impf	être
xxx	NOM	<unknown>
vous	PRO:cls	vous
m'	PRO:clo	me
avez	AUX:pres	avoir
dit	VER:pper	dire
ils	PRO:cls	il
parlent	VER:pres	parler
pas	ADV	pas
dans	PRP	dans
leur	DET:pos	leur
tête	NOM	tête
les	DET:def	le
animaux	NOM	animal
quand	KON	quand
même	ADV	même
ils	PRO:cls	il
parlent	VER:pres	parler
pas	ADV	pas
notre	DET:pos	notre
langue	NOM	langue
ah	INT	ah
xxx	NOM	<unknown>
ça	PRO:ton	ça
on	PRO:cls	on
sait	VER:pres	savoir
encore	ADV	encore
pas	ADV	pas
alors	ADV	alors
ils	PRO:cls	il
pensent	VER:pres	penser
ou	KON	ou
pas	ADV	pas
?	NOM:sig	<unknown>
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
pour	PRP	pour
penser	VER:infi	penser
il	PRO:cls	il
faut	VER:pres	falloir
parler	VER:infi	parler
dans	PRP	dans
sa	DET:pos	son
tête	NOM	tête
.	NAM	<unknown>
ben	INT	ben
ils	PRO:cls	il
peuvent	VER:pres	pouvoir
mais	KON	mais
en	PRP	en
en	PRP	en
leurs	DET:pos	leur
langues	NOM	langue
dans	PRP	dans
leurs	DET:pos	leur
hum	FNO	hum
langues	NOM	langue
.	NAM	<unknown>
hum	FNO	hum
leurs	DET:pos	leur
langues	NOM	langue
dans	PRP	dans
leurs	DET:pos	leur
cris	NOM	cri
d'	PRP	un
accord	NOM	accord
comme	KON	comme
le	DET:def	le
perroquet	NOM	perroquet
lui	PRO:ton	lui
euh	INT	euh
il	PRO:cls	il
peut	VER:pres	pouvoir
il	PRO:cls	il
peut	VER:pres	pouvoir
reproduire	VER:infi	reproduire
nos	DET:pos	notre
s-	TRC	s-
nos	DET:pos	notre
sons	NOM	son
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
parler	VER:infi	parler
ça	PRO:cls	ça
/reproduirequand	MLT	<unknown>
on	PRO:cls	on
produit/	MLT	<unknown>
notre	DET:pos	notre
xxx	NOM	<unknown>
.	NAM	<unknown>
non	FNO	non
non	FNO	non
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
parler	VER:infi	parler
c'	PRO:cls	ce
est	VER:pres	être
copier	VER:infi	copier
c'	PRO:cls	ce
est	VER:pres	être
copier	VER:infi	copier
c'	PRO:cls	ce
est	VER:pres	être
copier	VER:infi	copier
voilà	FNO	voilà
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
comment	PRO:int	comment
faire	VER:infi	faire
une	DET:ind	un
photocopie	NOM	photocopie
exactement	ADV	exactement
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
une	DET:ind	un
photocopie	NOM	photocopie
hum	FNO	hum
et	KON	et
qu'	KON	que
on	PRO:cls	on
arrive	VER:pres	arriver
pas	ADV	pas
à	PRP	à
lire	VER:infi	lire
la	DET:def	le
photocopie	NOM	photocopie
hum	FNO	hum
hein	INT	hein
?	NAM	<unknown>
donc	ADV	donc
vous	PRO:cls	vous
vous	PRO:clo	vous
pensez	VER:pres	penser
que	KON	que
les	DET:def	le
animaux	NOM	animal
ils	PRO:cls	il
pensent	VER:pres	penser
dans	PRP	dans
leur	DET:pos	leur
tête	NOM	tête
avec	PRP	avec
leur	DET:pos	leur
propre	ADJ	propre
langage	NOM	langage
.	NAM	<unknown>
oui	FNO	oui
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
pour	PRP	pour
en	PRO:clo	en
revenir	VER:infi	revenir
aux	PRP:det	au
noms	NOM	nom
à	PRP	à
qui	PRO:rel	qui
on	PRO:cls	on
donne	VER:pres	donner
des	DET:ind	un
noms	NOM	nom
.	NAM	<unknown>
ben	INT	ben
aux	PRP:det	au
ben	INT	ben
aux	PRP:det	au
aux	PRP:det	au
aux	PRP:det	au
personnes	NOM	personne
aux	PRP:det	au
personnes	NOM	personne
aux	PRP:det	au
personnes	NOM	personne
parfois	ADV	parfois
aux	PRP:det	au
animaux	NOM	animal
quand	KON	quand
on	PRO:cls	on
leur	PRO:clo	lui
donne	VER:pres	donner
des	DET:ind	un
petits	ADJ	petit
surnoms	NOM	surnom
ben	INT	ben
oui	FNO	oui
ben	INT	ben
quand	KON	quand
oui	FNO	oui
comme	KON	comme
ah	INT	ah
comme	KON	comme
mon	DET:pos	mon
chat	NOM	chat
il	PRO:clsi	il
s'	PRO:clo	se
appelle	VER:pres	appeler
Mozart	NOM	<unknown>
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
appelé	VER:pper	appeler
Mozart	NOM	<unknown>
mon	DET:pos	mon
chat	NOM	chat
oui	FNO	oui
aux	PRP:det	au
animaux	NOM	animal
à	PRP	à
tous	DET:pre	tout
les	DET:def	le
animaux	NOM	animal
.	NAM	<unknown>
ben	INT	ben
non	FNO	non
xxx	NOM	<unknown>
ben	INT	ben
non	FNO	non
non	FNO	non
les	DET:def	le
animaux	NOM	animal
sauvages	ADJ	sauvage
euh	INT	euh
ils	PRO:cls	il
ont	VER:pres	avoir
pas	ADV	pas
de	PRP	de
nom	NOM	nom
parce	TRC	parce
alors	ADV	alors
pourquoi	PRO:int	pourquoi
pas	ADV	pas
de	PRP	de
nom	NOM	nom
on	PRO:cls	on
leur	PRO:clo	lui
donne	VER:pres	donner
pas	ADV	pas
de	PRP	de
nom	NOM	nom
à	PRP	à
eux	PRO:ton	eux
.	VER:futu	<unknown>
parce	TRC	parce
que	KON	que
parce	TRC	parce
que	KON	que
ils	PRO:cls	il
sont	VER:pres	être
méchants	ADJ	méchant
ils	PRO:cls	il
sont	VER:pres	être
sauvages	ADJ	sauvage
mais	KON	mais
si	KON	si
parce	TRC	parce
que	KON	que
par	PRP	par
exemple	NOM	exemple
euh	INT	euh
la	DET:def	le
vache	NOM	vache
on	PRO:cls	on
lui	PRO:clo	lui
leur	PRO:clo	lui
donne	VER:pres	donner
un	DET:ind	un
nom	NOM	nom
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
vache	NOM	vache
on	PRO:cls	on
leur	PRO:clo	lui
donne	VER:pres	donner
des	DET:ind	un
petits	ADJ	petit
noms	NOM	nom
à	PRP	à
elles	PRO:ton	elle
ah	INT	ah
oui	FNO	oui
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
noms	NOM	nom
hum	FNO	hum
de	PRP	de
oui	FNO	oui
mais	KON	mais
tu	PRO:cls	tu
as	VER:pres	avoir
une	DET:ind	un
vache	NOM	vache
tu	PRO:cls	tu
as	VER:pres	avoir
une	DET:ind	un
autre	ADJ	autre
vache	NOM	vache
tu	PRO:cls	tu
as	VER:pres	avoir
une	DET:ind	un
autre	ADJ	autre
vache	NOM	vache
on	PRO:cls	on
les	PRO:clo	le
appelle	VER:pres	appeler
tous	PRO:ind	tout
des	DET:ind	un
vaches	NOM	vache
.	NAM	<unknown>
ouais	FNO	ouais
hum	FNO	hum
bon	INT	bon
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
logique	ADJ	logique
d'	PRP	un
accord	NOM	accord
on	PRO:cls	on
leur	PRO:clo	lui
donne	VER:pres	donner
pas	ADV	pas
des	DET:ind	un
petits	ADJ	petit
noms	NOM	nom
.	NAM	<unknown>
non	FNO	non
ben	INT	ben
non	FNO	non
parce	TRC	parce
que	KON	que
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
ouais	FNO	ouais
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
animaux	NOM	animal
sauvages	ADJ	sauvage
euh	INT	euh
donc	ADV	donc
à	PRP	à
qui	PRO:rel	qui
on	PRO:cls	on
donne	VER:pres	donner
des	DET:ind	un
noms	NOM	nom
.	NAM	<unknown>
xxx	NOM	<unknown>
ben	INT	ben
aux	PRP:det	au
animaux	NOM	animal
lesquels	PRO:rel	lequel
.	VER:pres	<unknown>
domestiques	ADJ	domestique
aux	PRP:det	au
enfants	NOM	enfant
xxx	NOM	<unknown>
aux	PRP:det	au
personnes	NOM	personne
ouais	FNO	ouais
aux	PRP:det	au
planètes	NOM	planète
oui	FNO	oui
mais	KON	mais
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
des	DET:ind	un
petits	ADJ	petit
noms	NOM	nom
non	FNO	non
plus	ADV	plus
hum	FNO	hum
non	FNO	non
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
leurs	DET:pos	leur
vrais	ADJ	vrai
prénoms	NOM	prénom
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
c'	PRO:cls	ce
est	VER:pres	être
leurs	DET:pos	leur
noms	NOM	nom
oui	FNO	oui
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
leurs	DET:pos	leur
noms	NOM	nom
on	PRO:cls	on
leur	PRO:clo	lui
a	AUX:pres	avoir
donnés	VER:pper	donner
aussi	ADV	aussi
xxx	NOM	<unknown>
aux	PRP:det	au
dinosaures	NOM	dinosaure
oui	FNO	oui
non	FNO	non
mais	KON	mais
pas	ADV	pas
les	DET:def	le
petits	ADJ	petit
noms	NOM	nom
on	PRO:cls	on
va	VER:pres	aller
pas	ADV	pas
ha	ADJ	<unknown>
pas	ADV	pas
l'	PRO:clo	le
appeler	VER:infi	appeler
Mozart	NOM	<unknown>
les	DET:def	le
dinosaures	NOM	dinosaure
et	KON	et
le	DET:def	le
même	ADJ	même
le	DET:def	le
tigre	NOM	tigre
hein	INT	hein
?	NAM	<unknown>
il	PRO:clsi	il
s'	PRO:clo	se
appelle	VER:pres	appeler
Mozart	NOM	<unknown>
peut-être	ADV	peut-être
que	KON	que
mon	DET:pos	mon
peut-être	ADV	peut-être
que	KON	que
mon	DET:pos	mon
chat	NOM	chat
il	PRO:cls	il
vient	VER:pres	venir
d'	PRP	un
un	DET:ind	un
tyr-	NOM	<unknown>
d'	PRP	un
un	NUM	@card@
d'	PRP	un
un	DET:ind	un
tyranosaure	NOM	<unknown>
il	PRO:cls	il
pense	VER:pres	penser
qu'	KON	que
à	PRP	à
manger	VER:infi	manger
ouais	FNO	ouais
mais	KON	mais
les	DET:def	le
hum	FNO	hum
dinosaures	NOM	dinosaure
euh	INT	euh
ils	PRO:cls	il
plutôt	ADV	plutôt
méchants	ADJ	méchant
tu	PRO:cls	tu
sais	VER:pres	savoir
qu'	KON	que
ils	PRO:cls	il
pondaient	VER:impf	pondre
ils	PRO:cls	il
pondaient	VER:impf	pondre
des	DET:ind	un
oeufs	NOM	oeuf
.	NAM	<unknown>
oui	FNO	oui
je	PRO:cls	je
sais	VER:pres	savoir
donc	ADV	donc
ça	PRO:cls	ça
peut	VER:pres	pouvoir
pas	ADV	pas
être	VER:infi	être
un	DET:ind	un
mammifère	NOM	mammifère
comme	KON	comme
le	DET:def	le
chat	NOM	chat
ouais	FNO	ouais
hum	FNO	hum
non	FNO	non
ou	KON	ou
sinon	ADV	sinon
il	PRO:cls	il
a	AUX:pres	avoir
évolué	VER:pper	évoluer
oh	INT	oh
la	DET:def	le
la	DET:def	le
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
difficile	ADJ	difficile
d'	PRP	un
évoluer	VER:infi	évoluer
oui	FNO	oui
euh	INT	euh
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
voulais	VER:impf	vouloir
dire	VER:infi	dire
?	NAM	<unknown>
oui	FNO	oui
donc	ADV	donc
on	PRO:cls	on
a	VER:pres	avoir
on	PRO:cls	on
a	VER:pres	avoir
qu'	KON	que
on	PRO:cls	on
donnait	VER:impf	donner
des	DET:ind	un
des	DET:ind	un
des	DET:ind	un
noms	NOM	nom
aux	PRP:det	au
oui	FNO	oui
enfants	NOM	enfant
quand	KON	quand
ils	PRO:cls	il
naissaient	VER:impf	naître
et	KON	et
puis	KON	puis
aux	PRP:det	au
animaux	NOM	animal
avec	PRP	avec
qui	PRO:rel	qui
on	PRO:cls	on
vit	VER:pres	vivre
hum	FNO	hum
oui	FNO	oui
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
tout	PRO:ind	tout
.	NOM:sig	<unknown>
ben	INT	ben
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
à	PRP	à
qui	PRO:rel	qui
on	PRO:cls	on
donne	VER:pres	donner
aussi	ADV	aussi
des	DET:ind	un
petits	ADJ	petit
noms	NOM	nom
des	DET:ind	un
petits	ADJ	petit
noms	NOM	nom
des	PRP:det	du
noms	NOM	nom
hum	FNO	hum
ben	INT	ben
aux	PRP:det	au
xxx	NOM	<unknown>
robots	NOM	robot
ben	INT	ben
parfois	ADV	parfois
aux	PRP:det	au
objets	NOM	objet
des	PRP:det	du
objets	NOM	objet
qui	PRO:rel	qui
sont	VER:pres	être
des	DET:ind	un
objets	NOM	objet
de	PRP	de
valeur	NOM	valeur
euh	INT	euh
oui	FNO	oui
par	PRP	par
exemple	NOM	exemple
les	DET:def	le
objets	NOM	objet
comme	KON	comme
quoi	INT	quoi
.	NAM	<unknown>
qu'	KON	que
on	PRO:cls	on
donne	VER:pres	donner
aux	PRP:det	au
personnes	NOM	personne
et	KON	et
qu'	KON	que
ils	PRO:cls	il
vont	VER:pres	aller
sûrement	ADV	sûrement
apprécier	VER:infi	apprécier
ouais	FNO	ouais
xxx	NOM	<unknown>
tu	PRO:cls	tu
as	VER:pres	avoir
un	DET:ind	un
exemple	NOM	exemple
là	ADV	là
.	VER:simp	<unknown>
ben	INT	ben
comme	KON	comme
la	DET:def	le
maîtresse	NOM	maîtresse
tu	PRO:cls	tu
sais	VER:pres	savoir
le	DET:def	le
cadeau	NOM	cadeau
pour	PRP	pour
la	DET:def	le
fête	NOM	fête
hum	FNO	hum
des	DET:ind	un
mères	NOM	mère
le	DET:def	le
pot	NOM	pot
hum	FNO	hum
le	DET:def	le
pot	NOM	pot
euh	INT	euh
et	KON	et
tu	PRO:cls	tu
vas	VER:pres	aller
l'	PRO:clo	le
appeler	VER:infi	appeler
xxx	NOM	<unknown>
.	NAM	<unknown>
Anne-Laure	NAM	<unknown>
ah	INT	ah
non	FNO	non
oui	FNO	oui
non	FNO	non
non	FNO	non
non	FNO	non
ah	INT	ah
non	FNO	non
la	DET:def	le
maîtresse	NOM	maîtresse
qu'	KON	que
elle	PRO:cls	elle
nous	PRO:clo	nous
a	VER:pres	avoir
elle	PRO:cls	elle
a	VER:pres	avoir
ouais	FNO	ouais
donné	VER:pper	donner
un	DET:ind	un
un	DET:ind	un
un	DET:ind	un
nom	NOM	nom
au	PRP:det	au
cadeau	NOM	cadeau
de	PRP	de
la	DET:def	le
fête	NOM	fête
des	PRP:det	du
mères	NOM	mère
xxx	NOM	<unknown>
oui	FNO	oui
mais	KON	mais
pas	ADV	pas
mais	KON	mais
ils	PRO:cls	il
app-	TRC	<unknown>
ils	PRO:cls	il
s'	PRO:clo	se
