oh	INT	oh
ont	AUX:pres	avoir
trouvé	VER:pper	trouver
quoi	INT	quoi
.	NAM	<unknown>
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
ça	PRO:cls	ça
.	VER:cond	<unknown>
les	DET:def	le
couronnes	NOM	couronne
les	DET:def	le
couronnes	NOM	couronne
ouais	FNO	ouais
donc	ADV	donc
tu	PRO:cls	tu
en	PRO:clo	en
as	VER:pres	avoir
une	DET:ind	un
pour	ADV	pour
Dora	VER:simp	dorer
et	KON	et
une	DET:ind	un
autre	ADJ	autre
pour	PRP	pour
Babouche	NOM	babouche
ils	PRO:cls	il
sont	VER:pres	être
tout	ADV	tout
beaux	ADJ	beau
comme	KON	comme
ça	PRO:ton	ça
hein	INT	hein
.	NAM	<unknown>
ouais	FNO	ouais
ils	PRO:cls	il
sont	VER:pres	être
plus	ADV	plus
beaux	ADJ	beau
que	KON	que
que	KON	que
ils	PRO:cls	il
ont	VER:pres	avoir
rien	PRO:ind	rien
hein	INT	hein
on	PRO:cls	on
croirait	VER:cond	croire
un	DET:ind	un
petit	ADJ	petit
prince	NOM	prince
ouais	FNO	ouais
et	KON	et
puis	KON	puis
là	ADV	là
une	DET:ind	un
princesse	NOM	princesse
ouais	FNO	ouais
la	DET:def	le
princesse	NOM	princesse
Dora	VER:simp	dorer
la	DET:def	le
petite	ADJ	petit
prin-	TRC	prin-
euh	INT	euh
ensuite	ADV	ensuite
attends	VER:impe	attendre
l'	DET:def	le
avion	NOM	avion
je	PRO:cls	je
sais	VER:pres	savoir
où	PRO:int	où
le	PRO:clo	le
mettre	VER:infi	mettre
xxx	NOM	<unknown>
l'	DET:def	le
avion	NOM	avion
ouais	FNO	ouais
là	ADV	là
il	PRO:cls	il
est	VER:pres	être
à	PRP	à
l'	DET:def	le
endroit	NOM	endroit
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
bon	ADJ	bon
et	KON	et
-toi	PRO:clo	toi
dis	VER:pres	dire
qu'	KON	que
ils	PRO:cls	il
auront	VER:futu	avoir
pas	ADV	pas
mal	ADV	mal
à	PRP	à
la	DET:def	le
tête	NOM	tête
comme	KON	comme
ça	PRO:ton	ça
non	FNO	non
non	FNO	non
ensuite	ADV	ensuite
cherchons	VER:impe	chercher
les	DET:def	le
trésors	NOM	trésor
ils	PRO:cls	il
vont	VER:pres	aller
être	VER:infi	être
riches	ADJ	riche
hein	INT	hein
.	NAM	<unknown>
mm	NOM	<unknown>
ils	PRO:cls	il
pourront	VER:futu	pouvoir
faire	VER:infi	faire
plein	ADV	plein
de	PRP	de
cadeaux	NOM	cadeau
à	PRP	à
sa	DET:pos	son
mam-	NOM	<unknown>
à	PRP	à
leur	DET:pos	leur
mam-	NOM	<unknown>
à	PRP	à
leur	DET:pos	leur
maman	NOM	maman
et	KON	et
leur	DET:pos	leur
papa	NOM	papa
pardon	FNO	pardon
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
ensuite	ADV	ensuite
/à	ADV	<unknown>
la	DET:def	le
allez	INT	allez
hop/	MLT	<unknown>
princesse	NOM	princesse
il	PRO:cls	il
faut	VER:pres	falloir
ça	PRO:ton	ça
à	PRP	à
Babouche	NOM	babouche
aussi	ADV	aussi
xxx	NOM	<unknown>
croit	VER:pres	croire
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
joli	ADJ	joli
collier	NOM	collier
ça	PRO:ton	ça
ouais	FNO	ouais
euh	INT	euh
à	PRP	à
Babouche	NOM	babouche
je	PRO:cls	je
vais	VER:pres	aller
mettre	VER:infi	mettre
le	DET:def	le
clown	NOM	clown
parce	TRC	parce
que	KON	que
Babouche	NOM	babouche
il	PRO:cls	il
a	VER:pres	avoir
rien	PRO:ind	rien
ouais	FNO	ouais
oh	INT	oh
le	DET:def	le
pauvre	NOM	pauvre
je	PRO:cls	je
vais	VER:pres	aller
mettre	VER:infi	mettre
son	DET:pos	son
doudou	NOM	doudou
clown	NOM	clown
c'	PRO:cls	ce
est	VER:pres	être
son	DET:pos	son
doudou	NOM	doudou
.	NAM	<unknown>
ouais	FNO	ouais
il	PRO:clsi	il
lui	PRO:clo	lui
ressemble	VER:pres	ressembler
je	PRO:cls	je
trouve	VER:pres	trouver
regarde	VER:impe	regarder
ils	PRO:cls	il
ont	VER:pres	avoir
le	DET:def	le
même	ADJ	même
sourire	NOM	sourire
ils	PRO:cls	il
rigolent	VER:pres	rigoler
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
ouais	FNO	ouais
parce	TRC	parce
que	KON	que
ici	ADV	ici
il	PRO:cls	il
a	VER:pres	avoir
trois	NUM	@card@
petits	ADJ	petit
trucs	NOM	truc
puis	KON	puis
ici	ADV	ici
aussi	ADV	aussi
ouais	FNO	ouais
puis	KON	puis
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
ils	PRO:cls	il
ont	VER:pres	avoir
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
les	DET:def	le
mains	NOM	main
en	PRP	en
l'	DET:def	le
air	NOM	air
comme	KON	comme
ça	PRO:ton	ça
ouais	FNO	ouais
ah	INT	ah
non	FNO	non
le	DET:def	le
gâteau	NOM	gâteau
je	PRO:cls	je
pourrai	VER:futu	pouvoir
pas	ADV	pas
le	PRO:clo	le
mettre	VER:infi	mettre
euh	INT	euh
à	PRP	à
la	DET:def	le
carte	NOM	carte
ben	INT	ben
si	KON	si
ah	INT	ah
ben	INT	ben
non	FNO	non
ben	INT	ben
si	KON	si
tu	PRO:cls	tu
le	PRO:clo	le
mets	VER:pres	mettre
à	PRP	à
la	DET:def	le
au	PRP:det	au
début	NOM	début
ouais	FNO	ouais
comme	KON	comme
ça	PRO:ton	ça
mm	NOM	<unknown>
parce	TRC	parce
que	KON	que
Chipeur	NOM	<unknown>
il	PRO:cls	il
est	VER:pres	être
méchant	ADJ	méchant
tu	PRO:cls	tu
peux	VER:pres	pouvoir
mettre	VER:infi	mettre
le	DET:def	le
gateau	NOM	<unknown>
dans	PRP	dans
sa	DET:pos	son
main	NOM	main
comme	KON	comme
ça	PRO:ton	ça
il	PRO:clsi	il
l'	PRO:clo	le
aura	VER:futu	avoir
dans	PRP	dans
sa	DET:pos	son
main	NOM	main
là	ADV	là
.	VER:simp	<unknown>
ouais	FNO	ouais
même	ADV	même
Babou-	VER:simp	<unknown>
même	ADV	même
Dora	VER:simp	dorer
ouais	FNO	ouais
Dora	VER:simp	dorer
aussi	ADV	aussi
elle	PRO:cls	elle
tend	VER:pres	tendre
la	DET:def	le
main	NOM	main
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
alors	ADV	alors
je	PRO:cls	je
lui	PRO:clo	lui
mets	VER:pres	mettre
dans	PRP	dans
la	DET:def	le
main	NOM	main
elle	PRO:cls	elle
a	VER:pres	avoir
faim	NOM	faim
la	DET:def	le
petite	ADJ	petit
gourmande	ADJ	gourmand
hein	INT	hein
ouais	FNO	ouais
ouais	FNO	ouais
ils	PRO:cls	il
sont	VER:pres	être
des	DET:ind	un
gourmands	ADJ	gourmand
attends	VER:pres	attendre
je	PRO:cls	je
vais	VER:pres	aller
pas	ADV	pas
la	PRO:clo	le
mettre	VER:infi	mettre
comme	KON	comme
ça	PRO:ton	ça
tu	PRO:cls	tu
veux	VER:pres	vouloir
que	KON	que
je	PRO:cls	je
t'	PRO:clo	te
aide	VER:pres	aider
.	NAM	<unknown>
tu	PRO:cls	tu
as	VER:pres	avoir
des	DET:ind	un
ongles	NOM	ongle
ouais	FNO	ouais
moi	PRO:ton	moi
j'	PRO:cls	je
en	PRO:clo	en
ai	AUX:pres	avoir
pas	ADV	pas
tu	PRO:cls	tu
te	PRO:clo	te
les	PRO:clo	le
manges	VER:pres	manger
.	NAM	<unknown>
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
bien	ADV	bien
ça	PRO:cls	ça
regarde	VER:pres	regarder
comme	KON	comme
ça	PRO:ton	ça
tu	PRO:cls	tu
pe-	TRC	<unknown>
tu	PRO:cls	tu
arrives	VER:pres	arriver
pas	ADV	pas
à	PRP	à
décoller	VER:infi	décoller
les	DET:def	le
autocollants	ADJ	autocollant
mm	NOM	<unknown>
que	KON	que
moi	PRO:ton	moi
j'	PRO:cls	je
arrive	VER:pres	arriver
à	PRP	à
les	PRO:clo	le
décoller	VER:infi	décoller
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
mis	VER:pper	mettre
même	ADV	même
sur	PRP	sur
les	DET:def	le
cheveux	NOM	cheveu
elle	PRO:cls	elle
va	VER:pres	aller
avoir	VER:infi	avoir
plein	ADV	plein
de	PRP	de
sucre	NOM	sucre
dans	PRP	dans
les	DET:def	le
cheveux	NOM	cheveu
oh	INT	oh
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
oh	INT	oh
c'	PRO:cls	ce
est	VER:pres	être
derrière	ADV	derrière
ouais	FNO	ouais
viens	VER:impe	venir
voir	VER:infi	voir
et	KON	et
le	DET:def	le
dernier	ADJ	dernier
gâteau	NOM	gâteau
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
.	NAM	<unknown>
la	DET:def	le
carte	NOM	carte
ça	PRO:cls	ça
va	VER:pres	aller
avec	PRP	avec
qui	PRO:rel	qui
ce-	TRC	ce-
.	NAM	<unknown>
et	KON	et
moi	PRO:ton	moi
j'	PRO:cls	je
ai	VER:pres	avoir
pas	ADV	pas
le	DET:def	le
droit	NOM	droit
d'	PRP	un
avoir	VER:infi	avoir
un	DET:ind	un
gateau	NOM	<unknown>
.	NAM	<unknown>
mais	KON	mais
tu	PRO:cls	tu
es	VER:pres	être
pas	ADV	pas
dans	PRP	dans
l'	DET:def	le
épisode	NOM	épisode
ben	INT	ben
si	FNO	si
non	FNO	non
je	PRO:cls	je
suis	VER:pres	être
pas	ADV	pas
dans	PRP	dans
l'	DET:def	le
épisode	NOM	épisode
.	NAM	<unknown>
non	FNO	non
bon	INT	bon
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
tout	PRO:ind	tout
j'	PRO:cls	je
aurais	AUX:cond	avoir
pas	ADV	pas
de	PRP	de
gâteau	NOM	gâteau
hein	INT	hein
oh	INT	oh
mais	KON	mais
tu	PRO:cls	tu
es	VER:pres	être
pas	ADV	pas
dans	PRP	dans
l'	DET:def	le
épisode	NOM	épisode
là	ADV	là
tu	PRO:cls	tu
es	VER:pres	être
pas	ADV	pas
là-dedans	ADV	là-dedans
non	FNO	non
ensuite	ADV	ensuite
Chipeur	NOM	<unknown>
là	ADV	là
Chipeur	NOM	<unknown>
il	PRO:cls	il
dis	VER:pres	dire
oh	INT	oh
mince	INT	mince
là	ADV	là
oh	INT	oh
il	PRO:clsi	il
m'	PRO:clo	me
énerve	VER:pres	énerver
il	PRO:clsi	il
t'	PRO:clo	te
énerve	VER:pres	énerver
.	NAM	<unknown>
ouais	FNO	ouais
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
méchant	ADJ	méchant
.	NOM:sig	<unknown>
ouais	FNO	ouais
alors	ADV	alors
Chipeur	NOM	<unknown>
je	PRO:cls	je
vais	VER:pres	aller
le	PRO:clo	le
mettre	VER:infi	mettre
là	ADV	là
tu	PRO:cls	tu
le	PRO:clo	le
mets	VER:pres	mettre
derrière	ADV	derrière
on	PRO:cls	on
le	PRO:clo	le
verra	VER:futu	voir
pas	ADV	pas
comme	KON	comme
ça	PRO:cls	ça
.	VER:cond	<unknown>
ouais	FNO	ouais
voilà	FNO	voilà
on	PRO:cls	on
le	PRO:clo	le
voit	VER:pres	voir
plus	ADV	plus
alors	ADV	alors
attends	VER:impe	attendre
il	PRO:cls	il
était	VER:impf	être
déjà	ADV	déjà
là	ADV	là
regarde	VER:impe	regarder
deux	NUM	@card@
Chipeurs	NOM	<unknown>
hop	INT	hop
attends	VER:impe	attendre
je	PRO:cls	je
vais	VER:pres	aller
le	PRO:clo	le
mettre	VER:infi	mettre
là	ADV	là
ben	INT	ben
-y	PRO:clo	y
vas	VER:impe	aller
attends	VER:impe	attendre
je	PRO:cls	je
vais	VER:pres	aller
le	DET:def	le
j'	PRO:cls	je
arrive	VER:pres	arriver
j'	PRO:cls	je
arrive	VER:pres	arriver
à	PRP	à
le	PRO:clo	le
décoller	VER:infi	décoller
comme	KON	comme
ça	PRO:ton	ça
je	PRO:cls	je
le	DET:def	le
xxx	NOM	<unknown>
voilà	FNO	voilà
et	KON	et
voilà	FNO	voilà
tu	PRO:cls	tu
as	AUX:pres	avoir
collé	VER:pper	coller
les	DET:def	le
deux	NUM	@card@
l'	DET:def	le
un	NUM	@card@
sur	PRP	sur
l'	DET:def	le
autre	ADJ	autre
comme	KON	comme
ça	PRO:ton	ça
ouais	FNO	ouais
maintenant	ADV	maintenant
on	PRO:cls	on
va	VER:pres	aller
recommencer	VER:infi	recommencer
tu	PRO:cls	tu
veux	VER:pres	vouloir
recommencer	VER:infi	recommencer
quoi	INT	quoi
?	NAM	<unknown>
l'	DET:def	le
histoire	NOM	histoire
.	NAM	<unknown>
ouais	FNO	ouais
tu	PRO:cls	tu
me	PRO:clo	me
la	PRO:clo	le
racontes	VER:pres	raconter
avant	ADV	avant
de	PRP	de
la	PRO:clo	le
recommencer	VER:infi	recommencer
de	PRP	de
de	PRP	de
alors	ADV	alors
décoller	VER:infi	décoller
ils	PRO:cls	il
font	VER:pres	faire
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
Babouche	NOM	babouche
ouais	FNO	ouais
et	KON	et
Dora	VER:simp	dorer
mm	NOM	<unknown>
mm	NOM	<unknown>
cherchons	VER:pres	chercher
hum	FNO	hum
l-	TRC	l-
le	DET:def	le
truc	NOM	truc
alors	ADV	alors
au	PRP:det	au
trésor	NOM	trésor
la	DET:def	le
chasse	NOM	chasse
au	PRP:det	au
trésor	NOM	trésor
alors	ADV	alors
on	PRO:cls	on
on	PRO:cls	on
les	PRO:clo	le
enlève	VER:pres	enlever
tous	PRO:ind	tout
voilà	FNO	voilà
faut	VER:pres	falloir
mettre	VER:infi	mettre
tout	PRO:ind	tout
faut	VER:pres	falloir
les	PRO:clo	le
enlever	VER:infi	enlever
tous	PRO:ind	tout
alors	ADV	alors
la	DET:def	le
chasse	NOM	chasse
au	PRP:det	au
trésor	NOM	trésor
elle	PRO:cls	elle
est	VER:pres	être
où	PRO:int	où
ben	INT	ben
ouais	FNO	ouais
voyons	VER:impe	voir
-la	NAM	<unknown>
remets	VER:impe	remettre
là	ADV	là
-la	VER:simp	<unknown>
remets	VER:pres	remettre
voir	VER:infi	voir
là	ADV	là
donc	ADV	donc
ils	PRO:cls	il
vont	VER:pres	aller
faire	VER:infi	faire
la	DET:def	le
chasse	NOM	chasse
au	PRP:det	au
trésor	NOM	trésor
sur	PRP	sur
l'	DET:def	le
île	NOM	île
au	PRP:det	au
trésor	NOM	trésor
alors	ADV	alors
ensuite	ADV	ensuite
ils	PRO:cls	il
traversent	VER:pres	traverser
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
le	DET:def	le
lac	NOM	lac
aux	PRP:det	au
crocodiles	NOM	crocodile
le	DET:def	le
lac	NOM	lac
des	PRP:det	du
crocodiles	NOM	crocodile
-y	PRO:clo	y
vas	VER:pres	aller
je	PRO:cls	je
te	PRO:clo	te
le	PRO:clo	le
tiens	VER:pres	tenir
voilà	FNO	voilà
j'	PRO:cls	je
espère	VER:pres	espérer
qu'	KON	que
ils	PRO:cls	il
savent	VER:pres	savoir
nager	VER:infi	nager
hein	INT	hein
oh	INT	oh
oui	FNO	oui
mais	KON	mais
toutes	DET:ind	tout
façons	NOM	façon
ils	PRO:cls	il
ont	VER:pres	avoir
des	DET:ind	un
gi-	TRC	<unknown>
des	DET:ind	un
gilets	NOM	gilet
de	PRP	de
sauveta-	NOM	<unknown>
des	PRP:det	du
gilets	NOM	gilet
de	PRP	de
sauvetage	NOM	sauvetage
mm	NOM	<unknown>
de	PRP	de
sauvetage	NOM	sauvetage
ensuite	ADV	ensuite
une	DET:ind	un
fois	NOM	fois
qu'	KON	que
ils	PRO:cls	il
ont	AUX:pres	avoir
traversé	VER:pper	traverser
le	DET:def	le
lac	NOM	lac
des	PRP:det	du
crocodiles	NOM	crocodile
ils	PRO:cls	il
vont	VER:pres	aller
il	PRO:cls	il
faut	VER:pres	falloir
qu'	KON	que
ils	PRO:cls	il
traversent	VER:pres	traverser
quoi	INT	quoi
d'	PRP	un
autre	ADJ	autre
aussi	ADV	aussi
.	VER:simp	<unknown>
euh	INT	euh
mm	NOM	<unknown>
le	DET:def	le
sable	NOM	sable
gluant	ADJ	gluant
et	KON	et
à	PRP	à
ton	DET:pos	ton
avis	NOM	avis
ils	PRO:cls	il
vont	VER:pres	aller
traverser	VER:infi	traverser
le	DET:def	le
sable	NOM	sable
gluant	ADJ	gluant
avec	PRP	avec
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
avec	PRP	avec
euh	INT	euh
une	DET:ind	un
des	DET:ind	un
des	DET:ind	un
patinoires	NOM	patinoire
.	NAM	<unknown>
ouais	FNO	ouais
des	DET:ind	un
patins	NOM	patin
.	NAM	<unknown>
tu	PRO:cls	tu
es	VER:pres	être
sûre	ADJ	sûr
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
patins	NOM	patin
.	NAM	<unknown>
oui	FNO	oui
ils	PRO:cls	il
traversent	VER:pres	traverser
le	DET:def	le
sable	NOM	sable
gluant	ADJ	gluant
avec	PRP	avec
des	DET:ind	un
patins	NOM	patin
.	NAM	<unknown>
avec	PRP	avec
des	DET:ind	un
trucs	NOM	truc
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
comment	PRO:int	comment
ça	PRO:cls	ça
s'	PRO:clo	se
appelle	VER:pres	appeler
c'	PRO:cls	ce
est	VER:pres	être
avec	PRP	avec
le	DET:def	le
pont	NOM	pont
ouais	FNO	ouais
faut	VER:pres	falloir
reconstruire	VER:infi	reconstruire
un	DET:ind	un
pont	NOM	pont
ben	INT	ben
oui	FNO	oui
parce	TRC	parce
que	KON	que
à	PRP	à
ton	DET:pos	ton
avis	NOM	avis
tu	PRO:cls	tu
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
Chipeur	NOM	<unknown>
qui	PRO:rel	qui
l'	PRO:clo	le
a	AUX:pres	avoir
cassé	VER:pper	casser
le	DET:def	le
pont	NOM	pont
.	NAM	<unknown>
ouais	FNO	ouais
tu	PRO:cls	tu
en	PRO:clo	en
est	VER:pres	être
sûre	ADJ	sûr
.	NAM	<unknown>
oui	FNO	oui
pourquoi	PRO:int	pourquoi
hein	INT	hein
maman	NOM	maman
chipeur	NOM	<unknown>
il	PRO:cls	il
casse	VER:pres	casser
le	DET:def	le
pont	NOM	pont
il	PRO:clsi	il
l'	PRO:clo	le
a	AUX:pres	avoir
cassé	VER:pper	casser
parce	TRC	parce
que	KON	que
moi	PRO:ton	moi
j'	PRO:cls	je
en	PRO:clo	en
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
.	NOM:sig	<unknown>
.	NOM:sig	<unknown>
.	NOM:sig	<unknown>
Dora	VER:simp	dorer
tu	PRO:cls	tu
as	VER:pres	avoir
un	DET:ind	un
.	NOM:sig	<unknown>
.	NOM:sig	<unknown>
.	NOM:sig	<unknown>
Dora	VER:simp	dorer
?	NOM:sig	<unknown>
il	PRO:cls	il
parle	VER:pres	parler
de	PRP	de
quoi	INT	quoi
.	NAM	<unknown>
même	ADV	même
deux	NUM	@card@
ça	PRO:cls	ça
parle	VER:pres	parler
de	PRP	de
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
de	PRP	de
moi	PRO:ton	moi
j'	PRO:cls	je
en	PRO:clo	en
ai	VER:pres	avoir
un	DET:ind	un
qui	PRO:rel	qui
parle	VER:pres	parler
de	PRP	de
la	DET:def	le
plage	NOM	plage
de	PRP	de
la	DET:def	le
plage	NOM	plage
.	NAM	<unknown>
il	PRO:cls	il
faut	VER:pres	falloir
q-	TRC	<unknown>
il	PRO:clsi	il
faut	VER:pres	falloir
retrouver	VER:infi	retrouver
des	DET:ind	un
coquillages	NOM	coquillage
non	FNO	non
.	NAM	<unknown>
mm	NOM	<unknown>
euh	INT	euh
non	FNO	non
ils	PRO:cls	il
vont	VER:pres	aller
voir	VER:infi	voir
Totor	NAM	<unknown>
mouais	FNO	mouais
ouais	FNO	ouais
construire	VER:infi	construire
un	DET:ind	un
pont	NOM	pont
voilà	FNO	voilà
là	ADV	là
ils	PRO:cls	il
construit	VER:pres	construire
le	DET:def	le
pont	NOM	pont
et	KON	et
Dora	VER:simp	dorer
elle	PRO:cls	elle
dit	VER:pres	dire
quoi	INT	quoi
à	PRP	à
Chipeur	NOM	<unknown>
.	NAM	<unknown>
Chipeur	NOM	<unknown>
arrête	VER:pres	arrêter
de	PRP	de
chiper	VER:infi	chiper
alors	ADV	alors
on	PRO:cls	on
met	VER:pres	mettre
l'	DET:def	le
épisode	NOM	épisode
et	KON	et
Chipeur	NOM	<unknown>
il	PRO:clsi	il
lui	PRO:clo	lui
répond	VER:pres	répondre
quoi	PRO:int	quoi
.	NAM	<unknown>
il	PRO:cls	il
dit	VER:pres	dire
Chipeur	NOM	<unknown>
arrête	VER:pres	arrêter
de	PRP	de
chiper	VER:infi	chiper
Chipeur	NOM	<unknown>
arrête	VER:pres	arrêter
de	PRP	de
chiper	VER:infi	chiper
oh	INT	oh
mince	INT	mince
et	KON	et
Chipeur	NOM	<unknown>
il	PRO:cls	il
dit	VER:pres	dire
oh	INT	oh
mince	INT	mince
parce	TRC	parce
que	KON	que
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
fait	VER:pper	faire
découvrir	VER:infi	découvrir
.	NAM	<unknown>
ouais	FNO	ouais
on	PRO:cls	on
l'	PRO:clo	le
a	AUX:pres	avoir
vu	VER:pper	voir
.	NAM	<unknown>
mm	NOM	<unknown>
il	PRO:cls	il
est	AUX:pres	être
pas	ADV	pas
doué	VER:pper	douer
hein	INT	hein
.	NAM	<unknown>
il	PRO:cls	il
aurait	AUX:cond	avoir
pu	VER:pper	pouvoir
mieux	ADV	mieux
se	PRO:clo	se
cacher	VER:infi	cacher
hein	INT	hein
.	NAM	<unknown>
ouais	FNO	ouais
qu'	KON	que
il	PRO:clsi	il
se	PRO:clo	se
mette	VER:subp	mettre
là	ADV	là
hum	FNO	hum
je	PRO:cls	je
vais	VER:pres	aller
le	PRO:clo	le
mettre	VER:infi	mettre
là	ADV	là
après	ADV	après
ils	PRO:cls	il
auront	VER:futu	avoir
tout	DET:pre	tout
les	DET:def	le
.	NAM	<unknown>
ouais	FNO	ouais
maintenant	ADV	maintenant
ensuite	ADV	ensuite
déconstruire	VER:infi	déconstruire
le	DET:def	le
bateau	NOM	bateau
construire	VER:infi	construire
un	DET:ind	un
bateau	NOM	bateau
ouais	FNO	ouais
donc	ADV	donc
ils	PRO:cls	il
ont	AUX:pres	avoir
traversé	VER:pper	traverser
le	DET:def	le
sable	NOM	sable
gluant	ADJ	gluant
ils	PRO:cls	il
ne	ADV	ne
sont	AUX:pres	être
pas	ADV	pas
tombés	VER:pper	tomber
dedans	ADV	dedans
ah	INT	ah
non	FNO	non
et	KON	et
donc	ADV	donc
là	ADV	là
ils	PRO:cls	il
traversent	VER:pres	traverser
le	DET:def	le
bateau	NOM	bateau
ils	PRO:cls	il
traversent	VER:pres	traverser
le	DET:def	le
bateau	NOM	bateau
.	NAM	<unknown>
ouais	FNO	ouais
tu	PRO:cls	tu
es	VER:pres	être
sûre	ADJ	sûr
ils	PRO:cls	il
traversent	VER:pres	traverser
pas	ADV	pas
le	DET:def	le
lac	NOM	lac
plutôt	ADV	plutôt
.	VER:simp	<unknown>
non	FNO	non
ils	PRO:cls	il
traversent	VER:pres	traverser
le	DET:def	le
lac	NOM	lac
en	PRP	en
bateau	NOM	bateau
ouais	FNO	ouais
ouais	FNO	ouais
je	PRO:cls	je
mets	VER:pres	mettre
ça	PRO:ton	ça
comme	KON	comme
ça	PRO:ton	ça
il	PRO:cls	il
est	VER:pres	être
/gros	MLT	<unknown>
grand/	MLT	<unknown>
le	DET:def	le
bateau	NOM	bateau
dis	VER:pres	dire
donc	ADV	donc
hein	INT	hein
.	NAM	<unknown>
mm	NOM	<unknown>
mais	KON	mais
je	PRO:cls	je
le	PRO:clo	le
mets	VER:pres	mettre
comme	KON	comme
ça	PRO:ton	ça
ouais	FNO	ouais
putain	INT	putain
de	PRP	de
truc	NOM	truc
-y	PRO:clo	y
vas	VER:pres	aller
je	PRO:cls	je
te	PRO:clo	te
le	PRO:clo	le
tiens	VER:pres	tenir
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
faut	VER:pres	falloir
enlever	VER:infi	enlever
les	DET:def	le
gilets	NOM	gilet
de	PRP	de
sauvetage	NOM	sauvetage
mm	NOM	<unknown>
faudra	VER:futu	falloir
les	PRO:clo	le
mettre	VER:infi	mettre
hein	INT	hein
parce	TRC	parce
que	KON	que
si	KON	si
ils	PRO:cls	il
savent	VER:pres	savoir
pas	ADV	pas
nager	VER:infi	nager
ils	PRO:cls	il
vont	VER:pres	aller
se	PRO:clo	se
noyer	VER:infi	noyer
après	ADV	après
non	FNO	non
mm	NOM	<unknown>
non	FNO	non
tu	PRO:cls	tu
as	VER:pres	avoir
les	DET:def	le
crocodiles	NOM	crocodile
ils	PRO:cls	il
vont	VER:pres	aller
faire	VER:infi	faire
quoi	INT	quoi
.	NAM	<unknown>
mm	NOM	<unknown>
après	ADV	après
ils	PRO:cls	il
vont	VER:pres	aller
les	PRO:clo	le
manger	VER:infi	manger
ben	INT	ben
voilà	FNO	voilà
alors	ADV	alors
faut	VER:pres	falloir
pas	ADV	pas
que	ADV	que
Dora	VER:simp	dorer
et	KON	et
Babouche	NOM	babouche
ils	PRO:cls	il
se	PRO:clo	se
fassent	VER:subp	faire
manger	VER:infi	manger
hein	INT	hein
.	NAM	<unknown>
mm	NOM	<unknown>
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
Chipeur	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
si	KON	si
.	NAM	<unknown>
oh	INT	oh
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
.	NAM	<unknown>
ouais	FNO	ouais
Chipeur	NOM	<unknown>
il	PRO:cls	il
est	VER:pres	être
trop	ADV	trop
méchant	ADJ	méchant
ah	INT	ah
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
chipeur	NOM	<unknown>
hein	INT	hein
mm	NOM	<unknown>
après	ADV	après
on	PRO:cls	on
va	VER:pres	aller
voir	VER:infi	voir
qu'	PRO:int	quoi
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
va	VER:pres	aller
se	PRO:clo	se
passer	VER:infi	passer
ouais	FNO	ouais
tu	PRO:cls	tu
crois	VER:pres	croire
qu'	KON	que
ils	PRO:cls	il
vont	VER:pres	aller
trouver	VER:infi	trouver
le	DET:def	le
trésor	NOM	trésor
.	NAM	<unknown>
mm	NOM	<unknown>
mm	NOM	<unknown>
ils	PRO:cls	il
vont	VER:pres	aller
être	VER:infi	être
riches	ADJ	riche
.	NAM	<unknown>
hein	INT	hein
