voilà	FNO	voilà
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
a	VER:pres	avoir
encore	ADV	encore
des	DET:ind	un
vêtements	NOM	vêtement
.	NAM	<unknown>
non	FNO	non
non	FNO	non
donc	ADV	donc
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
déshabillé	VER:pper	déshabiller
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
déshabillé	VER:pper	déshabiller
et	KON	et
il	PRO:cls	il
monte	VER:pres	monter
le	DET:def	le
canard	NOM	canard
dans	PRP	dans
le	DET:def	le
bain	NOM	bain
ah	INT	ah
et	KON	et
là	ADV	là
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
.	NAM	<unknown>
euh	INT	euh
xxx	NOM	<unknown>
mousse	ADJ	mousse
où	PRO:rel	où
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
de	PRP	de
la	DET:def	le
mousse	ADJ	mousse
.	NOM	<unknown>
sur	PRP	sur
le	DET:def	le
canard	NOM	canard
sur	PRP	sur
le	DET:def	le
canard	NOM	canard
il	PRO:cls	il
a	VER:pres	avoir
un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
en	PRP	en
mousse	NOM	mousse
même	ADV	même
le	DET:def	le
No-	NOM	<unknown>
Noël	NAM	Noël
même	ADV	même
le	DET:def	le
Père	NOM	père
Noël	NAM	Noël
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
tu	PRO:cls	tu
me	PRO:clo	me
dis	VER:pres	dire
.	NAM	<unknown>
non	FNO	non
-moi	PRO:clo	moi
dis	VER:pres	dire
alors	ADV	alors
moi	PRO:ton	moi
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
chapeau	NOM	chapeau
de	PRP	de
Noël	NAM	Noël
tu	PRO:cls	tu
as	VER:pres	avoir
un	DET:ind	un
chapeau	NOM	chapeau
de	PRP	de
Noël	NAM	Noël
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
tu	PRO:cls	tu
disais	VER:impf	dire
.	NOM:sig	<unknown>
d'	PRP	un
accord	NOM	accord
mais	KON	mais
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
ouais	FNO	ouais
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
xxx	NOM	<unknown>
un	DET:ind	un
chapeau	NOM	chapeau
de	PRP	de
Noël	NAM	Noël
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
un	DET:ind	un
chapeau	NOM	chapeau
de	PRP	de
Noël	NAM	Noël
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
pareil	ADJ	pareil
euh	INT	euh
xxx	NOM	<unknown>
on	PRO:cls	on
n'	ADV	ne
en	PRO:clo	en
a	VER:pres	avoir
pas	ADV	pas
xxx	NOM	<unknown>
en	PRP	en
mousse	NOM	mousse
non	FNO	non
xxx	NOM	<unknown>
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
ça	PRO:ton	ça
à	PRP	à
Noël	NAM	Noël
bah	INT	bah
non	FNO	non
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
ça	PRO:ton	ça
à	PRP	à
Noël	NAM	Noël
le	DET:def	le
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
le	PRO:clo	le
garder	VER:infi	garder
non	FNO	non
parce	TRC	parce
que	KON	que
le	DET:def	le
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
il	PRO:clsi	il
s'	PRO:clo	se
en	PRO:clo	en
va	VER:pres	aller
quand	KON	quand
on	PRO:cls	on
met	VER:pres	mettre
de	PRP	de
l'	DET:def	le
eau	NOM	eau
sur	PRP	sur
la	DET:def	le
tête	NOM	tête
ouais	FNO	ouais
voilà	FNO	voilà
le	DET:def	le
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
pour	PRP	pour
jouer	VER:infi	jouer
dans	PRP	dans
la	DET:def	le
baignoire	NOM	baignoire
quand	KON	quand
on	PRO:cls	on
va	VER:pres	aller
se	PRO:clo	se
laver	VER:infi	laver
et	KON	et
puis	KON	puis
après	ADV	après
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
?	NAM	<unknown>
le	DET:def	le
petit	ADJ	petit
garçon	NOM	garçon
xxx	NOM	<unknown>
xxx	NOM	<unknown>
Grégoire	NAM	<unknown>
il	PRO:cls	il
joue	VER:pres	jouer
il	PRO:cls	il
joue	VER:pres	jouer
xxx	NOM	<unknown>
mousse	ADJ	mousse
xxx	NOM	<unknown>
avec	PRP	avec
la	DET:def	le
mousse	ADJ	mousse
xxx	NOM	<unknown>
dis	VER:pres	dire
bien	ADV	bien
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
a	VER:pres	avoir
sur	PRP	sur
la	DET:def	le
tête	NOM	tête
.	NAM	<unknown>
mmh	NOM	<unknown>
mousse	ADJ	mousse
il	PRO:clsi	il
a	VER:pres	avoir
de	PRP	de
la	DET:def	le
mousse	NOM	mousse
et	KON	et
donc	ADV	donc
comme	KON	comme
le	DET:def	le
canard	NOM	canard
il	PRO:cls	il
a	VER:pres	avoir
un	DET:ind	un
cha-	NOM	<unknown>
-peau	NAM	<unknown>
-peau	NAM	<unknown>
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
xxx	NOM	<unknown>
après	ADV	après
elle	PRO:cls	elle
le	PRO:clo	le
lave	VER:pres	laver
eh	INT	eh
oui	FNO	oui
après	ADV	après
il	PRO:cls	il
xxx	NOM	<unknown>
et	KON	et
après	ADV	après
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
voilà	FNO	voilà
après	ADV	après
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
plus	ADV	plus
après	ADV	après
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
plus	ADV	plus
de	PRP	de
la	DET:def	le
mousse	ADJ	mousse
xxx	NOM	<unknown>
plus	ADV	plus
.	VER:simp	<unknown>
