euh	INT	euh
chien	NOM	chien
tient	VER:pres	tenir
le	DET:def	le
porte-monnaie	NOM	<unknown>
dans	PRP	dans
sa	DET:pos	son
gueule	NOM	gueule
le	DET:def	le
chien	NOM	chien
tient	VER:pres	tenir
le	DET:def	le
porte-monnaie	NOM	<unknown>
sans	PRP	sans
sa	DET:pos	son
gueule	NOM	gueule
et	KON	et
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
ils	PRO:cls	il
font	VER:pres	faire
alors	ADV	alors
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
Florène	NOM	<unknown>
mange	VER:pres	manger
un	DET:ind	un
petit	ADJ	petit
pain	NOM	pain
elle	PRO:cls	elle
mange	VER:pres	manger
un	DET:ind	un
petit	ADJ	petit
bout	NOM	bout
de	PRP	de
pain	NOM	pain
mange	VER:pres	manger
un	DET:ind	un
pe-	TRC	<unknown>
un	DET:ind	un
pe-	NOM	<unknown>
pain	NOM	pain
et	KON	et
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
elle	PRO:cls	elle
fait	VER:pres	faire
en	PRP	en
mangeant	VER:ppre	manger
un	DET:ind	un
bout	NOM	bout
de	PRP	de
pain	NOM	pain
.	NAM	<unknown>
ils	PRO:cls	il
traversent	VER:pres	traverser
ah	INT	ah
elle	PRO:cls	elle
traverse	VER:pres	traverser
la	DET:def	le
route	NOM	route
en	PRP	en
mangeant	VER:ppre	manger
un	DET:ind	un
bout	NOM	bout
de	PRP	de
pain	NOM	pain
elle	PRO:cls	elle
traverse	VER:pres	traverser
xxx	NOM	<unknown>
elle	PRO:cls	elle
mange	VER:pres	manger
du	DET:par	du
pain	NOM	pain
d'	PRP	un
accord	NOM	accord
il	PRO:cls	il
arrive	VER:pres	arriver
à	PRP	à
la	DET:def	le
maison	NOM	maison
ses	DET:pos	son
frères	NOM	frère
ont	AUX:pres	avoir
déjà	ADV	déjà
commencé	VER:pper	commencer
à	PRP	à
manger	VER:infi	manger
parce	TRC	parce
que	KON	que
il	PRO:cls	il
est	VER:pres	être
midi	NOM	midi
et	KON	et
demi	NOM	demi
bien	ADV	bien
xxx	NOM	<unknown>
.	NAM	<unknown>
