enregistrement	NOM	enregistrement
un	DET:ind	un
enfant	NOM	enfant
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
un	DET:ind	un
enfant	NOM	enfant
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
il	PRO:cls	il
mange	VER:pres	manger
une	DET:ind	un
banane	NOM	banane
ah	INT	ah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
alors	ADV	alors
chaque	DET:ind	chaque
matin	NOM	matin
maman	NOM	maman
crocodile	NOM	crocodile
apporte	VER:pres	apporter
à	PRP	à
Achille	NOM	<unknown>
de	PRP	de
bonnes	ADJ	bon
bananes	NOM	banane
pour	PRP	pour
son	DET:pos	son
petit	ADJ	petit
déjeuner	NOM	déjeuner
et	KON	et
chaque	DET:ind	chaque
matin	NOM	matin
elle	PRO:cls	elle
s'	PRO:clo	se
émerveille	VER:pres	émerveiller
mon	DET:pos	mon
fils	NOM	fil|fils
comme	KON	comme
tu	PRO:cls	tu
es	VER:pres	être
grand	ADJ	grand
comme	KON	comme
tu	PRO:cls	tu
es	VER:pres	être
beau	ADJ	beau
comme	KON	comme
tu	PRO:cls	tu
as	VER:pres	avoir
de	DET:ind	un
belles	ADJ	beau
dents	NOM	dent
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
pense	VER:pres	penser
Achille	NOM	<unknown>
tu	PRO:cls	tu
veux	VER:pres	vouloir
tourner	VER:infi	tourner
.	NAM	<unknown>
oui	FNO	oui
tu	PRO:cls	tu
vois	VER:pres	voir
le	DET:def	le
soleil	NOM	soleil
là	ADV	là
il	PRO:clsi	il
il	PRO:clsi	il
est	VER:pres	être
comment	PRO:int	comment
.	NAM	<unknown>
il	PRO:cls	il
a	AUX:pres	avoir
bougé	VER:pper	bouger
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
il	PRO:cls	il
a	AUX:pres	avoir
bougé	VER:pper	bouger
mais	KON	mais
un	DET:ind	un
matin	NOM	matin
Achille	NOM	<unknown>
ne	ADV	ne
mange	VER:pres	manger
rien	PRO:ind	rien
maman	NOM	maman
crocodile	NOM	crocodile
s'	PRO:clo	se
inquiète	VER:impe	inquiéter
elle	PRO:cls	elle
insiste	VER:pres	insister
tu	PRO:cls	tu
es	VER:pres	être
sûr	ADJ	sûr
.	NAM	<unknown>
tu	PRO:cls	tu
ne	ADV	ne
veux	VER:pres	vouloir
pas	ADV	pas
d'	PRP	un
une	DET:ind	un
bonne	ADJ	bon
d'	PRP	un
une	DET:ind	un
délicieuse	ADJ	délicieux
banane	NOM	banane
.	NAM	<unknown>
non	FNO	non
merci	FNO	merci
maman	NOM	maman
répond	VER:pres	répondre
Achille	NOM	<unknown>
aujourd'hui	ADV	aujourd'hui
j'	PRO:cls	je
aimerais	VER:cond	aimer
mieux	ADV	mieux
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
un	DET:ind	un
enfant	NOM	enfant
il	PRO:cls	il
a	AUX:pres	avoir
mangé	VER:pper	manger
qu'	KON	que
une	DET:ind	un
banane	NOM	banane
et	KON	et
là	ADV	là
il	PRO:cls	il
voulait	VER:impf	vouloir
pas	ADV	pas
eh	INT	eh
oui	FNO	oui
quelle	DET:int	quel
idée	NOM	idée
mon	DET:pos	mon
Achille	NOM	<unknown>
s'	PRO:clo	se
étonne	VER:pres	étonner
maman	NOM	maman
dans	PRP	dans
les	DET:def	le
bananiers	NOM	bananier
il	PRO:cls	il
pousse	VER:pres	pousser
des	DET:ind	un
bananes	NOM	banane
pas	ADV	pas
des	DET:ind	un
enfants	NOM	enfant
bah	INT	bah
oui	FNO	oui
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
des	DET:ind	un
bananes	NOM	banane
voilà	FNO	voilà
sur	PRP	sur
des	DET:ind	un
.	NOM	<unknown>
euh	INT	euh
bassins	NOM	bassin
bananiers	NOM	bananier
bananiers	NOM	bananier
hum	FNO	hum
et	KON	et
Achille	NAM	<unknown>
répond	VER:pres	répondre
oui	FNO	oui
mais	KON	mais
moi	PRO:ton	moi
j'	PRO:cls	je
aimerais	VER:cond	aimer
mieux	ADV	mieux
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
roh	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
drôle	NOM	drôle
de	PRP	de
crocodile	NOM	crocodile
ça	PRO:ton	ça
oui	FNO	oui
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
là-haut	ADV	là-haut
.	VER:simp	<unknown>
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
il	PRO:cls	il
a	VER:pres	avoir
ah	INT	ah
oui	FNO	oui
bougé	VER:pper	bouger
et	KON	et
puis	KON	puis
en	PRP	en
place	NOM	place
il	PRO:cls	il
a	AUX:pres	avoir
changé	VER:pper	changer
aussi	ADV	aussi
de	PRP	de
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
de	PRP	de
couleur	NOM	couleur
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
il	PRO:cls	il
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
orange	ADJ	orange
papa	NOM	papa
crocodile	NOM	crocodile
s'	PRO:clo	se
en	PRO:clo	en
mêle	VER:pres	mêler
il	PRO:clsi	il
court	VER:pres	courir
jusqu'	PRP	jusque
au	PRP:det	au
village	NOM	village
et	KON	et
rapporte	VER:pres	rapporter
à	PRP	à
son	DET:pos	son
fiston	NOM	fiston
une	DET:ind	un
une	DET:ind	un
saucisse	NOM	saucisse
grosse	ADJ	gros
comme	KON	comme
un	DET:ind	un
camion	NOM	camion
non	FNO	non
merci	FNO	merci
papa	NOM	papa
répond	VER:pres	répondre
Achille	NOM	<unknown>
aujourd'hui	ADV	aujourd'hui
j'	PRO:cls	je
aimerais	VER:cond	aimer
mieux	ADV	mieux
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
mais	KON	mais
enfin	ADV	enfin
mon	DET:pos	mon
Achille	NOM	<unknown>
la	DET:def	le
saucisse	NOM	saucisse
à	PRP	à
l'	DET:def	le
enfant	NOM	enfant
ça	PRO:cls	ça
n'	ADV	ne
existe	VER:pres	exister
pas	ADV	pas
je	PRO:cls	je
m'	PRO:clo	me
en	PRP	en
fiche	NOM	fiche
s'	PRO:clo	se
énerve	VER:pres	énerver
Achille	NOM	<unknown>
moi	PRO:ton	moi
j'	PRO:cls	je
aimerais	VER:cond	aimer
mieux	ADV	mieux
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
roh	NOM	<unknown>
roh	NOM	<unknown>
oh	INT	oh
la	DET:def	le
la	DET:def	le
il	PRO:clsi	il
dit	VER:pres	dire
deux	NUM	@card@
fois	NOM	fois
j'	PRO:cls	je
aimerais	VER:cond	aimer
bien	ADV	bien
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
hum	FNO	hum
j'	PRO:cls	je
aimerais	VER:cond	aimer
bien	ADV	bien
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
il	PRO:cls	il
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
têtu	ADJ	têtu
hein	INT	hein
.	NAM	<unknown>
oui	FNO	oui
heureusement	ADV	heureusement
papa	NOM	papa
et	KON	et
maman	NOM	maman
crocodile	NOM	crocodile
sont	VER:pres	être
malins	ADJ	malin
notre	DET:pos	notre
Achille	NOM	<unknown>
est	VER:pres	être
un	DET:ind	un
gourmand	ADJ	gourmand
-ils	NOM	<unknown>
pensent	VER:pres	penser
-lui	PRO:clo	lui
préparons	VER:pres	préparer
un	DET:ind	un
bon	ADJ	bon
gros	ADJ	gros
gâteau	NOM	gâteau
au	PRP:det	au
chocolat	NOM	chocolat
et	KON	et
il	PRO:clsi	il
oubliera	VER:futu	oublier
complètement	ADV	complètement
cette	DET:dem	ce
cette	DET:dem	ce
idée	NOM	idée
stupide	ADJ	stupide
hum	FNO	hum
bah	INT	bah
apr-	TRC	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
un	DET:ind	un
gâteau	NOM	gâteau
au	PRP:det	au
chocolat	NOM	chocolat
c'	PRO:cls	ce
est	VER:pres	être
appétissant	ADJ	appétissant
mm	NOM	<unknown>
et	KON	et
en	PRP	en
plus	ADV	plus
en	PRP	en
plus	ADV	plus
en	PRP	en
plus	ADV	plus
il	PRO:cls	il
va	VER:pres	aller
lever	VER:infi	lever
la	DET:def	le
main	NOM	main
avec	PRP	avec
le	DET:def	le
gâteau	NOM	gâteau
et	KON	et
là	ADV	là
il	PRO:clsi	il
en	PRO:clo	en
veut	VER:pres	vouloir
pas	ADV	pas
et	KON	et
puis	KON	puis
les	DET:def	le
parents	NOM	parent
ils	PRO:cls	il
vont	VER:pres	aller
pleurer	VER:infi	pleurer
ah	INT	ah
on	PRO:cls	on
va	VER:pres	aller
voir	VER:infi	voir
alors	ADV	alors
moi	PRO:ton	moi
je	PRO:cls	je
connais	VER:pres	connaître
pas	ADV	pas
encore	ADV	encore
l'	DET:def	le
histoire	NOM	histoire
eh	INT	eh
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
il	PRO:cls	il
a	AUX:pres	avoir
bougé	VER:pper	bouger
encore	ADV	encore
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
ouais	FNO	ouais
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
tourne	VER:pres	tourner
ouais	FNO	ouais
et	KON	et
toi	PRO:ton	toi
tu	PRO:cls	tu
tournes	VER:pres	tourner
la	DET:def	le
page	NOM	page
.	NAM	<unknown>
hum	FNO	hum
-y	PRO:clo	y
vas	VER:pres	aller
alors	ADV	alors
le	DET:def	le
gâteau	NOM	gâteau
est	VER:pres	être
magnifique	ADJ	magnifique
waouh	INT	waouh
s'	PRO:clo	se
exclame	VER:pres	exclamer
Achille	NAM	<unknown>
puis	KON	puis
il	PRO:cls	il
soupire	VER:pres	soupirer
et	KON	et
se	PRO:clo	se
ravise	VER:pres	raviser
non	FNO	non
vraiment	ADV	vraiment
-il	PRO:clsi	il
dit	VER:pres	dire
aujourd'hui	ADV	aujourd'hui
j'	PRO:cls	je
aimerais	VER:cond	aimer
mieux	ADV	mieux
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
et	KON	et
regarde	VER:impe	regarder
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
va	VER:pres	aller
passer	VER:infi	passer
et	KON	et
voilà	FNO	voilà
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
font	VER:pres	faire
là	ADV	là
.	NOM:sig	<unknown>
ils	PRO:cls	il
pleurent	VER:pres	pleurer
regarde	VER:impe	regarder
bah	INT	bah
oui	FNO	oui
le	DET:def	le
soleil	NOM	soleil
il	PRO:clsi	il
il	PRO:clsi	il
est	VER:pres	être
là	ADV	là
hum	FNO	hum
il	PRO:cls	il
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
rouge	ADJ	rouge
rouge	NOM	rouge
ouais	FNO	ouais
et	KON	et
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
pa-	TRC	pa-
il	PRO:cls	il
part	VER:pres	partir
à	PRP	à
la	DET:def	le
mer	NOM	mer
tu	PRO:cls	tu
vas	VER:pres	aller
voir	VER:infi	voir
l'	DET:def	le
enfant	NOM	enfant
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
il	PRO:cls	il
est	VER:pres	être
là	ADV	là
.	ADJ	<unknown>
xxx	NOM	<unknown>
tu	PRO:cls	tu
as	VER:pres	avoir
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
xxx	NOM	<unknown>
il	PRO:cls	il
elle	PRO:cls	elle
a	VER:pres	avoir
oh	INT	oh
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
bananes	NOM	banane
là	ADV	là
ouais	FNO	ouais
on	PRO:cls	on
lit	VER:pres	lire
ça	PRO:ton	ça
alors	ADV	alors
.	VER:simp	<unknown>
oui	FNO	oui
mais	KON	mais
on	PRO:cls	on
a	AUX:pres	avoir
sauté	VER:pper	sauter
une	DET:ind	un
page	NOM	page
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
lu	VER:pper	lire
la	DET:def	le
page	NOM	page
d'	PRP	un
avant	NOM	avant
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
.	NAM	<unknown>
ah	INT	ah
tu	PRO:cls	tu
as	VER:pres	avoir
je	PRO:cls	je
la	PRO:clo	le
lis	VER:pres	lire
.	NAM	<unknown>
ah	INT	ah
tu	PRO:cls	tu
as	AUX:pres	avoir
pas	ADV	pas
lu	VER:pper	lire
av-	TRC	av-
.	NAM	<unknown>
non	FNO	non
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
lu	VER:pper	lire
ça	PRO:ton	ça
alors	ADV	alors
papa	NOM	papa
et	KON	et
maman	NOM	maman
crocodile	NOM	crocodile
sont	AUX:pres	être
totalement	ADV	totalement
désespérés	VER:pper	désespérer
ils	PRO:cls	il
pleurent	VER:pres	pleurer
et	KON	et
se	PRO:clo	se
lamentent	VER:pres	lamenter
bouh	NOM	<unknown>
bouh	NOM	<unknown>
notre	DET:pos	notre
cher	ADJ	cher
fils	NOM	fil|fils
Achille	NOM	<unknown>
ne	ADV	ne
veut	VER:pres	vouloir
plus	ADV	plus
se	PRO:clo	se
nourrir	VER:infi	nourrir
Achille	NOM	<unknown>
se	PRO:clo	se
sent	VER:pres	sentir
bizarre	ADJ	bizarre
tout	ADV	tout
faible	ADJ	faible
c'	PRO:cls	ce
est	VER:pres	être
ce	PRO:dem	ce
qui	PRO:rel	qui
arrive	VER:pres	arriver
quand	KON	quand
on	PRO:cls	on
a	AUX:pres	avoir
rien	PRO:ind	rien
mangé	VER:pper	manger
un	DET:ind	un
bon	ADJ	bon
bain	NOM	bain
me	PRO:clo	me
fera	VER:futu	faire
du	PRP:det	du
bien	ADV	bien
pense	VER:pres	penser
-il	PRO:clsi	il
t	VER:futu	<unknown>
et	KON	et
il	PRO:cls	il
descend	VER:pres	descendre
à	PRP	à
la	DET:def	le
rivière	NOM	rivière
sur	PRP	sur
la	DET:def	le
rive	NOM	rive
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
imprudente	ADJ	imprudent
petite	ADJ	petit
fille	NOM	fille
ah	INT	ah
chouette	ADJ	chouette
je	PRO:cls	je
vais	VER:pres	aller
enfin	ADV	enfin
pouvoir	VER:infi	pouvoir
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
se	PRO:clo	se
dit	VER:pres	dire
Achille	NAM	<unknown>
il	PRO:clsi	il
se	PRO:clo	se
tapit	VER:pres	tapir
dans	PRP	dans
l'	DET:def	le
herbe	NOM	herbe
toutes	DET:ind	tout
dents	NOM	dent
dehors	ADV	dehors
telle	DET:dem	tel
une	DET:ind	un
bête	ADJ	bête
féroce	ADJ	féroce
prête	ADJ	prêt
à	PRP	à
bondir	VER:infi	bondir
oh	INT	oh
-moi	PRO:clo	moi
regardez	VER:impe	regarder
s'	PRO:clo	se
exclame	VER:pres	exclamer
la	DET:def	le
fillette	NOM	fillette
un	DET:ind	un
tout	DET:ind	tout
petit	ADJ	petit
crocodile	NOM	crocodile
comme	KON	comme
il	PRO:cls	il
est	VER:pres	être
mignon	ADJ	mignon
il	PRO:cls	il
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
du	DET:par	du
manger	VER:infi	manger
beaucoup	ADV	beaucoup
pour	PRP	pour
être	VER:infi	être
si	KON	si
maigrichon	ADJ	maigrichon
oh	INT	oh
le	DET:def	le
soleil	NOM	soleil
ouais	FNO	ouais
attends	VER:impe	attendre
attends	VER:impe	attendre
il	PRO:cls	il
était	VER:impf	être
où	PRO:int	où
le	DET:def	le
soleil	NOM	soleil
là	ADV	là
.	VER:simp	<unknown>
ah	INT	ah
oui	FNO	oui
on	PRO:cls	on
a	AUX:pres	avoir
pas	ADV	pas
regardé	VER:pper	regarder
ah	INT	ah
il	PRO:cls	il
est	AUX:pres	être
là	ADV	là
caché	VER:pper	cacher
dans	PRP	dans
les	DET:def	le
arbres	NOM	arbre
ouais	FNO	ouais
mais	KON	mais
maintenant	ADV	maintenant
il	PRO:cls	il
est	VER:pres	être
là	ADV	là
ouais	FNO	ouais
tu	PRO:cls	tu
recommences	VER:pres	recommencer
je	PRO:cls	je
recommence	VER:pres	recommencer
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
bah	INT	bah
le	DET:def	le
de	PRP	de
lire	VER:infi	lire
.	NAM	<unknown>
ouais	FNO	ouais
d'	PRP	un
accord	NOM	accord
oh	INT	oh
regardez	VER:impe	regarder
moi	PRO:ton	moi
ça	PRO:cls	ça
s'	PRO:clo	se
exclama	VER:simp	exclamer
la	DET:def	le
fillette	NOM	fillette
un	DET:ind	un
tout	DET:ind	tout
petit	ADJ	petit
cro-	NOM	<unknown>
crocodile	NOM	crocodile
comme	KON	comme
il	PRO:cls	il
est	VER:pres	être
mignon	ADJ	mignon
il	PRO:cls	il
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
du	DET:par	du
manger	VER:infi	manger
beaucoup	ADV	beaucoup
pour	PRP	pour
être	VER:infi	être
si	KON	si
maigrichon	ADJ	maigrichon
elle	PRO:cls	elle
a	VER:pres	avoir
peur	NOM	peur
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
.	NAM	<unknown>
du	PRP:det	du
crocodile	NOM	crocodile
.	NAM	<unknown>
oh	INT	oh
non	FNO	non
oh	INT	oh
non	FNO	non
elle	PRO:ton	elle
elle	PRO:cls	elle
rigole	VER:pres	rigoler
après	ADV	après
lui	PRO:ton	lui
ouais	FNO	ouais
bah	INT	bah
oui	FNO	oui
elle	PRO:cls	elle
l'	PRO:clo	le
attrape	VER:pres	attraper
par	PRP	par
la	DET:def	le
queue	NOM	queue
lui	PRO:clo	lui
chatouille	VER:pres	chatouiller
le	DET:def	le
ventre	NOM	ventre
en	PRP	en
disant	VER:ppre	dire
guili	NOM	<unknown>
guili	ADJ	<unknown>
guili	NOM	<unknown>
guili	ADJ	<unknown>
ouais	FNO	ouais
et	KON	et
plouf	NOM	<unknown>
plouf	NOM	<unknown>
oui	FNO	oui
puis	KON	puis
quand	KON	quand
elle	PRO:cls	elle
en	PRO:clo	en
a	VER:pres	avoir
assez	ADV	assez
elle	PRO:cls	elle
le	PRO:clo	le
jette	VER:pres	jeter
dans	PRP	dans
la	DET:def	le
rivière	NOM	rivière
et	KON	et
ça	PRO:cls	ça
fait	VER:pres	faire
plouf	NOM	<unknown>
bien	ADV	bien
attends	VER:impe	attendre
oh	INT	oh
non	FNO	non
on	PRO:cls	on
a	AUX:pres	avoir
raté	VER:pper	rater
une	DET:ind	un
page	NOM	page
oui	FNO	oui
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
zut	NOM	<unknown>
raté	VER:pper	rater
pensa	VER:simp	penser
Achille	NOM	<unknown>
oh	INT	oh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
maintenant	ADV	maintenant
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
la	DET:def	le
lune	NOM	lune
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
donc	ADV	donc
en	PRO:clo	en
fait	VER:pres	faire
on	PRO:cls	on
a	AUX:pres	avoir
vu	VER:pper	voir
dans	PRP	dans
tout	DET:pre	tout
le	DET:def	le
livre	NOM	livre
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
passé	VER:pper	passer
avec	PRP	avec
le	DET:def	le
soleil	NOM	soleil
.	NAM	<unknown>
il	PRO:clsi	il
s'	PRO:clo	se
est	VER:pres	être
.	NAM	<unknown>
tu	PRO:cls	tu
vois	VER:pres	voir
.	NAM	<unknown>
il	PRO:cls	il
s'	PRO:clo	se
est	AUX:pres	être
déplacé	VER:pper	déplacer
il	PRO:clsi	il
s'	PRO:clo	se
est	VER:pres	être
il	PRO:cls	il
est	AUX:pres	être
devenu	VER:pper	devenir
rouge	NOM	rouge
et	KON	et
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
.	VER:pper	<unknown>
couché	VER:pper	coucher
couché	VER:pper	coucher
voilà	FNO	voilà
on	PRO:cls	on
a	AUX:pres	avoir
vu	VER:pper	voir
le	DET:def	le
coucher	NOM	coucher
du	PRP:det	du
soleil	NOM	soleil
alors	ADV	alors
zut	NOM	<unknown>
raté	VER:pper	rater
pense	VER:pres	penser
Achille	NOM	<unknown>
et	KON	et
comme	KON	comme
il	PRO:cls	il
a	VER:pres	avoir
vraiment	ADV	vraiment
très	ADV	très
faim	NOM	faim
maintenant	ADV	maintenant
il	PRO:cls	il
court	VER:pres	courir
chez	PRP	chez
lui	PRO:ton	lui
en	PRP	en
criant	VER:ppre	crier
papa	NOM	papa
maman	NOM	maman
des	PRP:det	du
bananes	NOM	banane
vite	ADV	vite
il	PRO:cls	il
faut	VER:pres	falloir
que	KON	que
je	PRO:cls	je
devienne	VER:subp	devenir
grand	ADJ	grand
oh	INT	oh
il	PRO:cls	il
a	AUX:pres	avoir
mangé	VER:pper	manger
pour	PRP	pour
grand	ADJ	grand
pour	PRP	pour
manger	VER:infi	manger
un	DET:ind	un
enfant	NOM	enfant
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
toutes	DET:pre	tout
les	DET:def	le
bananes	NOM	banane
qu'	KON	que
il	PRO:cls	il
a	AUX:pres	avoir
mangées	VER:pper	manger
.	NAM	<unknown>
hum	FNO	hum
et	KON	et
voilà	FNO	voilà
.	NAM	<unknown>
