alors	ADV	alors
exemple	NOM	exemple
oui	FNO	oui
voilà	FNO	voilà
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
avec	PRP	avec
des	DET:ind	un
gens	NOM	gens
hum	FNO	hum
où	PRO:int	où
tu	PRO:cls	tu
ressens	VER:pres	ressentir
qu'	KON	que
ils	PRO:cls	il
qu'	KON	que
ils	PRO:cls	il
dégagent	VER:pres	dégager
quelque	ADJ	<unknown>
chose	NOM	chose
hum	FNO	hum
hum	FNO	hum
de	PRP	de
de	PRP	de
de	PRP	de
divin	NOM	divin
hein	INT	hein
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
euh	INT	euh
en	PRP	en
ce	PRO:dem	ce
qui	PRO:rel	qui
concerne	VER:pres	concerner
le	DET:def	le
bâtiment	NOM	bâtiment
euh	INT	euh
pas	ADV	pas
pas	ADV	pas
particulièrement	ADV	particulièrement
et	KON	et
euh	INT	euh
d'	PRP	un
ailleurs	ADV	ailleurs
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
euh	INT	euh
parce	TRC	parce
que	KON	que
normalement	ADV	normalement
pendant	PRP	pendant
l'	DET:def	le
eucharistie	NOM	eucharistie
le	DET:def	le
christ	NOM	christ
est	VER:pres	être
vraiment	ADV	vraiment
présent	ADJ	présent
à	PRP	à
hum	FNO	hum
hum	FNO	hum
ce	DET:dem	ce
moment	NOM	moment
là	ADV	là
et	KON	et
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
moi	PRO:ton	moi
ben	INT	ben
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	VER:pres	avoir
jamais	ADV	jamais
vraiment	ADV	vraiment
ressenti	VER:pper	ressentir
c-	TRC	c-
cette	DET:dem	ce
cette	DET:dem	ce
présence	NOM	présence
en	PRO:clo	en
fait	VER:pres	faire
donc	ADV	donc
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
gens	NOM	gens
euh	INT	euh
non	FNO	non
croyants	ADJ	croyant
hum	FNO	hum
hum	FNO	hum
qui	PRO:rel	qui
ressentent	VER:pres	ressentir
des	DET:ind	un
trucs	NOM	truc
et	KON	et
des	DET:ind	un
croyants	NOM	croyant
euh	INT	euh
au	PRP:det	au
contraire	NOM	contraire
euh	INT	euh
hum	FNO	hum
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
particulier	ADJ	particulier
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
moments	NOM	moment
où	PRO:rel	où
tu	PRO:cls	tu
l'	PRO:clo	le
as	AUX:pres	avoir
ressenti	VER:pper	ressentir
à	PRP	à
travers	NOM	travers
des	PRP:det	du
des	PRP:det	du
personnes	NOM	personne
hum	FNO	hum
à	PRP	à
travers	NOM	travers
des	PRP:det	du
rencontres	NOM	rencontre
ouais	FNO	ouais
où	PRO:int	où
alors	ADV	alors
peut-être	ADV	peut-être
euh	INT	euh
à	PRP	à
quel	DET:int	quel
moment	NOM	moment
quelle	DET:int	quel
est	VER:pres	être
c-	TRC	c-
quelle	DET:int	quel
est	VER:pres	être
ton	DET:pos	ton
expérience	NOM	expérience
spirituelle	ADJ	spirituel
la	DET:def	le
la	DET:def	le
plus	ADV	plus
forte	ADJ	fort
celle	PRO:dem	celui
qui	PRO:rel	qui
t'	PRO:clo	te
aurait	AUX:cond	avoir
été	VER:pper	être
la	DET:def	le
la	DET:def	le
plus	ADV	plus
forte	ADJ	fort
marquante	ADJ	marquant
hum	FNO	hum
hum	FNO	hum
comment	PRO:int	comment
dire	VER:infi	dire
hum	FNO	hum
ben	INT	ben
la	DET:def	le
plus	ADV	plus
forte	ADJ	fort
dont	PRO:rel	dont
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
au	PRP:det	au
moment	NOM	moment
où	PRO:rel	où
j'	PRO:cls	je
étais	VER:impf	être
euh	INT	euh
dans	PRP	dans
une	DET:ind	un
louange	NOM	louange
une	DET:ind	un
louange	NOM	louange
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
hum	FNO	hum
donne	VER:impe	donner
moi	PRO:ton	moi
une	DET:ind	un
petite	ADJ	petit
définition	NOM	définition
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
je	PRO:cls	je
suis	VER:pres	être
pas	ADV	pas
sûre	ADJ	sûr
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
temps	NOM	temps
en	PRP	en
fait	NOM	fait
de	PRP	de
de	PRP	de
prière	NOM	prière
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
musicale	ADJ	musical
chantée	VER:pper	chanter
hum	FNO	hum
hum	FNO	hum
ou	KON	ou
tu	PRO:cls	tu
vois	VER:pres	voir
on	PRO:cls	on
chante	VER:pres	chanter
des	DET:ind	un
chants	NOM	chant
à	PRP	à
la	DET:def	le
à	PRP	à
la	DET:def	le
gloire	NOM	gloire
de	PRP	de
d'	PRP	un
accord	NOM	accord
de	PRP	de
Dieu	NAM	Dieu
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
hum	FNO	hum
hum	FNO	hum
on	PRO:cls	on
le	PRO:clo	le
loue	VER:pres	louer
quoi	INT	quoi
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
hum	FNO	hum
hum	FNO	hum
pendant	PRP	pendant
un	DET:ind	un
temps	NOM	temps
de	PRP	de
louanges	NOM	louange
et	KON	et
euh	INT	euh
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
bon	INT	bon
ma	DET:pos	mon
maman	NOM	maman
me	PRO:clo	me
forcait	VER:impf	<unknown>
un	DET:ind	un
peu	NOM	peu
à	PRP	à
y	PRO:clo	y
à	PRP	à
y	PRO:clo	y
aller	VER:infi	aller
bon	INT	bon
j-	TRC	j-
j'	PRO:cls	je
aimais	VER:impf	aimer
pas	ADV	pas
trop	ADV	trop
et	KON	et
puis	KON	puis
bon	INT	bon
finalement	ADV	finalement
après	ADV	après
j'	PRO:cls	je
aimais	VER:impf	aimer
bien	ADV	bien
les	DET:def	le
chants	NOM	chant
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
après	ADV	après
je	PRO:cls	je
chantais	VER:impf	chanter
euh	INT	euh
pour	PRP	pour
chanter	VER:infi	chanter
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
et	KON	et
euh	INT	euh
là	ADV	là
ce	DET:dem	ce
moment	NOM	moment
là	ADV	là
ben	INT	ben
j'	PRO:cls	je
ai	VER:pres	avoir
je	PRO:cls	je
chantais	VER:impf	chanter
vraiment	ADV	vraiment
de	PRP	de
de	PRP	de
tout	DET:pre	tout
mon	DET:pos	mon
coeur	NOM	coeur
tu	PRO:cls	tu
vois	VER:pres	voir
je	PRO:cls	je
comme	KON	comme
si	KON	si
je	PRO:cls	je
hum	FNO	hum
je	PRO:cls	je
vivais	VER:impf	vivre
en	PRO:clo	en
fait	VER:pres	faire
chaque	DET:ind	chaque
parole	NOM	parole
hum	FNO	hum
hum	FNO	hum
je	PRO:cls	je
je	PRO:cls	je
la	PRO:clo	le
considérais	VER:impf	considérer
comme	KON	comme
comme	KON	comme
vérité	NOM	vérité
et	KON	et
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
je	PRO:cls	je
chantais	VER:impf	chanter
vraiment	ADV	vraiment
de	PRP	de
tout	DET:pre	tout
mon	DET:pos	mon
coeur	NOM	coeur
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
moment	NOM	moment
où	PRO:rel	où
on	PRO:cls	on
prie	VER:pres	prier
aussi	ADV	aussi
euh	INT	euh
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
vois	VER:pres	voir
c-	TRC	c-
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
gens	NOM	gens
qui	PRO:rel	qui
prient	VER:pres	prier
en	PRP	en
langue	NOM	langue
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
si	KON	si
tu	PRO:cls	tu
vois	VER:pres	voir
la	DET:def	le
la	DET:def	le
prière	NOM	prière
en	PRP	en
langue	NOM	langue
non	FNO	non
non	FNO	non
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
en	PRO:clo	en
fait	VER:pres	faire
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
l'	DET:def	le
esprit	NOM	esprit
saint	ADJ	saint
parle	VER:pres	parler
hum	FNO	hum
hum	FNO	hum
à	PRP	à
travers	NOM	travers
toi	PRO:ton	toi
et	KON	et
en	PRP	en
fait	NOM	fait
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
une	DET:ind	un
langue	NOM	langue
surnaturelle	ADJ	surnaturel
donc	ADV	donc
on	PRO:cls	on
comprend	VER:pres	comprendre
pas	ADV	pas
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
dis	VER:pres	dire
et	KON	et
donc	ADV	donc
moi	PRO:ton	moi
je	PRO:cls	je
prie	VER:pres	prier
pas	ADV	pas
en	PRP	en
langue	NOM	langue
justement	ADV	justement
donc	ADV	donc
j'	PRO:cls	je
ai	AUX:pres	avoir
prié	VER:pper	prier
mais	KON	mais
en	PRP	en
français	NOM	français
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
avec	PRP	avec
beaucoup	ADV	beaucoup
d'	PRP	un
intensité	NOM	intensité
comme	KON	comme
si	KON	si
c'	PRO:cls	ce
était	VER:impf	être
une	DET:ind	un
prière	NOM	prière
en	PRP	en
langue	NOM	langue
mais	KON	mais
tu	PRO:cls	tu
vois	VER:pres	voir
comme	KON	comme
si	KON	si
c'	PRO:cls	ce
était	VER:impf	être
juste	ADV	juste
la	DET:def	le
langue	NOM	langue
qui	PRO:rel	qui
changeait	VER:impf	changer
tellement	ADV	tellement
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
ça	PRO:cls	ça
fusait	VER:impf	fuser
elle	PRO:cls	elle
était	AUX:impf	être
sublimée	VER:pper	sublimer
en	PRP	en
quelque	ADJ	<unknown>
sorte	NOM	sorte
voilà	FNO	voilà
transfigurée	VER:pper	transfigurer
non	FNO	non
je	PRO:cls	je
pense	VER:pres	penser
pas	ADV	pas
mais	KON	mais
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
les	DET:def	le
paroles	NOM	parole
fusaient	VER:impf	fuser
comme	KON	comme
ça	PRO:ton	ça
euh	INT	euh
hum	FNO	hum
hum	FNO	hum
je	PRO:cls	je
priais	VER:impf	prier
pour	PRP	pour
les	DET:def	le
gens	NOM	gens
des	PRP:det	du
gens	NOM	gens
que	KON	que
hum	FNO	hum
hum	FNO	hum
je	PRO:cls	je
connaissais	VER:impf	connaître
pas	ADV	pas
tu	PRO:cls	tu
vois	VER:pres	voir
des	DET:ind	un
trucs	NOM	truc
sur	PRP	sur
pour	PRP	pour
l'	DET:def	le
assemblée	NOM	assemblée
et	KON	et
puis	KON	puis
euh	INT	euh
aussi	ADV	aussi
euh	INT	euh
donc	ADV	donc
dans	PRP	dans
le	DET:def	le
temps	NOM	temps
c-	TRC	c-
ça	PRO:cls	ça
commence	VER:pres	commencer
aussi	ADV	aussi
par	PRP	par
un	DET:ind	un
chapelet	NOM	chapelet
hum	FNO	hum
hum	FNO	hum
et	KON	et
donc	ADV	donc
c'	PRO:cls	ce
était	VER:impf	être
vraiment	ADV	vraiment
la	DET:def	le
première	ADJ	premier
fois	NOM	fois
que	KON	que
je	PRO:cls	je
priais	VER:impf	prier
le	DET:def	le
chapelet	NOM	chapelet
mais	KON	mais
vraiment	ADV	vraiment
avec	PRP	avec
mon	DET:pos	mon
coeur	NOM	coeur
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
prière	NOM	prière
a-	TRC	a-
assez	ADV	assez
euh	INT	euh
répétitive	ADJ	répétitif
hum	FNO	hum
hum	FNO	hum
un	DET:ind	un
peu	NOM	peu
monotone	ADJ	monotone
et	KON	et
tout	PRO:ind	tout
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
tu	PRO:cls	tu
as	VER:pres	avoir
tendance	NOM	tendance
à	PRP	à
réciter	VER:infi	réciter
pour	PRP	pour
réciter	VER:infi	réciter
et	KON	et
là	ADV	là
vraiment	ADV	vraiment
j-	TRC	j-
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
vraiment	ADV	vraiment
vécu	VER:pper	vivre
en	PRO:clo	en
fait	VER:pres	faire
ce	DET:dem	ce
ce	DET:dem	ce
chapelet	NOM	chapelet
euh	INT	euh
de	PRP	de
façon	NOM	façon
très	ADV	très
forte	ADJ	fort
en	PRO:clo	en
fait	VER:pres	faire
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
ça	PRO:cls	ça
a	AUX:pres	avoir
été	VER:pper	être
euh	INT	euh
un	DET:ind	un
un	DET:ind	un
gros	ADJ	gros
euh	INT	euh
un	DET:ind	un
gros	ADJ	gros
ensemble	NOM	ensemble
où	PRO:rel	où
j'	PRO:cls	je
ai	AUX:pres	avoir
dit	VER:pper	dire
euh	INT	euh
enfin	ADV	enfin
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
vécu	VER:pper	vivre
euh	INT	euh
un	DET:ind	un
moment	NOM	moment
où	PRO:rel	où
tu	PRO:cls	tu
vois	VER:pres	voir
très	ADV	très
très	ADV	très
proche	ADJ	proche
de	PRP	de
avec	PRP	avec
Dieu	NAM	Dieu
mais	KON	mais
tu	PRO:cls	tu
vois	VER:pres	voir
comme	KON	comme
on	PRO:cls	on
est	VER:pres	être
en	PRP	en
communauté	NOM	communauté
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
assemblée	NOM	assemblée
un	DET:ind	un
ensemble	NOM	ensemble
de	PRP	de
personnes	NOM	personne
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
la	DET:def	le
dimension	NOM	dimension
hum	FNO	hum
hum	FNO	hum
elle	PRO:cls	elle
est	VER:pres	être
plus	ADV	plus
plus	ADV	plus
forte	ADJ	fort
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
parce	TRC	parce
que	KON	que
hum	FNO	hum
hum	FNO	hum
plus	ADV	plus
on	PRO:cls	on
on	PRO:cls	on
est	VER:pres	être
nombreux	ADJ	nombreux
plus	ADV	plus
la	DET:def	le
prière	NOM	prière
est	VER:pres	être
est	VER:pres	être
puissante	ADJ	puissant
c'	PRO:cls	ce
est	VER:pres	être
donc	ADV	donc
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
c'	PRO:cls	ce
était	VER:impf	être
très	ADV	très
très	ADV	très
fort	ADJ	fort
hein	INT	hein
donc	ADV	donc
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
ça	PRO:ton	ça
et	KON	et
euh	INT	euh
sinon	ADV	sinon
bon	INT	bon
c'	PRO:cls	ce
était	VER:impf	être
pas	ADV	pas
vraiment	ADV	vraiment
avec	PRP	avec
l'	DET:def	le
eucharistie	NOM	eucharistie
c'	PRO:cls	ce
était	VER:impf	être
pas	ADV	pas
avec	PRP	avec
le	DET:def	le
le	DET:def	le
l'	DET:def	le
hostie	NOM	hostie
hum	FNO	hum
hum	FNO	hum
même	ADV	même
mais	KON	mais
euh	INT	euh
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
un	DET:ind	un
autre	ADJ	autre
moment	NOM	moment
aussi	ADV	aussi
dans	PRP	dans
un	DET:ind	un
temps	NOM	temps
de	PRP	de
louanges	NOM	louange
aussi	ADV	aussi
mais	KON	mais
plus	ADV	plus
méditatif	ADJ	méditatif
hum	FNO	hum
hum	FNO	hum
où	PRO:int	où
euh	INT	euh
donc	ADV	donc
euh	INT	euh
en	PRP	en
fait	NOM	fait
j'	PRO:cls	je
avais	VER:impf	avoir
les	DET:def	le
yeux	NOM	oeil
euh	INT	euh
fixés	VER:pper	fixer
sur	PRP	sur
euh	INT	euh
le	DET:def	le
tabernacle	NOM	tabernacle
hum	FNO	hum
hum	FNO	hum
et	KON	et
euh	INT	euh
je	PRO:cls	je
je	PRO:cls	je
pouvais	VER:impf	pouvoir
pas	ADV	pas
détourner	VER:infi	détourner
mon	DET:pos	mon
regard	NOM	regard
j'	PRO:cls	je
étais	VER:impf	être
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
comme	KON	comme
euh	INT	euh
hypnotisée	VER:pper	hypnotiser
voilà	FNO	voilà
tu	PRO:cls	tu
v-	TRC	v-
je	PRO:cls	je
et	KON	et
du	PRP:det	du
coup	NOM	coup
euh	INT	euh
t-	TRC	t-
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
un	DET:ind	un
moment	NOM	moment
où	PRO:rel	où
où	PRO:rel	où
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
des	DET:ind	un
palpitations	NOM	palpitation
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
j'	PRO:cls	je
avais	VER:impf	avoir
l'	DET:def	le
impression	NOM	impression
que	KON	que
j'	PRO:cls	je
allais	VER:impf	aller
que	KON	que
j'	PRO:cls	je
allais	VER:impf	aller
m'	PRO:clo	me
évanouir	VER:infi	évanouir
mais	KON	mais
en	PRP	en
même	ADJ	même
temps	NOM	temps
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
étais	VER:impf	être
normale	ADJ	normal
j'	PRO:cls	je
étais	VER:impf	être
bien	ADV	bien
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
une	DET:ind	un
extase	NOM	extase
religieuse	ADJ	religieux
ouais	FNO	ouais
en	PRP	en
quelque	ADJ	<unknown>
sorte	NOM	sorte
ouais	FNO	ouais
on	PRO:cls	on
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
ouais	FNO	ouais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
terme	NOM	terme
mais	KON	mais
je	PRO:cls	je
me	PRO:clo	me
rappelle	VER:pres	rappeler
plus	ADV	plus
euh	INT	euh
hum	FNO	hum
le	DET:def	le
terme	NOM	terme
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
mais	KON	mais
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
vraiment	ADV	vraiment
très	ADV	très
fort	ADJ	fort
et	KON	et
euh	INT	euh
donc	ADV	donc
à	PRP	à
la	DET:def	le
fin	NOM	fin
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
donc	ADV	donc
euh	INT	euh
les	DET:def	le
personnes	NOM	personne
euh	INT	euh
du	PRP:det	du
noyau	NOM	noyau
en	PRO:clo	en
fait	VER:pres	faire
hum	FNO	hum
hum	FNO	hum
du	PRP:det	du
groupe	NOM	groupe
de	PRP	de
prière	NOM	prière
qui	PRO:rel	qui
donc	ADV	donc
qui	PRO:rel	qui
disent	VER:pres	dire
des	DET:ind	un
paroles	NOM	parole
euh	INT	euh
qu'	KON	que
ils	PRO:cls	il
ont	AUX:pres	avoir
reçu	VER:pper	recevoir
de	PRP	de
Dieu	NAM	Dieu
pendant	PRP	pendant
la	DET:def	le
prière	NOM	prière
et	KON	et
ils	PRO:cls	il
ont	AUX:pres	avoir
dit	VER:pper	dire
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
personne	NOM	personne
euh	INT	euh
qui	PRO:rel	qui
a	AUX:pres	avoir
eu	VER:pper	avoir
des	DET:ind	un
palpitations	NOM	palpitation
et	KON	et
tout	PRO:ind	tout
et	KON	et
euh	INT	euh
et	KON	et
c'	PRO:cls	ce
était	VER:impf	être
toi	PRO:ton	toi
ouais	FNO	ouais
je	PRO:cls	je
me	PRO:clo	me
suis	VER:pres	être
ou	KON	ou
pas	ADV	pas
sentie	VER:pper	sentir
euh	INT	euh
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
sentie	VER:pper	sentir
hum	FNO	hum
hum	FNO	hum
concernée	VER:pper	concerner
et	KON	et
euh	INT	euh
le	DET:def	le
pire	NOM	pire
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
ma	DET:pos	mon
maman	NOM	maman
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
après	ADV	après
parce	TRC	parce
que	KON	que
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
pas	ADV	pas
parlé	VER:pper	parler
tout	PRO:ind	tout
de	PRP	de
suite	NOM	suite
mais	KON	mais
elle	PRO:cls	elle
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
après	ADV	après
que	KON	que
elle	PRO:ton	elle
aussi	ADV	aussi
elle	PRO:cls	elle
a	AUX:pres	avoir
ressenti	VER:pper	ressentir
les	DET:def	le
palpitations	NOM	palpitation
hein	INT	hein
en	PRP	en
au	PRP:det	au
même	ADJ	même
moment	NOM	moment
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
et	KON	et
donc	ADV	donc
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
c'	PRO:cls	ce
était	VER:impf	être
assez	ADV	assez
euh	INT	euh
donc	ADV	donc
vous	PRO:cls	vous
étiez	VER:impf	être
plusieurs	DET:ind	plusieurs
impressionnant	ADJ	impressionnant
dans	PRP	dans
l'	DET:def	le
assemblée	NOM	assemblée
oui	FNO	oui
ben	INT	ben
tu	PRO:cls	tu
sais	VER:pres	savoir
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
groupe	NOM	groupe
euh	INT	euh
enfin	ADV	enfin
tu	PRO:cls	tu
vois	VER:pres	voir
parce	TRC	parce
que	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
ils	PRO:cls	il
ils	PRO:cls	il
à	PRP	à
ressentir	VER:infi	ressentir
les	DET:def	le
les	DET:def	le
mêmes	ADJ	même
choses	NOM	chose
pas	ADV	pas
forcément	ADV	forcément
les	DET:def	le
mêmes	ADJ	même
choses	NOM	chose
parce	TRC	parce
que	KON	que
Dieu	NAM	Dieu
parle	VER:pres	parler
différemment	ADV	différemment
euh	INT	euh
hum	FNO	hum
hum	FNO	hum
à	PRP	à
chaque	DET:ind	chaque
personne	NOM	personne
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
juste	ADV	juste
le	DET:def	le
le	DET:def	le
lien	NOM	lien
en	PRO:clo	en
fait	VER:pres	faire
hum	FNO	hum
hum	FNO	hum
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
ma	DET:pos	mon
maman	NOM	maman
hum	FNO	hum
hum	FNO	hum
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
ressens	VER:pres	ressentir
elle	PRO:cls	elle
peut	VER:pres	pouvoir
le	PRO:clo	le
ressentir	VER:infi	ressentir
aussi	ADV	aussi
donc	ADV	donc
tu	PRO:cls	tu
penses	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
lien	NOM	lien
filial	ADJ	filial
qui	PRO:rel	qui
explique	VER:pres	expliquer
oui	FNO	oui
que	KON	que
vous	PRO:cls	vous
ayez	VER:subp	avoir
pu	VER:pper	pouvoir
ressentir	VER:infi	ressentir
la	DET:def	le
même	ADJ	même
chose	NOM	chose
oui	FNO	oui
parce	TRC	parce
que	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
elle	PRO:cls	elle
a	AUX:pres	avoir
pas	ADV	pas
ressenti	VER:pper	ressentir
comme	KON	comme
moi	PRO:ton	moi
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
moi	PRO:ton	moi
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
ressenti	VER:pper	ressentir
euh	INT	euh
personnellement	ADV	personnellement
mais	KON	mais
elle	PRO:ton	elle
hum	FNO	hum
hum	FNO	hum
elle	PRO:cls	elle
l'	PRO:clo	le
a	AUX:pres	avoir
ressenti	VER:pper	ressentir
à	PRP	à
travers	NOM	travers
moi	PRO:ton	moi
tu	PRO:cls	tu
vois	VER:pres	voir
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
tu	PRO:cls	tu
v-	TRC	v-
tu	PRO:cls	tu
vois	VER:pres	voir
pas	ADV	pas
c'	PRO:cls	ce
est	VER:pres	être
assez	ADV	assez
exceptionnel	ADJ	exceptionnel
je	PRO:cls	je
comprends	VER:pres	comprendre
non	FNO	non
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
me	PRO:clo	me
dis	VER:pres	dire
mais	KON	mais
j'	PRO:cls	je
avoue	VER:pres	avouer
que	KON	que
ça	PRO:cls	ça
m'	PRO:clo	me
est	VER:pres	être
ça	PRO:cls	ça
m'	PRO:clo	me
est	AUX:pres	être
jamais	ADV	jamais
arrivée	VER:pper	arriver
c'	PRO:cls	ce
est	VER:pres	être
oui	FNO	oui
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
dur	ADJ	dur
à	PRP	à
à	PRP	à
imaginer	VER:infi	imaginer
t-	TRC	t-
v-	TRC	v-
tu	PRO:cls	tu
vois	VER:pres	voir
par	PRP	par
exemple	NOM	exemple
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
euh	INT	euh
un	DET:ind	un
truc	NOM	truc
banal	ADJ	banal
par	PRP	par
exemple	NOM	exemple
un	DET:ind	un
enfant	NOM	enfant
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
euh	INT	euh
il	PRO:cls	il
reçoit	VER:pres	recevoir
euh	INT	euh
un	DET:ind	un
coup	NOM	coup
de	PRP	de
poignard	NOM	poignard
ou	KON	ou
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
quelque	ADJ	<unknown>
chose	NOM	chose
comme	KON	comme
ça	PRO:ton	ça
la	DET:def	le
mère	NOM	mère
le	PRO:clo	le
ressent	VER:pres	ressentir
le	PRO:clo	le
ressent	VER:pres	ressentir
ouais	FNO	ouais
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
hein	INT	hein
dans	PRP	dans
ce	DET:dem	ce
sens	NOM	sens
là	ADV	là
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
non	FNO	non
pas	ADV	pas
que	KON	que
Dieu	NAM	Dieu
ait	VER:subp	avoir
voulu	VER:pper	vouloir
la	PRO:clo	le
toucher	VER:infi	toucher
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
hum	FNO	hum
hum	FNO	hum
comme	KON	comme
si	KON	si
elle	PRO:cls	elle
l'	PRO:clo	le
a	VER:pres	avoir
un	DET:ind	un
