alors	ADV	alors
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
curieux	ADJ	curieux
t-	TRC	t-
tu	PRO:cls	tu
as	VER:pres	avoir
pas	ADV	pas
l'	DET:def	le
impression	NOM	impression
de	PRP	de
monter	VER:infi	monter
tu	PRO:cls	tu
as	VER:pres	avoir
l'	DET:def	le
impression	NOM	impression
que	KON	que
l'	DET:def	le
horizon	NOM	horizon
descend	VER:pres	descendre
euh	INT	euh
et	KON	et
en	PRP	en
fait	NOM	fait
que	KON	que
tu	PRO:cls	tu
vois	VER:pres	voir
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
loin	ADV	loin
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
im-	TRC	im-
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
impressionnant	ADJ	impressionnant
on	PRO:cls	on
peut	VER:pres	pouvoir
voir	VER:infi	voir
extrêmement	ADV	extrêmement
loin	ADV	loin
par	PRP	par
beau	ADJ	beau
temps	NOM	temps
et	KON	et
alors	ADV	alors
on	PRO:cls	on
peut	VER:pres	pouvoir
voler	VER:infi	voler
on	PRO:cls	on
peut	VER:pres	pouvoir
se	PRO:clo	se
balader	VER:infi	balader
euh	INT	euh
en	PRP	en
haut	NOM	haut
des	PRP:det	du
burons	NOM	buron
on	PRO:cls	on
s-	TRC	s-
on	PRO:cls	on
s'	PRO:clo	se
aventure	VER:pres	aventurer
pas	ADV	pas
loin	ADV	loin
on	PRO:cls	on
reste	VER:pres	rester
un	DET:ind	un
peu	NOM	peu
dans	PRP	dans
le	DET:def	le
même	ADJ	même
pas	ADV	pas
loin	ADV	loin
de	PRP	de
l'	DET:def	le
atterrissage	NOM	atterrissage
et	KON	et
puis	KON	puis
ap-	TRC	ap-
peu	NOM	peu
à	PRP	à
peu	NOM	peu
on	PRO:cls	on
prend	VER:pres	prendre
euh	INT	euh
euh	INT	euh
on	PRO:cls	on
prend	VER:pres	prendre
confiance	NOM	confiance
et	KON	et
on	PRO:cls	on
s'	PRO:clo	se
en	PRO:clo	en
va	VER:pres	aller
quitte	ADV	quitte
à	PRP	à
ne	ADV	ne
pas	ADV	pas
revenir	VER:infi	revenir
il	PRO:clsi	il
faudra	VER:futu	falloir
se	PRO:clo	se
poser	VER:infi	poser
ailleurs	ADV	ailleurs
dans	PRP	dans
=n=	NOM:sig	<unknown>
un	DET:ind	un
dans	PRP	dans
un	DET:ind	un
champ	NOM	champ
ou	KON	ou
et	KON	et
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
fabuleux	ADJ	fabuleux
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
le	DET:def	le
décollage	NOM	décollage
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
puis	KON	puis
c'	PRO:cls	ce
est	VER:pres	être
toute	DET:pre	tout
l'	DET:def	le
ambiance	NOM	ambiance
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
déjà	ADV	déjà
le	DET:def	le
matin	NOM	matin
tu	PRO:cls	tu
t'	PRO:clo	te
en	PRO:clo	en
vas	VER:pres	aller
tu	PRO:cls	tu
sais	VER:pres	savoir
que	KON	que
tu	PRO:cls	tu
tu	PRO:cls	tu
tu	PRO:cls	tu
regardes	VER:pres	regarder
le	DET:def	le
ciel	NOM	ciel
tu	PRO:cls	tu
vois	VER:pres	voir
le	DET:def	le
vent	NOM	vent
tu	PRO:cls	tu
choisis	VER:pres	choisir
où	PRO:int	où
tu	PRO:cls	tu
vas	VER:pres	aller
aller	VER:infi	aller
en	PRP	en
fonction	NOM	fonction
de	PRP	de
ça	PRO:ton	ça
tu	PRO:cls	tu
choisis	VER:pres	choisir
la	DET:def	le
montagne	NOM	montagne
bon	INT	bon
tu	PRO:cls	tu
montes	VER:pres	monter
ton	DET:pos	ton
delta	NOM:trc	deltaplane
tu	PRO:cls	tu
attends	VER:pres	attendre
le	DET:def	le
bon	ADJ	bon
moment	NOM	moment
tu	PRO:cls	tu
f-	TRC	f-
tu	PRO:cls	tu
te	PRO:clo	te
prépares	VER:pres	préparer
tu	PRO:cls	tu
cours	VER:pres	courir
pour	PRP	pour
bien	ADV	bien
décoller	VER:infi	décoller
correctement	ADV	correctement
tu	PRO:cls	tu
essaies	VER:pres	essayer
d'	PRP	un
attraper	VER:infi	attraper
un	DET:ind	un
thermique	ADJ	thermique
et	KON	et
si	KON	si
ça	PRO:cls	ça
marche	VER:pres	marcher
te	PRO:clo	te
voilà	VER	voilà
à	PRP	à
aux	PRP:det	au
aux	PRP:det	au
nuages	NOM	nuage
tu	PRO:cls	tu
montes	VER:pres	monter
jusqu'	PRP	jusque
aux	PRP:det	au
nuages	NOM	nuage
et	KON	et
après	ADV	après
tu	PRO:cls	tu
peux	VER:pres	pouvoir
rester	VER:infi	rester
des	DET:ind	un
heures	NOM	heure
en	PRP	en
l'	DET:def	le
air	NOM	air
euh	INT	euh
tu	PRO:cls	tu
peux	VER:pres	pouvoir
voler	VER:infi	voler
ça	PRO:cls	ça
m'	PRO:clo	me
arrive	VER:pres	arriver
de	PRP	de
voler	VER:infi	voler
avec	PRP	avec
des	DET:ind	un
planeurs	NOM	planeur
ça	PRO:cls	ça
m'	PRO:clo	me
arrive	VER:pres	arriver
de	PRP	de
voler	VER:infi	voler
avec	PRP	avec
des	DET:ind	un
oiseaux	NOM	oiseau
euh	INT	euh
des	DET:ind	un
aigles	NOM	aigle
des	PRP:det	du
des	PRP:det	du
vautours	NOM	vautour
des	PRP:det	du
buses	NOM	buse
qui	PRO:rel	qui
tournent	VER:pres	tourner
avec	PRP	avec
toi	PRO:ton	toi
dans	PRP	dans
le	DET:def	le
même	ADJ	même
thermique	ADJ	thermique
et	KON	et
qui	PRO:rel	qui
te	PRO:clo	te
regardent	VER:pres	regarder
tout	PRO:ind	tout
à	PRP	à
fait	NOM	fait
pacifiquement	ADV	pacifiquement
tu	PRO:cls	tu
peux	VER:pres	pouvoir
euh	INT	euh
vo-	TRC	vo-
j'	PRO:cls	je
ai	AUX:pres	avoir
vu	VER:pper	voir
des	DET:ind	un
papillons	NOM	papillon
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
dur	ADJ	dur
à	PRP	à
c-	TRC	c-
c'	PRO:cls	ce
est	VER:pres	être
du-	TRC	du-
difficile	ADJ	difficile
à	PRP	à
croire	VER:infi	croire
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
vérité	NOM	vérité
il	PRO:cls	il
paraît	VER:pres	paraître
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
certains	DET:ind	certains
papillons	NOM	papillon
qui	PRO:rel	qui
traversent	VER:pres	traverser
l'	DET:def	le
Atlantique	NAM	Atlantique
grâce	ADV	grâce
à	PRP	à
des	DET:ind	un
des	DET:ind	un
t-	TRC	t-
des	DET:ind	un
ascendances	NOM	ascendance
comme	KON	comme
ça	PRO:ton	ça
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
curieux	ADJ	curieux
ce	PRO:dem	ce
qu'	PRO:rel	que
on	PRO:cls	on
peut	VER:pres	pouvoir
rencontrer	VER:infi	rencontrer
en	PRP	en
altitude	NOM	altitude
hein	INT	hein
des	DET:ind	un
pavi-	TRC	pavi-
des	DET:ind	un
papillons	NOM	papillon
des	PRP:det	du
oiseaux	NOM	oiseau
euh	INT	euh
euh	INT	euh
du	PRP:det	du
pollen	NOM	pollen
euh	INT	euh
des	DET:ind	un
fois	NOM	fois
ça	PRO:cls	ça
sent	VER:pres	sentir
l'	DET:def	le
herbe	NOM	herbe
séchée	VER:pper	sécher
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
ça	PRO:cls	ça
sent	VER:pres	sentir
le	DET:def	le
sapin	NOM	sapin
euh	INT	euh
l'	DET:def	le
épicéa	NOM	épicéa
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
frappant	ADJ	frappant
on	PRO:cls	on
peut	VER:pres	pouvoir
on	PRO:cls	on
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
curieux	ADJ	curieux
ça	PRO:cls	ça
sent	VER:pres	sentir
le	DET:def	le
blé	NOM	blé
enfin	ADV	enfin
autrement	ADV	autrement
dit	VER:pper	dire
toutes	DET:pre	tout
les	DET:def	le
odeurs	NOM	odeur
remontent	VER:pres	remonter
depuis	PRP	depuis
le	DET:def	le
sol	NOM	sol
et	KON	et
montent	VER:pres	monter
dans	PRP	dans
l'	DET:def	le
air	NOM	air
chaud	ADJ	chaud
et	KON	et
tu	PRO:cls	tu
les	PRO:clo	le
retrouves	VER:pres	retrouver
toi	PRO:ton	toi
tu	PRO:cls	tu
es	VER:pres	être
à	PRP	à
des	DET:ind	un
milliers	NOM	millier
de	PRP	de
mètres	NOM	mètre
au-dessus	ADV	au-dessus
et	KON	et
tu	PRO:cls	tu
retrouves	VER:pres	retrouver
tout	DET:pre	tout
ça	PRO:ton	ça
donc	ADV	donc
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
au	PRP:det	au
fond	NOM	fond
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
été	AUX:pper	être
déçu	VER:pper	décevoir
par	PRP	par
rapport	NOM	rapport
à	PRP	à
mon	DET:pos	mon
rêve	NOM	rêve
finalement	ADV	finalement
la	DET:def	le
réalité	NOM	réalité
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
jamais	ADV	jamais
si	KON	si
bien	ADV	bien
qu'	KON	que
un	DET:ind	un
rêve	NOM	rêve
hein	INT	hein
mais	KON	mais
enfin	ADV	enfin
euh	INT	euh
parce	TRC	parce
que	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
il	PRO:clsi	il
faut	VER:pres	falloir
quand	KON	quand
même	ADV	même
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
angoissant	ADJ	angoissant
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
dans	PRP	dans
dans	PRP	dans
les	DET:def	le
rêves	NOM	rêve
t'	PRO:clo	te
es	VER:pres	être
pas	ADV	pas
t'	PRO:clo	te
es	AUX:pres	être
pas	ADV	pas
angoissé	VER:pper	angoisser
mais	KON	mais
là	ADV	là
bon	INT	bon
il	PRO:cls	il
faut	VER:pres	falloir
il	PRO:cls	il
faut	VER:pres	falloir
pas	ADV	pas
se	PRO:clo	se
tromper	VER:infi	tromper
il	PRO:clsi	il
faut	VER:pres	falloir
surtout	ADV	surtout
bien	ADV	bien
atterrir	VER:infi	atterrir
donc	ADV	donc
on	PRO:cls	on
pense	VER:pres	penser
déjà	ADV	déjà
à	PRP	à
l'	DET:def	le
atterrissage	NOM	atterrissage
alors	ADV	alors
qu'	KON	que
on	PRO:cls	on
est	VER:pres	être
encore	ADV	encore
en	PRP	en
l'	DET:def	le
air	NOM	air
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
l'	DET:def	le
atterrissage	NOM	atterrissage
est	VER:pres	être
une	DET:ind	un
manoeuvre	NOM	manoeuvre
un	DET:ind	un
peu	NOM	peu
délicate	ADJ	délicat
euh	INT	euh
j'	PRO:cls	je
ai	VER:pres	avoir
à	PRP	à
chaque	DET:ind	chaque
fois	NOM	fois
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
des	DET:ind	un
pépins	NOM	pépin
c'	PRO:cls	ce
était	VER:impf	être
a-	TRC	a-
en	PRP	en
ra-	TRC	ra-
en	PRP	en
ratant	VER:ppre	rater
mon	DET:pos	mon
atterrissage	NOM	atterrissage
parce	TRC	parce
que	KON	que
le	DET:def	le
delta	NOM:trc	deltaplane
est	VER:pres	être
l'	DET:def	le
aéronef	NOM	aéronef
le	DET:def	le
plus	ADV	plus
difficile	ADJ	difficile
à	PRP	à
poser	VER:infi	poser
et	KON	et
au	PRP:det	au
décollage	NOM	décollage
ça	PRO:cls	ça
pose	VER:pres	poser
aucun	DET:ind	aucun
problème	NOM	problème
si	KON	si
on	PRO:cls	on
s'	PRO:clo	se
y	PRO:clo	y
prend	VER:pres	prendre
bien	ADV	bien
au	PRP:det	au
décollage	NOM	décollage
en	PRP	en
plus	ADV	plus
on	PRO:cls	on
décide	VER:pres	décider
du	DET:par	du
moment	NOM	moment
où	PRO:rel	où
on	PRO:cls	on
va	VER:pres	aller
décoller	VER:infi	décoller
tu	PRO:cls	tu
peux	VER:pres	pouvoir
toujours	ADV	toujours
dire	VER:infi	dire
bon	INT	bon
ben	INT	ben
je	PRO:cls	je
décolle	VER:pres	décoller
pas	ADV	pas
tu	PRO:cls	tu
peux	VER:pres	pouvoir
toujours	ADV	toujours
rester	VER:infi	rester
assis	VER:pper	asseoir
dire	VER:infi	dire
oh	INT	oh
ben	INT	ben
j'	PRO:cls	je
attends	VER:pres	attendre
le	DET:def	le
vent	NOM	vent
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
trop	ADV	trop
fort	ADJ	fort
c'	PRO:cls	ce
est	VER:pres	être
trop	ADV	trop
travers	NOM	travers
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
bien	ADV	bien
je	PRO:cls	je
je	PRO:cls	je
déc-	TRC	déc-
je	PRO:cls	je
repousse	VER:pres	repousser
mon	DET:pos	mon
décollage	NOM	décollage
mais	KON	mais
l'	DET:def	le
atterrissage	NOM	atterrissage
tu	PRO:cls	tu
peux	VER:pres	pouvoir
pas	ADV	pas
tu	PRO:cls	tu
peux	VER:pres	pouvoir
plus	ADV	plus
ler-	TRC	ler-
le	DET:def	le
tu	PRO:cls	tu
as	VER:pres	avoir
pas	ADV	pas
un	DET:ind	un
petit	ADJ	petit
moteur	NOM	moteur
pour	PRP	pour
tu	PRO:cls	tu
rallumes	VER:pres	rallumer
pas	ADV	pas
un	DET:ind	un
petit	ADJ	petit
moteur	NOM	moteur
pour	PRP	pour
dire	VER:infi	dire
bon	INT	bon
ça	PRO:cls	ça
me	PRO:clo	me
plaît	VER:pres	plaire
pas	ADV	pas
là	ADV	là
je	PRO:cls	je
je	PRO:cls	je
redécolle	VER:pres	redécoller
non	FNO	non
je	PRO:cls	je
remonte	VER:pres	remonter
non	FNO	non
quand	KON	quand
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
tu	PRO:cls	tu
as	VER:pres	avoir
plus	ADV	plus
de	PRP	de
thermique	ADJ	thermique
c'	PRO:cls	ce
est	AUX:pres	être
terminé	VER:pper	terminer
ton	DET:pos	ton
delta	NOM:trc	deltaplane
il	PRO:cls	il
descend	VER:pres	descendre
il	PRO:cls	il
descend	VER:pres	descendre
il	PRO:cls	il
descend	VER:pres	descendre
il	PRO:cls	il
descend	VER:pres	descendre
il	PRO:cls	il
descend	VER:pres	descendre
bon	INT	bon
tu	PRO:cls	tu
peux	VER:pres	pouvoir
attraper	VER:infi	attraper
un	DET:ind	un
thermique	ADJ	thermique
hein	INT	hein
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
vu	VER:pper	voir
dans	PRP	dans
les	DET:def	le
Vosges	NAM	Vosges
attraper	VER:infi	attraper
un	DET:ind	un
thermique	ADJ	thermique
à	PRP	à
à	PRP	à
cinquante	NUM	@card@
mètres	NOM	mètre
sol	NOM	sol
hein	INT	hein
j'	PRO:cls	je
étais	VER:impf	être
déjà	ADV	déjà
prêt	ADJ	prêt
à	PRP	à
ma-	TRC	ma-
à	PRP	à
atterrir	VER:infi	atterrir
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
réussi	VER:pper	réussir
à	PRP	à
remonter	VER:infi	remonter
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
mètres	NOM	mètre
mais	KON	mais
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
exceptionnel	ADJ	exceptionnel
hein	INT	hein
la	DET:def	le
plupart	NOM	<unknown>
du	PRP:det	du
temps	NOM	temps
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
à	PRP	à
cinquante	NUM	@card@
mètres	NOM	mètre
sol	NOM	sol
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
ton	DET:pos	ton
vol	NOM	vol
est	AUX:pres	être
fini	VER:pper	finir
tu	PRO:cls	tu
as	VER:pres	avoir
plus	ADV	plus
qu'	KON	que
une	DET:ind	un
chose	NOM	chose
à	PRP	à
faire	VER:infi	faire
c'	PRO:cls	ce
est	VER:pres	être
te	PRO:clo	te
poser	VER:infi	poser
et	KON	et
réussir	VER:infi	réussir
ton	DET:pos	ton
atterrissage	NOM	atterrissage
bon	INT	bon
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
un	DET:ind	un
moment	NOM	moment
assez	ADV	assez
stressant	ADJ	stressant
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
delta	NOM:trc	deltaplane
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
l'	DET:def	le
aéronef	NOM	aéronef
le	DET:def	le
plus	ADV	plus
difficile	ADJ	difficile
à	PRP	à
poser	VER:infi	poser
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
difficile	ADJ	difficile
à	PRP	à
poser	VER:infi	poser
un	DET:ind	un
delta	NOM:trc	deltaplane
qu'	KON	que
un	DET:ind	un
boeing	NOM	boeing
ou	KON	ou
qu'	KON	que
un	DET:ind	un
rafale	NOM	rafale
ou	KON	ou
ou	KON	ou
qu'	KON	que
un	DET:ind	un
ou	KON	ou
que	KON	que
n'	ADV	ne
importe	VER:pres	importer
quel	DET:int	quel
avion	NOM	avion
hein	INT	hein
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
es	AUX:pres	être
obligé	VER:pper	obliger
de	PRP	de
te	PRO:clo	te
mettre	VER:infi	mettre
strictement	ADV	strictement
face	ADV	face
au	PRP:det	au
vent	NOM	vent
tu	PRO:cls	tu
peux	VER:pres	pouvoir
pas	ADV	pas
être	AUX:infi	être
vent	NOM	vent
travers	NOM	travers
il	PRO:cls	il
faut	VER:pres	falloir
alors	ADV	alors
qu'	KON	que
un	DET:ind	un
aéronef	NOM	aéronef
euh	INT	euh
un	DET:ind	un
a-	TRC	a-
un	DET:ind	un
a-	TRC	a-
un	DET:ind	un
a-	TRC	a-
un	DET:ind	un
appareil	NOM	appareil
un	DET:ind	un
avion	NOM	avion
tu	PRO:cls	tu
peux	VER:pres	pouvoir
te	PRO:clo	te
permettre	VER:infi	permettre
de	PRP	de
te	PRO:clo	te
poser	VER:infi	poser
avec	PRP	avec
vent	NOM	vent
en	PRP	en
travers	NOM	travers
hein	INT	hein
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
problème	NOM	problème
puis	KON	puis
si	KON	si
ça	PRO:cls	ça
te	PRO:clo	te
plaît	VER:pres	plaire
pas	ADV	pas
au	PRP:det	au
dernier	ADJ	dernier
moment	NOM	moment
tu	PRO:cls	tu
peux	VER:pres	pouvoir
remettre	VER:infi	remettre
les	DET:def	le
gaz	NOM	gaz
et	KON	et
tu	PRO:cls	tu
tu	PRO:cls	tu
te	PRO:clo	te
poses	VER:pres	poser
pas	ADV	pas
tu	PRO:cls	tu
tu	PRO:cls	tu
revoles	VER:pres	revoler
quoi	INT	quoi
tandis	NOM	<unknown>
que	KON	que
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
le	DET:def	le
cas	NOM	cas
donc	ADV	donc
moi	PRO:ton	moi
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
du	PRP:det	du
du	PRP:det	du
parapente	NOM	parapente
c'	PRO:cls	ce
est	VER:pres	être
beaucoup	ADV	beaucoup
plus	ADV	plus
facile	ADJ	facile
hein	INT	hein
quand	KON	quand
même	ADV	même
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
facile	ADJ	facile
et	KON	et
plus	ADV	plus
dangereux	ADJ	dangereux
en	PRP	en
même	ADJ	même
temps	NOM	temps
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
tellement	ADV	tellement
facile	ADJ	facile
que	KON	que
on	PRO:cls	on
fait	VER:pres	faire
moins	ADV	moins
attention	INT	attention
et	KON	et
puis	KON	puis
ça	PRO:cls	ça
se	PRO:clo	se
ferme	VER:pres	fermer
un	DET:ind	un
parapente	NOM	parapente
tandis	NOM	<unknown>
qu'	KON	que
un	DET:ind	un
delta	NOM:trc	deltaplane
ça	PRO:cls	ça
peut	VER:pres	pouvoir
pas	ADV	pas
se	PRO:clo	se
fermer	VER:infi	fermer
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
mou	ADJ	mou
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
euh	INT	euh
comme	KON	comme
un	DET:ind	un
parapluie	NOM	parapluie
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	AUX:pres	être
assez	ADV	assez
tendu	VER:pper	tendre
hein	INT	hein
tandis	NOM	<unknown>
qu'	KON	que
un	DET:ind	un
parapente	NOM	parapente
c'	PRO:cls	ce
est	AUX:pres	être
gonflé	VER:pper	gonfler
un	DET:ind	un
peu	NOM	peu
comme	KON	comme
euh	INT	euh
comme	KON	comme
un	DET:ind	un
parachute	NOM	parachute
quoi	INT	quoi
mais	KON	mais
bon	INT	bon
ça	PRO:ton	ça
ça	PRO:cls	ça
peut	VER:pres	pouvoir
se	PRO:clo	se
dégonfler	VER:infi	dégonfler
hein	INT	hein
il	PRO:cls	il
suffit	VER:pres	suffire
que	KON	que
que	KON	que
ça	PRO:cls	ça
se	PRO:clo	se
mette	VER:subp	mettre
en	PRP	en
torche	NOM	torche
et	KON	et
puis	KON	puis
voilà	FNO	voilà
tu	PRO:cls	tu
peux	VER:pres	pouvoir
tu	PRO:cls	tu
peux	VER:pres	pouvoir
te	PRO:clo	te
tuer	VER:infi	tuer
enfin	ADV	enfin
bon	INT	bon
les	DET:def	le
deux	NUM	@card@
sont	VER:pres	être
très	ADV	très
bien	ADV	bien
moi	PRO:ton	moi
si	KON	si
j'	PRO:cls	je
avais	VER:impf	avoir
les	DET:def	le
moyens	NOM	moyen
je	PRO:cls	je
ferais	VER:cond	faire
je	PRO:cls	je
ferais	VER:cond	faire
les	DET:def	le
deux	NUM	@card@
j'	PRO:cls	je
achèterais	VER:cond	acheter
un	DET:ind	un
parapente	NOM	parapente
en	PRP	en
plus	ADV	plus
euh	INT	euh
euh	INT	euh
parce	TRC	parce
que	KON	que
les	DET:def	le
deux	NUM	@card@
sont	VER:pres	être
très	ADV	très
si	KON	si
j'	PRO:cls	je
avais	VER:impf	avoir
les	DET:def	le
moyens	NOM	moyen
j'	PRO:cls	je
aurais	AUX:cond	avoir
aussi	ADV	aussi
une	DET:ind	un
mongolfière	NOM	<unknown>
hein	INT	hein
tu	PRO:cls	tu
vois	VER:pres	voir
là	ADV	là
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
vraiment	ADV	vraiment
des	DET:ind	un
problèmes	NOM	problème
financiers	ADJ	financier
dans	PRP	dans
cette	DET:dem	ce
affaire-là	NOM	<unknown>
une	DET:ind	un
mongolfière	NOM	<unknown>
ça	PRO:ton	ça
ça	PRO:cls	ça
me	PRO:clo	me
fait	VER:pres	faire
rêver	VER:infi	rêver
aussi	ADV	aussi
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
paisible	ADJ	paisible
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
euh	INT	euh
contemplatif	ADJ	contemplatif
euh	INT	euh
on	PRO:cls	on
peut	VER:pres	pouvoir
voler	VER:infi	voler
assez	ADV	assez
bas	ADV	bas
euh	INT	euh
on	PRO:cls	on
peut	VER:pres	pouvoir
voir	VER:infi	voir
les	DET:def	le
animaux	NOM	animal
dans	PRP	dans
la	DET:def	le
forêt	NOM	forêt
enfin	ADV	enfin
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
très	ADV	très
intéressant	ADJ	intéressant
la	DET:def	le
mongolfière	NOM	<unknown>
malheureusement	ADV	malheureusement
ça	PRO:cls	ça
vaut	VER:pres	valoir
deux	NUM	@card@
cent	NUM	@card@
mille	NUM	@card@
francs	NOM	franc
donc	ADV	donc
bon	INT	bon
ou	KON	ou
alors	ADV	alors
il	PRO:cls	il
faut	VER:pres	falloir
la	PRO:clo	le
faire	VER:infi	faire
soi-même	PRO:ton	soi-même
mais	KON	mais
ça	PRO:cls	ça
dure	VER:pres	durer
longtemps	ADV	longtemps
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
dur	ADJ	dur
à	PRP	à
faire	VER:infi	faire
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
long	ADJ	long
oh	INT	oh
peut-être	ADV	peut-être
qu'	KON	que
un	DET:ind	un
jour	NOM	jour
je	PRO:cls	je
me	PRO:clo	me
mettrais	VER:cond	mettre
à	PRP	à
ça	PRO:ton	ça
mais	KON	mais
enfin	ADV	enfin
bon	INT	bon
pour	PRP	pour
l'	DET:def	le
instant	NOM	instant
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
delta	NOM:trc	deltaplane
voilà	FNO	voilà
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
s'	KON	si
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
des	DET:ind	un
précisions	NOM	précision
ou	KON	ou
des	DET:ind	un
questions	NOM	question
et	KON	et
et	KON	et
donc	ADV	donc
euh	INT	euh
tu	PRO:cls	tu
voles	VER:pres	voler
euh	INT	euh
souvent	ADV	souvent
dans	PRP	dans
l'	DET:def	le
année	NOM	année
avec	PRP	avec
euh	INT	euh
avec	PRP	avec
des	DET:ind	un
des	DET:ind	un
gens	NOM	gens
avec	PRP	avec
qui	PRO:rel	qui
ben	INT	ben
disons	INT	disons
je	PRO:cls	je
vole	VER:pres	voler
souvent	ADV	souvent
seul	ADJ	seul
parce	TRC	parce
que	KON	que
euh	INT	euh
comme	KON	comme
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
métier	NOM	métier
qui	PRO:rel	qui
ne	ADV	ne
me	PRO:clo	me
permet	VER:pres	permettre
pas	ADV	pas
toujours	ADV	toujours
de	PRP	de
de	PRP	de
de	PRP	de
m-	TRC	m-
de	PRP	de
voler	VER:infi	voler
le	DET:def	le
dimanche	NOM	dimanche
euh	INT	euh
je	PRO:cls	je
je	PRO:cls	je
je	PRO:cls	je
suis	VER:pres	être
assez	ADV	assez
souvent	ADV	souvent
pris	VER:pper	prendre
je	PRO:cls	je
vole	VER:pres	voler
quand	KON	quand
j'	PRO:cls	je
