salut	FNO	salut
profs	NOM:trc	professeur
qui	PRO:rel	qui
parlaient	VER:impf	parler
et	KON	et
puis	KON	puis
aussi	ADV	aussi
des	DET:ind	un
enfants	NOM	enfant
qui	PRO:rel	qui
qui	PRO:rel	qui
donnaient	VER:impf	donner
leur	DET:pos	leur
avis	NOM	avis
sur	PRP	sur
euh	INT	euh
si	KON	si
c'	PRO:cls	ce
était	VER:impf	être
bien	ADV	bien
ou	KON	ou
pas	ADV	pas
de	PRP	de
d'	PRP	un
avoir	VER:infi	avoir
son	DET:pos	son
prof	NOM:trc	professeur
sur	PRP	sur
Facebook	NAM	Facebook
ou	KON	ou
des	DET:ind	un
élèves	NOM	élève
sur	PRP	sur
Facebook	NAM	Facebook
et	KON	et
donc	ADV	donc
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
donc	ADV	donc
exercices	NOM	exercice
de	PRP	de
grammaire	NOM	grammaire
plus	ADV	plus
euh	INT	euh
trois	NUM	@card@
questions	NOM	question
sur	PRP	sur
le	DET:def	le
texte	NOM	texte
sur	PRP	sur
le	DET:def	le
texte	NOM	texte
du	PRP:det	du
des	PRP:det	du
rapports	NOM	rapport
sur	PRP	sur
Facebook	NAM	Facebook
et	KON	et
une	DET:ind	un
petite	ADJ	petit
euh	INT	euh
expression	NOM	expression
écrite	VER:pper	écrire
où	PRO:rel	où
tu	PRO:cls	tu
devais	VER:impf	devoir
donner	VER:infi	donner
ton	DET:pos	ton
avis	NOM	avis
euh	INT	euh
si	KON	si
toi	PRO:ton	toi
t'	PRO:clo	te
étais	VER:impf	être
d'	PRP	un
accord	NOM	accord
ou	KON	ou
pas	ADV	pas
euh	INT	euh
d'	PRP	un
avoir	VER:infi	avoir
tes	DET:pos	ton
profs	NOM:trc	professeur
sur	PRP	sur
facebook	NOM	<unknown>
ou	KON	ou
et	KON	et
t'	PRO:clo	te
as	AUX:pres	avoir
réussi	VER:pper	réussir
ça	PRO:ton	ça
et	KON	et
euh	INT	euh
bah	INT	bah
la	DET:def	le
grammaire	NOM	grammaire
pas	ADV	pas
trop	ADV	trop
fin	ADV	fin
la	DET:def	le
grammaire	NOM	grammaire
était	VER:impf	être
super	ADV	super
dure	ADJ	dur
en	PRP	en
plus	ADV	plus
la	DET:def	le
grammaire	NOM	grammaire
était	VER:impf	être
trop	ADV	trop
dure	ADJ	dur
mais	KON	mais
euh	INT	euh
du	PRP:det	du
coup	NOM	coup
le	DET:def	le
truc	NOM	truc
d'	PRP	un
expression	NOM	expression
écrite	VER:pper	écrire
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
enfin	ADV	enfin
ça	PRO:ton	ça
été	NOM	été
bah	INT	bah
tu	PRO:cls	tu
sais	VER:pres	savoir
et	KON	et
puis	KON	puis
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
donné	VER:pper	donner
mon	DET:pos	mon
mon	DET:pos	mon
avis	NOM	avis
j'	PRO:cls	je
ai	AUX:pres	avoir
dit	VER:pper	dire
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
dit	VER:pper	dire
que	KON	que
c'	PRO:cls	ce
était	VER:impf	être
pas	ADV	pas
évident	ADJ	évident
genre	NOM	genre
pour	PRP	pour
des	DET:ind	un
des	DET:ind	un
élèves	NOM	élève
de	PRP	de
collège	NOM	collège
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
clair	ADJ	clair
qui	PRO:rel	qui
avaient	VER:impf	avoir
leurs	DET:pos	leur
profs	NOM:trc	professeur
sur	PRP	sur
Facebook	NAM	Facebook
là	ADV	là
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
peu	NOM	peu
chaud	ADJ	chaud
tu	PRO:cls	tu
vois	VER:pres	voir
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
un	DET:ind	un
monde	NOM	monde
décalé	VER:pper	décaler
hein	INT	hein
bah	INT	bah
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
deux	NUM	@card@
mondes	NOM	monde
alors	ADV	alors
que	KON	que
par	PRP	par
exemple	NOM	exemple
pour	PRP	pour
euh	INT	euh
la	DET:def	le
fac	NOM:trc	faculté
euh	INT	euh
genre	NOM	genre
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
profs	NOM:trc	professeur
en	PRO:clo	en
fait	VER:pres	faire
ils	PRO:cls	il
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
beaucoup	ADV	beaucoup
enfin	ADV	enfin
de	PRP	de
d'	DET:ind	un
âge	NOM	âge
ouais	FNO	ouais
de	PRP	de
différences	NOM	différence
de	PRP	de
différence	NOM	différence
donc	ADV	donc
voilà	FNO	voilà
et	KON	et
puis	KON	puis
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
euh	INT	euh
et	KON	et
puis	KON	puis
à	PRP	à
la	DET:def	le
fac	NOM:trc	faculté
enfin	ADV	enfin
tu	PRO:cls	tu
sais	VER:pres	savoir
t'	PRO:clo	te
es	VER:pres	être
étudiant	NOM	étudiant
t'	PRO:clo	te
es	VER:pres	être
déjà	ADV	déjà
plus	ADV	plus
mature	NOM	<unknown>
plus	ADV	plus
réfléchi	VER:pper	réfléchir
ouais	FNO	ouais
et	KON	et
tout	PRO:ind	tout
quand	KON	quand
t'	PRO:clo	te
es	VER:pres	être
au	PRP:det	au
collège	NOM	collège
tu	PRO:cls	tu
sais	VER:pres	savoir
t'	PRO:clo	te
es	VER:pres	être
un	DET:ind	un
peu	NOM	peu
un	DET:ind	un
fou	NOM	fou
euh	INT	euh
hé	INT	hé
c'	PRO:cls	ce
est	VER:pres	être
mon	DET:pos	mon
compte	NOM	compte
sur	PRP	sur
facebook	NOM	<unknown>
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
clair	ADJ	clair
je	PRO:cls	je
sais	VER:pres	savoir
même	ADV	même
pas	ADV	pas
si	KON	si
j'	PRO:cls	je
accepterais	VER:cond	accepter
ouais	FNO	ouais
bah	INT	bah
oui	FNO	oui
avoir	VER:infi	avoir
des	DET:ind	un
élèves	NOM	élève
de	PRP	de
collège	NOM	collège
euh	INT	euh
même	ADV	même
au	PRP:det	au
lycée	NOM	lycée
hein	INT	hein
je	PRO:cls	je
trouve	VER:pres	trouver
que	KON	que
ça	PRO:cls	ça
fait	VER:pres	faire
euh	INT	euh
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
au	PRP:det	au
lycée	NOM	lycée
qui	PRO:rel	qui
avaient	AUX:impf	avoir
euh	INT	euh
bah	INT	bah
oui	FNO	oui
oui	FNO	oui
qui	PRO:rel	qui
avaient	AUX:impf	avoir
des	DET:ind	un
profs	NOM:trc	professeur
euh	INT	euh
¤N¤	NAM	¤N¤
elle	PRO:cls	elle
a	VER:pres	avoir
euh	INT	euh
monsieur	NOM	monsieur
¤N¤	NAM	¤N¤
sur	PRP	sur
euh	INT	euh
sur	PRP	sur
Facebook	NAM	Facebook
et	KON	et
elle	PRO:cls	elle
fait	VER:pres	faire
sa	DET:pos	son
crémaillère	NOM	crémaillère
euh	INT	euh
ce	DET:dem	ce
soir	NOM	soir
vu	VER:pper	voir
qu'	KON	que
elle	PRO:cls	elle
était	VER:impf	être
en	PRP	en
médecine	NOM	médecine
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
fin	NOM	fin
ouais	FNO	ouais
des	DET:ind	un
partiels	NOM	partiel
de	PRP	de
médecine	NOM	médecine
elle	PRO:cls	elle
l'	PRO:clo	le
a	AUX:pres	avoir
invité	VER:pper	inviter
et	KON	et
il	PRO:cls	il
vient	VER:pres	venir
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
oui	FNO	oui
non	FNO	non
elle	PRO:cls	elle
est	AUX:pres	être
cinglée	VER:pper	cingler
monsieur	NOM	monsieur
¤N¤	NAM	¤N¤
bah	INT	bah
surtout	ADV	surtout
lui	PRO:ton	lui
quoi	INT	quoi
bah	INT	bah
oui	FNO	oui
enfin	ADV	enfin
je	PRO:cls	je
vais	VER:pres	aller
à	PRP	à
la	DET:def	le
crémaillère	NOM	crémaillère
d'	PRP	un
une	NUM	@card@
de	PRP	de
mes	DET:pos	mon
élèves	NOM	élève
euh	INT	euh
oui	FNO	oui
tout	ADV	tout
à	PRP	à
fait	NOM	fait
tout	ADV	tout
va	VER:pres	aller
bien	ADV	bien
euh	INT	euh
oh	INT	oh
la	DET:def	le
la	DET:def	le
hum	FNO	hum
hum	FNO	hum
faut	VER:pres	falloir
que	KON	que
je	PRO:cls	je
vois	VER:pres	voir
xxx	NOM	<unknown>
ah	INT	ah
j'	PRO:cls	je
ai	VER:pres	avoir
xxx	NOM	<unknown>
t'	PRO:clo	te
as	VER:pres	avoir
un	DET:ind	un
cactus	NOM	cactus
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
¤P¤	NAM	¤P¤
qui	PRO:rel	qui
me	PRO:clo	me
l'	PRO:clo	le
a	AUX:pres	avoir
amené	VER:pper	amener
tu	PRO:cls	tu
sais	VER:pres	savoir
j'	PRO:cls	je
ai	AUX:pres	avoir
failli	VER:pper	faillir
t'	PRO:clo	te
amener	VER:infi	amener
un	DET:ind	un
petit	ADJ	petit
cactus	NOM	cactus
moi	PRO:ton	moi
aussi	ADV	aussi
j'	PRO:cls	je
y	PRO:clo	y
ai	AUX:pres	avoir
pensé	VER:pper	penser
j'	PRO:cls	je
adore	VER:pres	adorer
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
j'	PRO:cls	je
adore	VER:pres	adorer
moi	PRO:ton	moi
aussi	ADV	aussi
je	PRO:cls	je
trouve	VER:pres	trouver
ça	PRO:ton	ça
beau	ADJ	beau
mais	KON	mais
je	PRO:cls	je
les	PRO:clo	le
je	PRO:cls	je
les	PRO:clo	le
fais	VER:pres	faire
tous	PRO:ind	tout
mourir	VER:infi	mourir
moi	PRO:ton	moi
mes	DET:pos	mon
cactus	NOM	cactus
tu	PRO:cls	tu
sais	VER:pres	savoir
pas	ADV	pas
comment	PRO:int	comment
faut	VER:pres	falloir
les	PRO:clo	le
arroser	VER:infi	arroser
bah	INT	bah
oui	FNO	oui
un	DET:ind	un
coup	NOM	coup
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
un	DET:ind	un
le	DET:def	le
mien	PRO:pos	mien
limite	NOM	limite
il	PRO:cls	il
a	AUX:pres	avoir
eu	VER:pper	avoir
une	DET:ind	un
maladie	NOM	maladie
tu	PRO:cls	tu
sais	VER:pres	savoir
il	PRO:cls	il
était	VER:impf	être
tout	ADV	tout
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
de	PRP	de
la	DET:def	le
mousse	NOM	mousse
autour	ADV	autour
et	KON	et
euh	INT	euh
horrible	ADJ	horrible
hier	ADV	hier
on	PRO:cls	on
est	AUX:pres	être
allés	VER:pper	aller
au	PRP:det	au
restaurant	NOM	restaurant
pour	PRP	pour
l'	DET:def	le
anniversaire	NOM	anniversaire
de	PRP	de
mon	DET:pos	mon
papa	NOM	papa
ah	INT	ah
oui	FNO	oui
on	PRO:cls	on
est	AUX:pres	être
allés	VER:pper	aller
au	PRP:det	au
chinois	NOM	chinois
hum	FNO	hum
et	KON	et
c'	PRO:cls	ce
était	VER:impf	être
cool	ADJ	cool
oui	FNO	oui
c'	PRO:cls	ce
était	VER:impf	être
cool	ADJ	cool
avec	PRP	avec
ses	DET:pos	son
béquilles	NOM	béquille
ah	INT	ah
oui	FNO	oui
le	DET:def	le
pauvre	NOM	pauvre
tu	PRO:cls	tu
sais	VER:pres	savoir
il	PRO:cls	il
arrive	VER:pres	arriver
euh	INT	euh
bah	INT	bah
tu	PRO:cls	tu
sais	VER:pres	savoir
il	PRO:cls	il
marche	VER:pres	marcher
euh	INT	euh
il	PRO:cls	il
pose	VER:pres	poser
les	DET:def	le
deux	NUM	@card@
pieds	NOM	pied
par	PRP	par
terre	NOM	terre
mais	KON	mais
faut	VER:pres	falloir
qu'	KON	que
il	PRO:clsi	il
s'	PRO:clo	se
appuie	VER:pres	appuyer
sur	PRP	sur
les	DET:def	le
béquilles	NOM	béquille
quand	KON	quand
même	ADV	même
ouais	FNO	ouais
ouais	FNO	ouais
moi	PRO:ton	moi
aussi	ADV	aussi
je	PRO:cls	je
peux	VER:pres	pouvoir
euh	INT	euh
bah	INT	bah
hier	ADV	hier
je	PRO:cls	je
devais	VER:impf	devoir
pas	ADV	pas
la	PRO:clo	le
poser	VER:infi	poser
par	PRP	par
terre	NOM	terre
mais	KON	mais
fallait	VER:impf	falloir
absolument	ADV	absolument
que	KON	que
j'	PRO:cls	je
aille	VER:subp	aller
aux	PRP:det	au
toilettes	NOM	toilette
du	PRP:det	du
coup	NOM	coup
euh	INT	euh
ouais	FNO	ouais
ben	INT	ben
oui	FNO	oui
j'	PRO:cls	je
y	PRO:clo	y
suis	AUX:pres	être
allée	VER:pper	aller
avec	PRP	avec
le	DET:def	le
déambulateur	NOM	déambulateur
puis	KON	puis
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
posé	VER:pper	poser
par	PRP	par
terre	NOM	terre
mais	KON	mais
là	ADV	là
ça	PRO:cls	ça
allait	VER:impf	aller
puis	KON	puis
euh	INT	euh
bah	INT	bah
oui	FNO	oui
¤P¤	NAM	¤P¤
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
si	KON	si
oui	FNO	oui
si	KON	si
je	PRO:cls	je
t'	PRO:clo	te
avais	AUX:impf	avoir
envoyé	VER:pper	envoyer
un	DET:ind	un
message	NOM	message
parce	TRC	parce
que	KON	que
du	PRP:det	du
coup	NOM	coup
oui	FNO	oui
tu	PRO:cls	tu
m'	PRO:clo	me
avais	AUX:impf	avoir
pas	ADV	pas
répondu	VER:pper	répondre
après	ADV	après
mais	KON	mais
¤P¤	NAM	¤P¤
elle	PRO:cls	elle
avait	AUX:impf	avoir
dû	VER:pper	devoir
te	PRO:clo	te
le	PRO:clo	le
dire	VER:infi	dire
que	KON	que
je	PRO:cls	je
pouvais	VER:impf	pouvoir
pas	ADV	pas
venir	VER:infi	venir
euh	INT	euh
ouais	FNO	ouais
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
plein	ADV	plein
de	PRP	de
monde	NOM	monde
chez	PRP	chez
moi	PRO:ton	moi
je	PRO:cls	je
suis	AUX:pres	être
rentrée	VER:pper	rentrer
donc	ADV	donc
je	PRO:cls	je
suis	AUX:pres	être
rentrée	VER:pper	rentrer
euh	INT	euh
à	PRP	à
neuf	NUM	@card@
heures	NOM	heure
donc	ADV	donc
avec	PRP	avec
ma	DET:pos	mon
soeur	NOM	soeur
hum	FNO	hum
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
un	DET:ind	un
copain	NOM	copain
de	PRP	de
mon	DET:pos	mon
père	NOM	père
qui	PRO:rel	qui
venait	VER:impf	venir
manger	VER:infi	manger
ensuite	ADV	ensuite
donc	ADV	donc
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
ma	DET:pos	mon
soeur	NOM	soeur
et	KON	et
puis	KON	puis
ma	DET:pos	mon
mère	NOM	mère
elle	PRO:cls	elle
dit	VER:pres	dire
bon	INT	bon
bah	INT	bah
tu	PRO:cls	tu
restes	VER:pres	rester
manger	VER:infi	manger
machin	NOM	machin
donc	ADV	donc
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
ma	DET:pos	mon
soeur	NOM	soeur
et	KON	et
¤P¤	NAM	¤P¤
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
mon	DET:pos	mon
frère	NOM	frère
qui	PRO:rel	qui
est	AUX:pres	être
venu	VER:pper	venir
manger	VER:infi	manger
parce	TRC	parce
que	KON	que
ça	PRO:cls	ça
fait	VER:pres	faire
deux	NUM	@card@
jours	NOM	jour
qu'	KON	que
il	PRO:cls	il
vient	VER:pres	venir
chez	PRP	chez
moi	PRO:ton	moi
pour	PRP	pour
repeindre	VER:infi	repeindre
les	DET:def	le
plinthes	NOM	plinthe
machin	NOM	machin
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
sa	DET:pos	son
d'	PRP	un
accord	NOM	accord
paie	NOM	paie
entre	PRP	entre
guillemets	NOM	guillemet
il	PRO:cls	il
vient	VER:pres	venir
manger	VER:infi	manger
chez	PRP	chez
nous	PRO:ton	nous
donc	ADV	donc
il	PRO:cls	il
a	AUX:pres	avoir
mangé	VER:pper	manger
chez	PRP	chez
nous	PRO:ton	nous
et	KON	et
euh	INT	euh
après	ADV	après
en	PRO:clo	en
fait	VER:pres	faire
on	PRO:cls	on
ils	PRO:cls	il
ils	PRO:cls	il
ont	AUX:pres	avoir
passé	VER:pper	passer
l'	DET:def	le
aprem	NOM:trc	après-midi
chez	PRP	chez
moi	PRO:ton	moi
tu	PRO:cls	tu
vois	VER:pres	voir
hum	FNO	hum
donc	ADV	donc
mon	DET:pos	mon
frère	NOM	frère
il	PRO:cls	il
grattait	VER:impf	gratter
euh	INT	euh
sa	DET:pos	son
peinture	NOM	peinture
machin	NOM	machin
et	KON	et
après	ADV	après
on	PRO:cls	on
a	AUX:pres	avoir
été	VER:pper	être
à	PRP	à
Carrefour	NOM	carrefour
avec	PRP	avec
ma	DET:pos	mon
soeur	NOM	soeur
ma	DET:pos	mon
belle-soeur	NOM	<unknown>
¤P¤	NAM	¤P¤
et	KON	et
tout	PRO:ind	tout
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
je	PRO:cls	je
me	PRO:clo	me
voyais	VER:impf	voir
mal	ADV	mal
leur	PRO:clo	lui
dire	VER:infi	dire
bon	INT	bon
bah	INT	bah
amenez	VER:impe	amener
moi	PRO:ton	moi
machin	NOM	machin
ah	INT	ah
mais	KON	mais
t'	PRO:clo	te
inquiète	VER:impe	inquiéter
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
hein	INT	hein
donc	ADV	donc
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
dit	VER:pper	dire
je	PRO:cls	je
viendrai	VER:futu	venir
demain	ADV	demain
du	PRP:det	du
coup	NOM	coup
euh	INT	euh
¤P¤	NAM	¤P¤
elle	PRO:cls	elle
est	VER:pres	être
à	PRP	à
Dijon	NAM	<unknown>
oui	FNO	oui
mais	KON	mais
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
compris	VER:pper	comprendre
pourquoi	PRO:int	pourquoi
ils	PRO:cls	il
pourquoi	PRO:int	pourquoi
ils	PRO:cls	il
allaient	VER:impf	aller
à	PRP	à
l'	DET:def	le
anniversaire	NOM	anniversaire
de	PRP	de
¤P¤	NAM	¤P¤
là-bas	ADV	là-bas
bah	INT	bah
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
parce	TRC	parce
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
aura	VER:futu	avoir
pas	ADV	pas
les	DET:def	le
parents	NOM	parent
de	PRP	de
¤P¤	NAM	¤P¤
ah	INT	ah
il	PRO:clsi	il
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
les	DET:def	le
parents	NOM	parent
de	PRP	de
¤P¤	NAM	¤P¤
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
ah	INT	ah
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
non	FNO	non
plus	ADV	plus
parce	TRC	parce
que	KON	que
je	PRO:cls	je
crois	VER:pres	croire
qu'	KON	que
ils	PRO:cls	il
partaient	VER:impf	partir
avec	PRP	avec
les	DET:def	le
parents	NOM	parent
de	PRP	de
¤P¤	NAM	¤P¤
ah	INT	ah
bon	INT	bon
ouais	FNO	ouais
mais	KON	mais
du	PRP:det	du
coup	NOM	coup
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
être	VER:infi	être
avec	PRP	avec
sa	DET:pos	son
soeur	NOM	soeur
que	KON	que
tu	PRO:cls	tu
le	PRO:clo	le
vois	VER:pres	voir
¤P¤	NAM	¤P¤
hum	FNO	hum
ça	PRO:cls	ça
doit	VER:pres	devoir
être	VER:infi	être
trop	ADV	trop
beau	ADJ	beau
Dijon	NOM	<unknown>
ouais	FNO	ouais
j'	PRO:cls	je
y	PRO:clo	y
suis	AUX:pres	être
jamais	ADV	jamais
allée	VER:pper	aller
je	PRO:cls	je
crois	VER:pres	croire
ah	INT	ah
si	KON	si
peut-être	ADV	peut-être
une	DET:ind	un
fois	NOM	fois
pour	PRP	pour
manger	VER:infi	manger
de	PRP	de
la	DET:def	le
moutarde	NOM	moutarde
ouais	FNO	ouais
Franck	NAM	<unknown>
Dubosc	NAM	<unknown>
représente	VER:pres	représenter
Camping	NOM	camping
euh	INT	euh
tu	PRO:cls	tu
sais	VER:pres	savoir
où	PRO:rel	où
sont	VER:pres	être
mes	DET:pos	mon
cousins	NOM	cousin
non	FNO	non
ils	PRO:cls	il
sont	AUX:pres	être
partis	VER:pper	partir
hier	ADV	hier
ils	PRO:cls	il
ont	AUX:pres	avoir
pris	VER:pper	prendre
l'	DET:def	le
avion	NOM	avion
ils	PRO:cls	il
sont	VER:pres	être
à	PRP	à
l'	DET:def	le
île	NOM	île
Maurice	NOM	<unknown>
non	FNO	non
lesquels	PRO:int	lequel
euh	INT	euh
¤P¤	NAM	¤P¤
¤P	NAM	<unknown>
tu	PRO:cls	tu
sais	VER:pres	savoir
avec	PRP	avec
qui	PRO:rel	qui
je	PRO:cls	je
suis	AUX:pres	être
partie	VER:pper	partir
au	PRP:det	au
Canada	NOM	canada
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
grands	ADJ	grand
ah	INT	ah
oui	FNO	oui
ouais	FNO	ouais
non	FNO	non
qui	PRO:rel	qui
sont	VER:pres	être
mates	ADJ	mat
de	PRP	de
peau	NOM	peau
je	PRO:cls	je
comprends	VER:pres	comprendre
pourquoi	PRO:int	pourquoi
on	PRO:cls	on
comprend	VER:pres	comprendre
pourquoi	PRO:int	pourquoi
ils	PRO:cls	il
sont	VER:pres	être
à	PRP	à
l'	DET:def	le
ile	ADJ	<unknown>
Maurice	NOM	<unknown>
mais	KON	mais
ils	PRO:cls	il
te	PRO:clo	te
l'	PRO:clo	le
avaient	AUX:impf	avoir
pas	ADV	pas
dit	VER:pper	dire
qu'	KON	que
ils	PRO:cls	il
y	PRO:clo	y
allaient	VER:impf	aller
parce	TRC	parce
qu'	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
c'	PRO:cls	ce
est	VER:pres	être
mon	DET:pos	mon
donc	ADV	donc
mon	DET:pos	mon
oncle	NOM	oncle
donc	ADV	donc
leur	DET:pos	leur
papa	NOM	papa
pour	PRP	pour
ses	DET:pos	son
cinquante	NUM	@card@
ans	NOM	an
à	PRP	à
lui	PRO:ton	lui
hum	FNO	hum
hum	FNO	hum
et	KON	et
pour	PRP	pour
les	DET:def	le
quarante	NUM	@card@
ans	NOM	an
de	PRP	de
son	DET:pos	son
beau-frère	NOM	<unknown>
en	PRP	en
fait	NOM	fait
je	PRO:cls	je
t'	PRO:clo	te
explique	VER:subp	expliquer
en	PRO:clo	en
fait	VER:pres	faire
donc	ADV	donc
¤P¤	NAM	¤P¤
ouais	FNO	ouais
celui	PRO:dem	celui
qui	PRO:rel	qui
fête	VER:pres	fêter
ses	DET:pos	son
cinquante	NUM	@card@
ans	NOM	an
hum	FNO	hum
sa	DET:pos	son
femme	NOM	femme
c'	PRO:cls	ce
est	VER:pres	être
¤P¤	NAM	¤P¤
ouais	FNO	ouais
et	KON	et
¤P¤	NAM	¤P¤
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
cousine	NOM	cousine
de	PRP	de
ma	DET:pos	mon
maman	NOM	maman
d'	PRP	un
accord	NOM	accord
et	KON	et
¤P¤	NAM	¤P¤
elle	PRO:cls	elle
a	VER:pres	avoir
une	DET:ind	un
soeur	NOM	soeur
qui	PRO:rel	qui
s'	PRO:clo	se
appelle	VER:pres	appeler
¤P¤	NAM	¤P¤
ouais	FNO	ouais
et	KON	et
le	DET:def	le
mari	NOM	mari
de	PRP	de
¤P¤	NAM	¤P¤
il	PRO:clsi	il
s'	PRO:clo	se
appelle	VER:pres	appeler
¤P¤	NAM	¤P¤
il	PRO:cls	il
fête	VER:subp	fêter
ses	DET:pos	son
quarante	NUM	@card@
ans	NOM	an
d'	PRP	un
accord	NOM	accord
la	DET:def	le
meme	NOM	<unknown>
année	NOM	année
que	KON	que
¤P¤	NAM	¤P¤
ok	FNO	ok
donc	ADV	donc
pour	PRP	pour
les	DET:def	le
quarante	NUM	@card@
ans	NOM	an
de	PRP	de
¤P¤	NAM	¤P¤
et	KON	et
les	DET:def	le
cinquante	NUM	@card@
ans	NOM	an
¤P¤	NAM	¤P¤
ouais	FNO	ouais
ils	PRO:cls	il
se	PRO:clo	se
sont	AUX:pres	être
mis	VER:pper	mettre
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
et	KON	et
ils	PRO:cls	il
ont	AUX:pres	avoir
fait	VER:pper	faire
une	DET:ind	un
surprise	NOM	surprise
à	PRP	à
leur	DET:pos	leur
famille	NOM	famille
oh	INT	oh
ils	PRO:cls	il
ont	AUX:pres	avoir
loué	VER:pper	louer
une	DET:ind	un
villa	NOM	villa
pour	PRP	pour
tous	PRO:ind	tout
ensemble	ADV	ensemble
nan	NOM	<unknown>
à	PRP	à
l'	DET:def	le
île	NOM	île
Maurice	NOM	<unknown>
oh	INT	oh
la	DET:def	le
vache	NOM	vache
mais	KON	mais
du	PRP:det	du
coup	NOM	coup
ils	PRO:cls	il
sont	VER:pres	être
beaucoup	ADV	beaucoup
parce	TRC	parce
que	KON	que
donc	ADV	donc
¤P¤	NAM	¤P¤
et	KON	et
¤P¤	NAM	¤P¤
donc	ADV	donc
ils	PRO:cls	il
ont	VER:pres	avoir
quatre	NUM	@card@
enfants	NOM	enfant
donc	ADV	donc
mes	DET:pos	mon
cousins	NOM	cousin
et	KON	et
hum	FNO	hum
et	KON	et
¤P¤	NAM	¤P¤
et	KON	et
¤P¤	NAM	¤P¤
ils	PRO:cls	il
ont	VER:pres	avoir
trois	NUM	@card@
enfants	NOM	enfant
ah	INT	ah
ouais	FNO	ouais
mais	KON	mais
ils	PRO:cls	il
sont	VER:pres	être
plus	ADV	plus
petits	ADJ	petit
ceux	PRO:dem	celui
¤P¤	NAM	¤P¤
neuf	NUM	@card@
ils	PRO:cls	il
sont	VER:pres	être
au	PRP:det	au
moins	ADV	moins
douze	NUM	@card@
quoi	INT	quoi
ouais	FNO	ouais
et	KON	et
ils	PRO:cls	il
ont	AUX:pres	avoir
pris	VER:pper	prendre
euh	INT	euh
une	DET:ind	un
dame	NOM	dame
pour	PRP	pour
leur	PRO:clo	lui
faire	VER:infi	faire
à	PRP	à
manger	VER:infi	manger
mauricien	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
ah	INT	ah
nan	NOM	<unknown>
mais	KON	mais
ça	PRO:cls	ça
va	VER:pres	aller
être	VER:infi	être
