interview	NOM	interview
sont	AUX:pres	être
passés	VER:pper	passer
que	KON	que
que	KON	que
l'	DET:def	le
équipe	NOM	équipe
de	PRP	de
localisation	NOM	localisation
a	AUX:pres	avoir
fait	VER:pper	faire
son	DET:pos	son
travail	NOM	travail
a	AUX:pres	avoir
repéré	VER:pper	repérer
la	DET:def	le
victime	NOM	victime
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
on	PRO:cls	on
essaie	VER:pres	essayer
de	PRP	de
la	PRO:clo	le
localiser	VER:infi	localiser
hum	FNO	hum
hum	FNO	hum
sur	PRP	sur
un	DET:ind	un
papier	NOM	papier
on	PRO:cls	on
trace	VER:pres	tracer
un	DET:ind	un
trait	NOM	trait
nous	PRO:ton	nous
on	PRO:cls	on
est	VER:pres	être
là	ADV	là
la	DET:def	le
victime	NOM	victime
elle	PRO:cls	elle
est	VER:pres	être
là	ADV	là
il	PRO:cls	il
faut	VER:pres	falloir
creuser	VER:infi	creuser
comme	KON	comme
ça	PRO:ton	ça
et	KON	et
à	PRP	à
ensuite	ADV	ensuite
il	PRO:cls	il
arrive	VER:pres	arriver
la	DET:def	le
troisième	ADJ	troisième
équipe	NOM	équipe
l'	DET:def	le
équipe	NOM	équipe
de	PRP	de
déblaiement	NOM	déblaiement
donc	ADV	donc
qui	PRO:rel	qui
creuse	VER:pres	creuser
des	DET:ind	un
galeries	NOM	galerie
des	PRP:det	du
tunnels	NOM	tunnel
jusqu'	PRP	jusque
à	PRP	à
la	DET:def	le
victime	NOM	victime
hum	FNO	hum
hum	FNO	hum
voilà	FNO	voilà
en	PRP	en
gros	ADJ	gros
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
et	KON	et
là	ADV	là
euh	INT	euh
le	DET:def	le
travail	NOM	travail
le	DET:def	le
déblaiement	NOM	déblaiement
en	PRP	en
lui-même	PRO:ton	lui-même
comment	PRO:int	comment
il	PRO:clsi	il
se	PRO:clo	se
déroule	VER:pres	dérouler
ben	INT	ben
le	DET:def	le
déblaiement	NOM	déblaiement
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
dire	VER:infi	dire
la	DET:def	le
troi-	TRC	<unknown>
la	DET:def	le
troisième	ADJ	troisième
phase	NOM	phase
du	PRP:det	du
travail	NOM	travail
oui	FNO	oui
eh	INT	eh
ben	INT	ben
lever	VER:infi	lever
les	DET:def	le
pierres	NOM	pierre
d'	PRP	un
abord	NOM	abord
enfin	ADV	enfin
tout	DET:pre	tout
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
peux	VER:pres	pouvoir
lever	VER:infi	lever
avec	PRP	avec
les	DET:def	le
mains	NOM	main
et	KON	et
ensuite	ADV	ensuite
quand	KON	quand
tu	PRO:cls	tu
commences	VER:pres	commencer
à	PRP	à
creuser	VER:infi	creuser
mais	KON	mais
si	KON	si
vous	PRO:cls	vous
rencontrez	VER:pres	rencontrer
des	DET:ind	un
obstacles	NOM	obstacle
par	PRP	par
exemple	NOM	exemple
alors	ADV	alors
je	PRO:cls	je
t'	PRO:clo	te
ai	AUX:pres	avoir
dit	VER:pper	dire
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
on	PRO:cls	on
trace	VER:pres	tracer
un	DET:ind	un
trait	NOM	trait
euh	INT	euh
enfin	ADV	enfin
une	DET:ind	un
ligne	NOM	ligne
quoi	INT	quoi
faut	VER:pres	falloir
la	PRO:clo	le
suivre	VER:infi	suivre
cette	DET:dem	ce
cette	DET:dem	ce
ligne	NOM	ligne
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
euh	INT	euh
on	PRO:cls	on
va	VER:pres	aller
creuser	VER:infi	creuser
droit	NOM	droit
avec	PRP	avec
bon	INT	bon
on	PRO:cls	on
a	VER:pres	avoir
des	DET:ind	un
appareils	NOM	appareil
pour	PRP	pour
creuser	VER:infi	creuser
tu	PRO:cls	tu
as	VER:pres	avoir
les	DET:def	le
pelles	NOM	pelle
pioches	NOM	pioche
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
un	DET:ind	un
matériel	NOM	matériel
soph-	TRC	<unknown>
s-	TRC	s-
qui	PRO:rel	qui
est	AUX:pres	être
sophistiqué	VER:pper	sophistiquer
maintenant	ADV	maintenant
avec	PRP	avec
le	DET:def	le
laser	NOM	laser
tout	DET:pre	tout
ça	PRO:ton	ça
hum	FNO	hum
donc	ADV	donc
on	PRO:cls	on
creuse	VER:pres	creuser
droit	NOM	droit
du	PRP:det	du
point	NOM	point
de	PRP	de
départ	NOM	départ
jusqu'	PRP	jusque
à	PRP	à
la	DET:def	le
victime	NOM	victime
mais	KON	mais
on	PRO:cls	on
va	VER:pres	aller
tout	PRO:ind	tout
droit	NOM	droit
donc	ADV	donc
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
que	KON	que
on	PRO:cls	on
va	VER:pres	aller
passer	VER:infi	passer
à	PRP	à
travers	NOM	travers
tout	DET:pre	tout
ce	PRO:dem	ce
qu'	PRO:rel	que
on	PRO:cls	on
va	VER:pres	aller
rencontrer	VER:infi	rencontrer
sous	PRP	sous
sous	PRP	sous
nos	DET:pos	notre
sous	PRP	sous
les	DET:def	le
décombres	NOM	décombre
bon	INT	bon
les	DET:def	le
pierres	NOM	pierre
les	DET:def	le
les	DET:def	le
tables	NOM	table
les	DET:def	le
frigos	NOM	frigo
enfin	ADV	enfin
tout	DET:pre	tout
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
peux	VER:pres	pouvoir
imaginer	VER:infi	imaginer
dans	PRP	dans
un	DET:ind	un
appartement	NOM	appartement
quoi	INT	quoi
et	KON	et
même	ADV	même
à	PRP	à
travers	NOM	travers
des	PRP:det	du
corps	NOM	corps
ou	KON	ou
eh	INT	eh
ben	INT	ben
ouais	FNO	ouais
ben	INT	ben
c'	PRO:cls	ce
est	AUX:pres	être
arrivé	VER:pper	arriver
justement	ADV	justement
là	ADV	là
un	DET:ind	un
collègue	NOM	collègue
parce	TRC	parce
que	KON	que
on	PRO:cls	on
creusait	VER:impf	creuser
à	PRP	à
peu	NOM	peu
près	ADV	près
un	DET:ind	un
quart	NOM	quart
d'	PRP	un
heure	NOM	heure
chacun	PRO:ind	chacun
hum	FNO	hum
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
assez	ADV	assez
éprouvant	ADJ	éprouvant
et	KON	et
puis	KON	puis
tu	PRO:cls	tu
manques	VER:pres	manquer
d'	PRP	un
air	NOM	air
là	ADV	là
là-dessous	ADV	<unknown>
donc	ADV	donc
on	PRO:cls	on
creusait	VER:impf	creuser
un	DET:ind	un
quart	NOM	quart
d'	PRP	un
heure	NOM	heure
on	PRO:cls	on
sortait	VER:impf	sortir
on	PRO:cls	on
se	PRO:clo	se
reposait	VER:impf	reposer
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
avait	VER:impf	avoir
un	DET:ind	un
autre	ADJ	autre
qui	PRO:rel	qui
voilà	FNO	voilà
on	PRO:cls	on
tou-	TRC	tou-
on	PRO:cls	on
tournait	VER:impf	tourner
comme	KON	comme
ça	PRO:ton	ça
et	KON	et
le	DET:def	le
collègue	NOM	collègue
a	AUX:pres	avoir
dû	VER:pper	devoir
en	PRP	en
creusant	VER:ppre	creuser
il	PRO:cls	il
est	AUX:pres	être
tombé	VER:pper	tomber
sur	PRP	sur
un	DET:ind	un
cadavre	NOM	cadavre
un	DET:ind	un
corps	NOM	corps
il	PRO:cls	il
a	AUX:pres	avoir
dû	VER:pper	devoir
le	PRO:clo	le
découper	VER:infi	découper
il	PRO:clsi	il
l'	PRO:clo	le
a	AUX:pres	avoir
découpé	VER:pper	découper
au	PRP:det	au
laser	NOM	laser
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
horrible	ADJ	horrible
ah	INT	ah
ouais	FNO	ouais
il	PRO:cls	il
a	AUX:pres	avoir
été	AUX:pper	être
marqué	VER:pper	marquer
il	PRO:cls	il
est	AUX:pres	être
remonté	VER:pper	remonter
il	PRO:cls	il
pleurait	VER:impf	pleurer
il	PRO:cls	il
criait	VER:impf	crier
il	PRO:cls	il
voulait	VER:impf	vouloir
il	PRO:cls	il
voulait	VER:impf	vouloir
rentrer	VER:infi	rentrer
il	PRO:cls	il
voulait	VER:impf	vouloir
mais	KON	mais
enfin	ADV	enfin
il	PRO:cls	il
a	AUX:pres	avoir
fallu	VER:pper	falloir
que	KON	que
à	PRP	à
travers	NOM	travers
des	PRP:det	du
frigos	NOM	frigo
à	PRP	à
travers	NOM	travers
des	PRP:det	du
tas	NOM	tas
de	PRP	de
ah	INT	ah
tout	DET:pre	tout
tout	DET:pre	tout
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
peux	VER:pres	pouvoir
rencontrer	VER:infi	rencontrer
tu	PRO:cls	tu
coupes	VER:pres	couper
hum	FNO	hum
hum	FNO	hum
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
le	DET:def	le
laser	NOM	laser
ça	PRO:ton	ça
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
grand	ADJ	grand
chose	NOM	chose
qui	PRO:rel	qui
qui	PRO:rel	qui
lui	PRO:clo	lui
résiste	VER:pres	résister
hein	INT	hein
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
fait	NOM	fait
de	PRP	de
de	PRP	de
couper	VER:infi	couper
le	DET:def	le
corps	NOM	corps
humain	ADJ	humain
même	ADV	même
même	ADV	même
même	ADV	même
mort	VER:pper	mourir
hein	INT	hein
parce	TRC	parce
que	KON	que
ouais	FNO	ouais
bien	ADV	bien
sûr	ADJ	sûr
c'	PRO:cls	ce
est	VER:pres	être
impressionnant	ADJ	impressionnant
c'	PRO:cls	ce
est	VER:pres	être
ouais	FNO	ouais
enfin	ADV	enfin
je	PRO:cls	je
sais	VER:pres	savoir
que	KON	que
j'	PRO:cls	je
au-	TRC	au-
j'	PRO:cls	je
aurais	AUX:cond	avoir
pas	ADV	pas
aimé	VER:pper	aimer
le	PRO:clo	le
faire	VER:infi	faire
quoi	INT	quoi
hum	FNO	hum
mais	KON	mais
je	PRO:cls	je
sais	VER:pres	savoir
même	ADV	même
pas	ADV	pas
si	KON	si
si	KON	si
je	PRO:cls	je
l'	PRO:clo	le
aurais	AUX:cond	avoir
fait	VER:pres	faire
enfin	ADV	enfin
lui	PRO:clo	lui
l'	PRO:clo	le
a	AUX:pres	avoir
fait	VER:pper	faire
et	KON	et
donc	ADV	donc
tu	PRO:cls	tu
creuses	VER:pres	creuser
comme	KON	comme
ça	PRO:ton	ça
droit	NOM	droit
jusqu'	PRP	jusque
à	PRP	à
la	DET:def	le
victime	NOM	victime
hum	FNO	hum
hum	FNO	hum
et	KON	et
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
chances	NOM	chance
pour	PRP	pour
que	KON	que
les	DET:def	le
victimes	NOM	victime
i-	TRC	i-
il	PRO:clsi	il
en	PRO:clo	en
reste	VER:pres	rester
encore	ADV	encore
dessous	ADV	dessous
quand	KON	quand
les	DET:def	le
autorités	NOM	autorité
décident	VER:pres	décider
de	PRP	de
ah	INT	ah
ouais	FNO	ouais
bien	ADV	bien
sûr	ADJ	sûr
ben	INT	ben
d'	PRP	un
arrêter	VER:infi	arrêter
les	DET:def	le
recherches	NOM	recherche
on	PRO:cls	on
a	AUX:pres	avoir
eu	VER:pper	avoir
ce	DET:dem	ce
problème	NOM	problème
au	PRP:det	au
bout	NOM	bout
du	PRP:det	du
cinquième	ADJ	cinquième
jour	NOM	jour
/lorsqueparce	MLT	<unknown>
que/	MLT	<unknown>
les	DET:def	le
autorités	NOM	autorité
mexicaines	ADJ	mexicain
ont	AUX:pres	avoir
décidé	VER:pper	décider
que	KON	que
que	KON	que
c'	PRO:cls	ce
était	AUX:impf	être
fini	VER:pper	finir
ils	PRO:cls	il
ont	AUX:pres	avoir
décrété	VER:pper	décréter
qu'	KON	que
il	PRO:cls	il
n'	ADV	ne
y	PRO:clo	y
avait	VER:impf	avoir
plus	ADV	plus
de	PRP	de
survivants	NOM	survivant
au	PRP:det	au
bout	NOM	bout
de	PRP	de
combien	PRO:int	combien
de	PRP	de
jours	NOM	jour
cinq	NUM	@card@
jours	NOM	jour
cinq	NUM	@card@
cinq	NUM	@card@
ou	KON	ou
six	NUM	@card@
jours	NOM	jour
je	PRO:cls	je
crois	VER:pres	croire
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
peu	NOM	peu
alors	ADV	alors
que	KON	que
notre	DET:pos	notre
équipe	NOM	équipe
de	PRP	de
je	PRO:cls	je
t'	PRO:clo	te
ai	AUX:pres	avoir
dit	VER:pper	dire
la	DET:def	le
première	ADJ	premier
équipe	NOM	équipe
avec	PRP	avec
les	DET:def	le
maîtres-chiens	NOM	<unknown>
en	PRO:clo	en
avaient	AUX:impf	avoir
repéré	VER:pper	repérer
deux	NUM	@card@
deux	NUM	@card@
de	PRP	de
vivantes	ADJ	vivant
qui	PRO:rel	qui
étaient	AUX:impf	être
ensevelies	VER:pper	ensevelir
et	KON	et
comment	PRO:int	comment
vous	PRO:cls	vous
avez	AUX:pres	avoir
fait	VER:pper	faire
alors	ADV	alors
alors	ADV	alors
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
nos	DET:pos	notre
chefs	NOM	chef
qui	PRO:rel	qui
ont	AUX:pres	avoir
négocié	VER:pper	négocier
avec	PRP	avec
les	DET:def	le
autorités	NOM	autorité
de	PRP	de
Mexico	NOM	<unknown>
ils	PRO:cls	il
ont	AUX:pres	avoir
essayé	VER:pper	essayer
de	PRP	de
enfin	ADV	enfin
ils	PRO:cls	il
ont	AUX:pres	avoir
discuté	VER:pper	discuter
avec	PRP	avec
un	DET:ind	un
interprète	NOM	interprète
hum	FNO	hum
hum	FNO	hum
parce	TRC	parce
que	KON	que
d'	PRP	un
un	DET:ind	un
côté	NOM	côté
tu	PRO:cls	tu
avais	VER:impf	avoir
bon	INT	bon
le	DET:def	le
chef	NOM	chef
des	PRP:det	du
Marins-pompiers	NOM	<unknown>
qui	PRO:rel	qui
lui	PRO:clo	lui
voulait	VER:impf	vouloir
continuer	VER:infi	continuer
à	PRP	à
creuser	VER:infi	creuser
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
savait	VER:impf	savoir
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
deux	NUM	@card@
victimes	NOM	victime
qu'	KON	que
il	PRO:cls	il
fallait	VER:impf	falloir
dégager	VER:infi	dégager
qui	PRO:rel	qui
étaient	VER:impf	être
encore	ADV	encore
vivantes	ADJ	vivant
donc	ADV	donc
s-	TRC	s-
ça	PRO:ton	ça
ça	PRO:cls	ça
vaut	VER:pres	valoir
le	DET:def	le
coup	NOM	coup
même	ADV	même
d'	PRP	un
en	PRO:clo	en
sauver	VER:infi	sauver
une	DET:ind	un
ouais	FNO	ouais
bien	ADV	bien
sûr	ADJ	sûr
et	KON	et
d'	PRP	un
un	DET:ind	un
autre	ADJ	autre
côté	NOM	côté
tu	PRO:cls	tu
avais	VER:impf	avoir
un	DET:ind	un
colonel	NOM	colonel
mexicain	ADJ	mexicain
de	PRP	de
l'	DET:def	le
armée	NOM	armée
avec	PRP	avec
toute	DET:pre	tout
une	DET:ind	un
rangée	NOM	rangée
de	PRP	de
bulldozers	NOM	bulldozer
qui	PRO:rel	qui
nous	PRO:clo	nous
disait	VER:impf	dire
de	PRP	de
dégager	VER:infi	dégager
le	DET:def	le
chantier	NOM	chantier
de	PRP	de
dégager	VER:infi	dégager
l'	DET:def	le
hôpital	NOM	hôpital
de	PRP	de
sortir	VER:infi	sortir
que	KON	que
les	DET:def	le
bulldozers	NOM	bulldozer
allaient	VER:impf	aller
finir	VER:infi	finir
allaient	VER:impf	aller
finir	VER:infi	finir
le	DET:def	le
pour	PRP	pour
quelle	DET:int	quel
raison	NOM	raison
pour	PRP	pour
les	DET:def	le
épidémies	NOM	épidémie
voilà	FNO	voilà
parce	TRC	parce
que	KON	que
au	PRP:det	au
bout	NOM	bout
d'	PRP	un
un	DET:ind	un
certain	ADJ	certain
nombre	NOM	nombre
de	PRP	de
jours	NOM	jour
hum	FNO	hum
hum	FNO	hum
l'	DET:def	le
odeur	NOM	odeur
des	PRP:det	du
cadavres	NOM	cadavre
tout	DET:pre	tout
ça	PRO:ton	ça
ça	PRO:cls	ça
dégage	VER:pres	dégager
des	DET:ind	un
microbes	NOM	microbe
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
des	DET:ind	un
risques	NOM	risque
d'	PRP	un
infection	NOM	infection
des	PRP:det	du
dé-	TRC	dé-
d'	PRP	un
épidémie	NOM	épidémie
assez	ADV	assez
grave	ADJ	grave
quoi	INT	quoi
hum	FNO	hum
et	KON	et
finalement	ADV	finalement
comment	PRO:int	comment
ça	PRO:cls	ça
s'	PRO:clo	se
est	AUX:pres	être
terminé	VER:pper	terminer
alors	ADV	alors
eh	INT	eh
ben	INT	ben
ça	PRO:cls	ça
s'	PRO:clo	se
est	AUX:pres	être
terminé	VER:pper	terminer
qu'	KON	que
au	PRP:det	au
bout	NOM	bout
de	PRP	de
la	DET:def	le
première	ADJ	premier
discussion	NOM	discussion
euh	INT	euh
notre	DET:pos	notre
chef	NOM	chef
a	AUX:pres	avoir
pu	VER:pper	pouvoir
obtenir	VER:infi	obtenir
un	DET:ind	un
délai	NOM	délai
de	PRP	de
dou-	NOM	<unknown>
de	PRP	de
dix	NUM	@card@
à	PRP	à
douze	NUM	@card@
heures	NOM	heure
je	PRO:cls	je
me	PRO:clo	me
rappelle	VER:pres	rappeler
plus	ADV	plus
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
était	VER:impf	être
douze	NUM	@card@
heures	NOM	heure
seulement	ADV	seulement
douze	NUM	@card@
heures	NOM	heure
ouais	FNO	ouais
il	PRO:clsi	il
nous	PRO:clo	nous
avait	AUX:impf	avoir
filé	VER:pper	filer
douze	NUM	@card@
heures	NOM	heure
pour	PRP	pour
sortir	VER:infi	sortir
ces	DET:dem	ce
deux	NUM	@card@
victimes	NOM	victime
hum	FNO	hum
hum	FNO	hum
et	KON	et
si	KON	si
au	PRP:det	au
bout	NOM	bout
des	PRP:det	du
douze	NUM	@card@
heures	NOM	heure
on	PRO:cls	on
avait	AUX:impf	avoir
pas	ADV	pas
dégagé	VER:pper	dégager
les	DET:def	le
victimes	NOM	victime
les	DET:def	le
bulldozers	NOM	bulldozer
/allaient	MLT	<unknown>
.	NOM:sig	<unknown>
tout	PRO:ind	tout
ensevelir	VER:infi	ensevelir
entraient	VER:impf	entrer
en	PRP	en
action	NOM	action
déblayer	VER:infi	déblayer
euh	INT	euh
jusqu'	PRP	jusque
au	PRP:det	au
ras	NOM	ras
de	PRP	de
sol	NOM	sol
hum	FNO	hum
hum	FNO	hum
donc	ADV	donc
ils	PRO:cls	il
déblayaient	VER:impf	déblayer
les	DET:def	le
victimes	NOM	victime
avec	PRP	avec
et	KON	et
et	KON	et
donc	ADV	donc
on	PRO:cls	on
s'	PRO:clo	se
est	AUX:pres	être
mis	VER:pper	mettre
au	PRP:det	au
travail	NOM	travail
quoi	INT	quoi
on	PRO:cls	on
a	AUX:pres	avoir
creusé	VER:pper	creuser
on	PRO:cls	on
a	AUX:pres	avoir
creusé	VER:pper	creuser
mais	KON	mais
c'	PRO:cls	ce
était	VER:impf	être
trop	ADV	trop
long	ADJ	long
quoi	INT	quoi
parce	TRC	parce
que	KON	que
les	DET:def	le
victimes	NOM	victime
étaient	VER:impf	être
assez	ADV	assez
loin	ADV	loin
et	KON	et
on	PRO:cls	on
a	AUX:pres	avoir
pas	ADV	pas
pu	VER:pper	pouvoir
les	PRO:clo	le
dégager	VER:infi	dégager
et	KON	et
au	PRP:det	au
bout	NOM	bout
de	PRP	de
ces	DET:dem	ce
douze	NUM	@card@
heures	NOM	heure
donc	ADV	donc
le	DET:def	le
le	DET:def	le
colonel	NOM	colonel
de	PRP	de
Mexico	NOM	<unknown>
là	ADV	là
je	PRO:cls	je
sais	VER:pres	savoir
plus	ADV	plus
de	PRP	de
quelle	DET:int	quel
armée	NOM	armée
il	PRO:cls	il
était	VER:impf	être
il	PRO:cls	il
est	AUX:pres	être
revenu	VER:pper	revenir
il	PRO:clsi	il
nous	PRO:clo	nous
a	AUX:pres	avoir
dit	VER:pper	dire
de	PRP	de
bon	INT	bon
maintenant	ADV	maintenant
vous	PRO:cls	vous
évacuez	VER:pres	évacuer
le	DET:def	le
chantier	NOM	chantier
ils	PRO:cls	il
évacuaient	VER:impf	évacuer
le	DET:def	le
chantier	NOM	chantier
les	DET:def	le
bulldozers	NOM	bulldozer
ils	PRO:cls	il
vont	VER:pres	aller
bon	INT	bon
là	ADV	là
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
bon	INT	bon
notre	DET:pos	notre
chef	NOM	chef
desespéré	VER:pper	<unknown>
parce	TRC	parce
que	KON	que
on	PRO:cls	on
y	PRO:clo	y
était	VER:impf	être
presque	ADV	presque
quoi	INT	quoi
ouais	FNO	ouais
ils	PRO:cls	il
étaient	VER:impf	être
à	PRP	à
cinq	NUM	@card@
six	NUM	@card@
mètres	NOM	mètre
mais	KON	mais
en	PRP	en
sauvetage	NOM	sauvetage
déblaiement	NOM	déblaiement
cinq	NUM	@card@
six	NUM	@card@
mètres	NOM	mètre
à	PRP	à
creuser	VER:infi	creuser
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
te	PRO:clo	te
représente	VER:pres	représenter
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
une	DET:ind	un
dizaine	NOM	dizaine
d'	PRP	un
heures	NOM	heure
de	PRP	de
travail	NOM	travail
hein	INT	hein
tant	ADV	tant
que	KON	que
ça	PRO:ton	ça
ah	INT	ah
ouais	FNO	ouais
ouais	FNO	ouais
s-	TRC	s-
c'	PRO:cls	ce
est	VER:pres	être
vachement	ADV	vachement
long	ADJ	long
hum	FNO	hum
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
énorme	ADJ	énorme
donc	ADV	donc
euh	INT	euh
il	PRO:cls	il
a	AUX:pres	avoir
pas	ADV	pas
voulu	VER:pper	vouloir
insister	VER:infi	insister
euh	INT	euh
à	PRP	à
contre-coeur	NOM	<unknown>
il	PRO:clsi	il
nous	PRO:clo	nous
a	AUX:pres	avoir
fait	VER:pper	faire
replier	VER:infi	replier
le	DET:def	le
matériel	NOM	matériel
hum	FNO	hum
tout	ADV	tout
en	PRP	en
sachant	VER:ppre	savoir
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
encore	ADV	encore
ces	DET:dem	ce
deux	NUM	@card@
deux	NUM	@card@
gars	NOM	gars
là	ADV	là
dessous	ADV	dessous
/hein/	MLT	<unknown>
donc	ADV	donc
on	PRO:cls	on
a	AUX:pres	avoir
commencé	VER:pper	commencer
à	PRP	à
replier	VER:infi	replier
le	DET:def	le
matériel	NOM	matériel
mais	KON	mais
mais	KON	mais
vraiment	ADV	vraiment
ça	PRO:cls	ça
faisait	VER:impf	faire
peine	NOM	peine
hein	INT	hein
parce	TRC	parce
que	KON	que
et	KON	et
ce	PRO:dem	ce
qui	PRO:rel	qui
fait	VER:pres	faire
que	KON	que
les	DET:def	le
deux	NUM	@card@
personnes	NOM	personne
ont	AUX:pres	avoir
été	AUX:pper	être
ensevelies	VER:pper	ensevelir
non	FNO	non
non	FNO	non
et	KON	et
une	DET:ind	un
fois	NOM	fois
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
tout	PRO:ind	tout
replié	VER:pper	replier
euh	INT	euh
ce	DET:dem	ce
même	ADJ	même
gars	NOM	gars
euh	INT	euh
ce	DET:dem	ce
colonel	NOM	colonel
il	PRO:cls	il
est	AUX:pres	être
revenu	VER:pper	revenir
il	PRO:clsi	il
nous	PRO:clo	nous
a	AUX:pres	avoir
dit	VER:pper	dire
-y	PRO:clo	y
allez	VER:impe	aller
vous	PRO:cls	vous
les	PRO:clo	le
sortez	VER:pres	sortir
les	DET:def	le
bulldozers	NOM	bulldozer
nous	PRO:clo	nous
travaillerons	VER:futu	travailler
après	ADV	après
donc	ADV	donc
on	PRO:cls	on
a	VER:pres	avoir
encore	ADV	encore
tout	PRO:ind	tout
ressorti	VER:pper	ressortir
le	DET:def	le
matériel	NOM	matériel
on	PRO:cls	on
a	AUX:pres	avoir
tout	PRO:ind	tout
remis	VER:pper	remettre
en	PRP	en
marche	NOM	marche
on	PRO:cls	on
a	VER:pres	avoir
dégoi-	TRC	<unknown>
on	PRO:cls	on
a	AUX:pres	avoir
dégagé	VER:pper	dégager
une	DET:ind	un
première	ADJ	premier
victime	NOM	victime
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
docteur	NOM	docteur
le	DET:def	le
docteur	NOM	docteur
de	PRP	de
l'	DET:def	le
hôpital	NOM	hôpital
hum	FNO	hum
et	KON	et
et	KON	et
la	DET:def	le
il	PRO:cls	il
est	AUX:pres	être
sorti	VER:pper	sortir
vivant	VER:ppre	vivre
ah	INT	ah
ouais	FNO	ouais
ouais	FNO	ouais
il	PRO:cls	il
était	VER:impf	être
vivant	ADJ	vivant
enfin	ADV	enfin
on	PRO:cls	on
l'	PRO:clo	le
a	AUX:pres	avoir
soutenu	VER:pper	soutenir
quoi	INT	quoi
/hein/	MLT	<unknown>
parce	TRC	parce
que	KON	que
on	PRO:cls	on
l'	PRO:clo	le
a	VER:pres	avoir
se-	TRC	<unknown>
on	PRO:cls	on
l'	PRO:clo	le
a	AUX:pres	avoir
soutenu	VER:pper	soutenir
au	PRP:det	au
départ	NOM	départ
mais	KON	mais
je	PRO:cls	je
veux	VER:pres	vouloir
dire	VER:infi	dire
il	PRO:cls	il
marchait	VER:impf	marcher
hein	INT	hein
il	PRO:cls	il
était	VER:impf	être
hum	FNO	hum
il	PRO:cls	il
av-	TRC	av-
il	PRO:cls	il
avait	AUX:impf	avoir
rien	PRO:ind	rien
hein	INT	hein
si	KON	si
il	PRO:cls	il
était	VER:impf	être
co-	TRC	co-
il	PRO:cls	il
était	AUX:impf	être
choqué	VER:pper	choquer
c'	PRO:cls	ce
est	VER:pres	être
tout	PRO:ind	tout
et	KON	et
une	DET:ind	un
deuxième	ADJ	deuxième
qui	PRO:rel	qui
avait	VER:impf	avoir
un	DET:ind	un
fémur	NOM	fémur
de	PRP	de
cassé	VER:pper	casser
mais	KON	mais
mais	KON	mais
en	PRP	en
bonne	ADJ	bon
santé	NOM	santé
également	ADV	également
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
ensuite	ADV	ensuite
vous	PRO:cls	vous
avez	AUX:pres	avoir
tout	PRO:ind	tout
recouvert	VER:pper	recouvrir
ouais	FNO	ouais
ensuite	ADV	ensuite
on	PRO:cls	on
a	AUX:pres	avoir
rangé	VER:pper	ranger
le	DET:def	le
matériel	NOM	matériel
et	KON	et
les	DET:def	le
bulldozers	NOM	bulldozer
ont	VER:pres	avoir
tout	PRO:ind	tout
é-	TRC	é-
et	KON	et
peut-être	ADV	peut-être
qu'	KON	que
il	PRO:clsi	il
en	PRO:clo	en
restait	VER:impf	rester
encore	ADV	encore
des	DET:ind	un
victimes	NOM	victime
non	FNO	non
on	PRO:cls	on
p-	TRC	p-
s-	TRC	s-
je	PRO:cls	je
sais	VER:pres	savoir
