alors	ADV	alors
.	NAM	<unknown>
je	PRO:cls	je
sais	VER:pres	savoir
que	KON	que
euh	INT	euh
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
tu	PRO:cls	tu
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
et	KON	et
maintenant	ADV	maintenant
comment	PRO:int	comment
vous	PRO:cls	vous
savez	VER:pres	savoir
que	KON	que
vous	PRO:cls	vous
dormez	VER:pres	dormir
pas	ADV	pas
.	ADJ	<unknown>
ben	INT	ben
parce	TRC	parce
que	KON	que
xxx	NOM	<unknown>
ben	INT	ben
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
voit	VER:pres	voir
de	PRP	de
la	DET:def	le
lumière	NOM	lumière
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
rêves	NOM	rêve
on	PRO:cls	on
sait	VER:pres	savoir
qu'	KON	que
il	PRO:cls	il
fait	VER:pres	faire
tard	ADV	tard
et	KON	et
xxx	NOM	<unknown>
et	KON	et
j'	PRO:cls	je
aime	VER:pres	aimer
pas	ADV	pas
mais	KON	mais
maintenant	ADV	maintenant
.	VER:simp	<unknown>
ben	INT	ben
parce	TRC	parce
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
de	PRP	de
la	DET:def	le
lumière	NOM	lumière
et	KON	et
alors	ADV	alors
dans	PRP	dans
un	DET:ind	un
rêve	NOM	rêve
il	PRO:cls	il
y	PRO:clo	y
aurait	AUX:cond	avoir
pas	ADV	pas
de	PRP	de
lumière	NOM	lumière
.	NAM	<unknown>
si	KON	si
hum	FNO	hum
alors	ADV	alors
comment	PRO:int	comment
on	PRO:cls	on
peut	VER:pres	pouvoir
savoir	VER:infi	savoir
on	PRO:cls	on
est	AUX:pres	être
réveillés	VER:pper	réveiller
ou	KON	ou
endormis	VER:pper	se endormir
.	NAM	<unknown>
et	KON	et
ben	INT	ben
vous	PRO:cls	vous
savez	VER:pres	savoir
je	PRO:cls	je
crois	VER:pres	croire
qu'	KON	que
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
savoir	VER:infi	savoir
si	KON	si
on	PRO:cls	on
sait	VER:pres	savoir
qu'	KON	que
on	PRO:cls	on
dort	VER:pres	dormir
pas	ADV	pas
là	ADV	là
mais	KON	mais
quand	KON	quand
on	PRO:cls	on
est	VER:pres	être
dans	PRP	dans
un	DET:ind	un
rêve	NOM	rêve
on	PRO:cls	on
a	VER:pres	avoir
l'	DET:def	le
impression	NOM	impression
que	KON	que
c'	PRO:cls	ce
est	AUX:pres	être
.	VER:pper	<unknown>
en	PRP	en
vrai	ADJ	vrai
en	PRP	en
vrai	ADJ	vrai
ouais	FNO	ouais
et	KON	et
qu'	KON	que
on	PRO:cls	on
est	VER:pres	être
dans	PRP	dans
un	DET:ind	un
rêve	NOM	rêve
pour	PRP	pour
pas	ADV	pas
qu'	KON	que
on	PRO:cls	on
moi	PRO:ton	moi
j'	PRO:cls	je
avais	VER:impf	avoir
moi	PRO:ton	moi
quand	KON	quand
je	PRO:cls	je
suis	VER:pres	être
quand	KON	quand
moi	PRO:ton	moi
quand	KON	quand
je	PRO:cls	je
rêve	VER:pres	rêver
de	PRP	de
quand	KON	quand
je	PRO:cls	je
rêve	VER:pres	rêver
j'	PRO:cls	je
ai	VER:pres	avoir
l'	DET:def	le
impression	NOM	impression
que	KON	que
je	PRO:cls	je
marche	VER:pres	marcher
tu	PRO:cls	tu
as	VER:pres	avoir
l'	DET:def	le
impression	NOM	impression
que	KON	que
tu	PRO:cls	tu
marches	VER:pres	marcher
.	NAM	<unknown>
tu	PRO:cls	tu
as	VER:pres	avoir
vraiment	ADV	vraiment
l'	DET:def	le
impression	NOM	impression
alors	ADV	alors
que	KON	que
tu	PRO:cls	tu
marches	VER:pres	marcher
.	ADJ	<unknown>
moi	PRO:ton	moi
moi	PRO:ton	moi
j'	PRO:cls	je
ai	AUX:pres	avoir
vu	VER:pper	voir
un	DET:ind	un
dessin	NOM	dessin
animé	ADJ	animé
et	KON	et
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
Tom	ADV	<unknown>
Sawyer	VER:infi	<unknown>
son	DET:pos	son
son	DET:pos	son
ami	NOM	ami
Huck	NOM	<unknown>
il	PRO:cls	il
est	VER:pres	être
orphelin	ADJ	orphelin
ouais	FNO	ouais
et	KON	et
il	PRO:cls	il
rêve	VER:pres	rêver
d'	PRP	un
un	DET:ind	un
gros	ADJ	gros
gâteau	NOM	gâteau
lui	PRO:ton	lui
aussi	ADV	aussi
et	KON	et
il	PRO:cls	il
dit	VER:pres	dire
vous	PRO:cls	vous
voyez	VER:pres	voir
les	DET:def	le
gars	NOM	gars
les	DET:def	le
gars	NOM	gars
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
gros	ADJ	gros
gâteau	NOM	gâteau
là-bas	ADV	là-bas
je	PRO:cls	je
prends	VER:pres	prendre
une	DET:ind	un
grande	ADJ	grand
part	NOM	part
xxx	NOM	<unknown>
il	PRO:cls	il
parle	VER:pres	parler
tout	ADV	tout
seul	ADJ	seul
il	PRO:cls	il
parle	VER:pres	parler
tout	ADV	tout
seul	ADJ	seul
.	NAM	<unknown>
hum	FNO	hum
en	PRP	en
rêvant	VER:ppre	rêver
.	NOM:sig	<unknown>
hum	FNO	hum
ouais	FNO	ouais
on	PRO:cls	on
on	PRO:cls	on
s-	TRC	s-
nous	PRO:ton	nous
dès	ADV	dès
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
regardé	VER:pper	regarder
on	PRO:cls	on
se	PRO:clo	se
demandait	VER:impf	demander
à	PRP	à
qui	PRO:rel	qui
il	PRO:cls	il
parlait	VER:impf	parler
ah	INT	ah
oui	FNO	oui
.	NAM	<unknown>
et	KON	et
ben	INT	ben
peut-être	ADV	peut-être
qu'	KON	que
on	PRO:cls	on
parle	VER:pres	parler
aussi	ADV	aussi
quand	KON	quand
on	PRO:cls	on
quand	KON	quand
on	PRO:cls	on
rea-	TRC	<unknown>
moi	PRO:ton	moi
j'	PRO:cls	je
ai	AUX:pres	avoir
jamais	ADV	jamais
parlé	VER:pper	parler
j'	PRO:cls	je
ai	AUX:pres	avoir
jamais	ADV	jamais
parlé	VER:pper	parler
quand	KON	quand
je	PRO:cls	je
rêvais	VER:impf	rêver
dans	PRP	dans
tes	DET:pos	ton
dans	PRP	dans
ton	DET:pos	ton
rêve	NOM	rêve
dans	PRP	dans
tes	DET:pos	ton
rêves	NOM	rêve
tu	PRO:cls	tu
parles	VER:subp	parler
pas	ADV	pas
.	VER:simp	<unknown>
non	FNO	non
et	KON	et
toi	PRO:ton	toi
tu	PRO:cls	tu
as	AUX:pres	avoir
jamais	ADV	jamais
rêvé	VER:pper	rêver
que	KON	que
tu	PRO:cls	tu
parlais	VER:impf	parler
.	NAM	<unknown>
non	FNO	non
moi	PRO:ton	moi
je	PRO:cls	je
me	PRO:clo	me
je	PRO:cls	je
me	PRO:clo	me
s-	TRC	s-
rappelle	VER:pres	rappeler
plus	ADV	plus
non	FNO	non
plus	ADV	plus
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
en	PRP	en
ce	DET:dem	ce
moment	NOM	moment
je	PRO:cls	je
pense	VER:pres	penser
qu'	KON	que
on	PRO:cls	on
est	AUX:pres	être
bien	ADV	bien
réveillées	VER:pper	réveiller
quand	KON	quand
même	ADV	même
vous	PRO:cls	vous
êtes	VER:pres	être
d'	PRP	un
accord	NOM	accord
avec	PRP	avec
moi	PRO:ton	moi
.	NAM	<unknown>
ouais	FNO	ouais
.	NAM	<unknown>
hum	FNO	hum
et	KON	et
ben	INT	ben
je	PRO:cls	je
vous	PRO:clo	vous
remercie	VER:pres	remercier
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:int	qui
.	NOM:sig	<unknown>
hein	INT	hein
.	NAM	<unknown>
