fichier	dossier	loc	utt	token	age	annee	FUT	CONJ	SUBJ	IMPF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_thomas_allan_cp_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_thomas_allan_cp_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	6	1960	6;09.17	6.75	0	3	0	13	9	58	4	0	1	0	1	3	1	0	3	0	1	28	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_valentin_manel_ce1_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_valentin_manel_ce1_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	19	1357	8;	8	1	0	0	9	5	59	2	0	2	0	3	1	2	0	2	1	0	21	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_valentine_camille_ce2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_valentine_camille_ce2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2	1196	9;	9	0	1	0	1	3	76	2	0	1	0	2	0	5	0	4	5	1	30	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_vincent_yvelise_ce2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_vincent_yvelise_ce2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	25	1832	8;	8	5	0	0	13	15	86	5	0	5	1	4	12	5	0	12	0	0	37	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_walid_logan_ce2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_walid_logan_ce2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	5	1980	8;10.23	8.83333	1	2	0	12	9	59	2	0	2	0	1	2	1	0	3	1	1	29	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_xavier_thomas_cm2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_xavier_thomas_cm2_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	2170	11;05.30	11.4167	4	6	0	0	18	158	11	0	20	3	4	5	13	0	24	6	3	39	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_yaelle_aurelia_cp_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_yaelle_aurelia_cp_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	4	647	6;09.17	6.75	0	0	0	6	2	12	0	0	0	1	0	1	0	0	0	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_yaelle_elena_cp_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Entretiens_Philo_6-10_ans_yaelle_elena_cp_proinf.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	5	1158	7;	7	1	2	0	7	6	53	5	0	3	3	3	2	2	0	1	0	0	20	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Akoub_Can_5.0-6.3_Akoub15_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Akoub_Can_5.0-6.3_Akoub15_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	6	398	6;	6	0	0	0	0	0	19	6	0	5	0	0	1	1	0	2	0	0	5	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Akoub_Can_5.0-6.3_Akoub16_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Akoub_Can_5.0-6.3_Akoub16_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3	289	6;	6	0	0	0	5	2	15	0	0	4	1	2	1	0	0	3	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem1_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem1_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3	285	10;	10	0	0	0	0	1	12	1	0	4	0	0	3	0	0	1	1	0	7	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem2_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem2_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2	142	6;03.17	6.25	0	1	0	0	2	4	0	0	1	0	0	2	0	0	0	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem3_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem3_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	350	6;03.17	6.25	0	1	0	1	1	20	2	0	5	2	2	3	0	0	1	1	0	4	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem4_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Alhem_Can_6.3-6.6_Alhem4_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	97	6;03.17	6.25	0	0	0	1	0	4	0	0	0	0	0	3	0	0	1	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Cassandra_Can_5.2-6.7_Cassandra11_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Cassandra_Can_5.2-6.7_Cassandra11_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	241	6;02.12	6.16667	0	0	3	1	2	10	0	0	2	0	0	2	1	0	3	0	1	2	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Cassandra_Can_5.2-6.7_Cassandra12_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Cassandra_Can_5.2-6.7_Cassandra12_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	261	6;02.12	6.16667	0	0	0	0	0	15	0	0	2	1	0	1	0	0	4	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Ferdinand_Can_5.11-7.2_Ferdinand3_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Ferdinand_Can_5.11-7.2_Ferdinand3_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	269	6;01.05	6.08333	0	0	0	0	1	12	0	0	0	0	0	1	0	0	0	0	0	2	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Ferdinand_Can_5.11-7.2_Ferdinand4_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_Ferdinand_Can_5.11-7.2_Ferdinand4_Can_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	275	6;01.05	6.08333	0	2	0	0	0	6	0	0	1	0	0	1	0	0	2	1	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_adrien_bia_3.3-3.7_adrien1_bia.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_adrien_bia_3.3-3.7_adrien1_bia.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	292	3;02.12	3.16667	0	0	0	0	2	16	5	0	0	0	0	2	2	0	2	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_adrien_bia_3.3-3.7_adrien2_bia.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_adrien_bia_3.3-3.7_adrien2_bia.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	6	272	3;04.23	3.33333	0	0	1	0	0	14	0	0	1	0	0	2	0	0	3	0	0	1	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_adrien_bia_3.3-3.7_adrien3_bia.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_adrien_bia_3.3-3.7_adrien3_bia.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	34	1333	20;	20	0	2	4	0	31	69	3	0	9	0	1	1	19	0	5	3	0	30	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia10_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia10_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3	312	5;	5	0	0	1	0	10	15	0	0	7	0	0	4	5	0	2	1	1	13	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia11_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia11_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2	128	5;01.05	5.08333	0	0	0	0	0	7	0	0	2	0	1	2	0	0	1	0	0	5	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia12_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia12_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	7	283	5;01.05	5.08333	0	2	0	1	3	13	1	0	2	0	2	1	2	0	1	1	1	15	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia1_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia1_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2	224	4;02.12	4.16667	0	0	2	1	0	12	0	0	1	0	1	4	0	0	3	1	0	24	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia2_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia2_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	6	211	4;02.12	4.16667	0	3	1	0	0	9	0	0	1	0	0	5	0	0	0	0	0	11	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia3_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia3_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	149	4;03.17	4.25	0	0	1	0	1	10	0	0	0	0	1	2	2	0	0	0	0	9	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia4_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia4_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	7	224	4;03.17	4.25	0	4	1	0	1	11	4	0	1	0	1	2	0	0	1	0	0	9	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia5_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia5_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	7	292	4;04.24	4.33333	0	2	0	3	3	22	1	0	5	0	0	2	1	0	1	0	0	6	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia6_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia6_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	5	317	4;05.30	4.41667	0	0	0	0	2	18	1	0	3	0	1	3	1	0	4	2	0	13	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia7_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia7_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3	295	4;05.30	4.41667	2	0	0	0	0	16	0	0	5	1	0	7	0	0	1	1	0	9	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia8_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia8_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	8	401	4;07.05	4.58333	0	0	0	2	5	30	1	0	2	1	1	2	3	0	2	0	0	12	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia9_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_can_4.2-5.1_celia9_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2	104	4;08.11	4.66667	0	0	0	0	0	5	0	0	0	0	0	3	1	0	0	0	0	3	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_gav_4.7-4.11_celia1_gav.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_gav_4.7-4.11_celia1_gav.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2	541	4;07.05	4.58333	0	0	0	4	2	43	1	0	4	1	1	3	1	0	3	3	0	17	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_gav_4.7-4.11_celia2_gav.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_gav_4.7-4.11_celia2_gav.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3	698	4;08.11	4.66667	0	8	0	17	5	65	7	0	6	3	2	2	0	0	6	1	0	21	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_gav_4.7-4.11_celia3_gav.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_celia_gav_4.7-4.11_celia3_gav.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	14	445	4;10.23	4.83333	5	1	1	0	1	32	0	0	2	1	1	4	1	0	2	1	0	20	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_fanny_cha_3.9-4.2_fanny1_cha.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_fanny_cha_3.9-4.2_fanny1_cha.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	8	588	3;08.11	3.66667	0	1	0	0	4	33	4	0	1	2	4	1	2	0	3	0	0	45	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_fanny_cha_3.9-4.2_fanny2_cha.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_fanny_cha_3.9-4.2_fanny2_cha.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	482	4;	4	0	2	0	7	1	23	6	0	4	0	4	6	1	0	8	0	1	12	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_fanny_cha_3.9-4.2_fanny3_cha.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_fanny_cha_3.9-4.2_fanny3_cha.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	4	408	4;02.12	4.16667	0	0	4	2	1	24	0	0	1	0	2	2	0	0	4	0	0	11	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle1_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle1_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	155	3;	3	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	3	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle2_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle2_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	254	3;01.06	3.08333	0	1	1	2	0	2	0	0	0	0	1	1	0	0	2	0	0	10	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle3_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle3_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	288	3;03.17	3.25	0	0	2	0	0	5	0	0	0	0	2	1	0	0	0	0	0	3	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle4_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle4_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	240	3;03.17	3.25	0	0	0	0	0	6	1	0	0	0	0	3	0	0	1	0	0	12	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle5_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle5_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	210	3;03.17	3.25	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	12	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle6_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_gaelle_sow_3.0-3.4_gaelle6_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	184	3;04.23	3.33333	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance1_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance1_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	207	3;05.30	3.41667	0	0	0	1	0	13	0	0	3	0	0	1	0	0	1	1	0	9	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance2_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance2_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	13	3;07.05	3.58333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance3_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance3_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	160	3;09.17	3.75	0	0	0	5	2	12	0	0	2	1	3	3	0	0	1	0	2	4	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance4_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance4_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	208	3;10.23	3.83333	0	0	0	0	3	14	1	0	2	0	2	7	0	0	2	0	0	3	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance5_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance5_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	147	3;10.23	3.83333	0	0	0	0	1	7	1	0	1	0	3	6	0	0	1	0	0	1	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance6_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_garance_sow_3.6-3.11_garance6_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	157	3;10.23	3.83333	0	1	0	0	0	9	0	0	0	0	1	3	1	0	2	2	0	2	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hector_aub_5.6-6.0_hector1_aub.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hector_aub_5.6-6.0_hector1_aub.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3	550	5;05.30	5.41667	0	2	0	3	2	46	3	0	1	2	1	11	3	0	2	0	0	13	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hector_aub_5.6-6.0_hector2_aub.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hector_aub_5.6-6.0_hector2_aub.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	0	596	5;09.17	5.75	1	1	0	19	9	66	1	0	2	1	1	5	2	0	5	3	0	22	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hector_aub_5.6-6.0_hector3_aub.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hector_aub_5.6-6.0_hector3_aub.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	603	6;	6	2	2	0	32	5	45	1	0	2	2	4	10	3	0	4	2	0	27	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_bar_3.7-4.1_hugo1_bar.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_bar_3.7-4.1_hugo1_bar.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	7	1287	3;07.05	3.58333	1	1	2	5	9	132	6	0	5	0	0	3	4	0	31	1	0	58	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_bar_3.7-4.1_hugo2_bar.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_bar_3.7-4.1_hugo2_bar.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	19	2127	3;09.17	3.75	4	11	1	10	18	137	17	0	4	4	2	9	15	0	26	1	5	52	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_bar_3.7-4.1_hugo3_bar.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_bar_3.7-4.1_hugo3_bar.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1	1956	4;01.05	4.08333	9	3	2	18	18	198	13	0	3	6	4	13	11	0	25	1	2	72	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_gre_3.5-3.10_hugo1_gre.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_gre_3.5-3.10_hugo1_gre.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3;04.23	3.33333	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_gre_3.5-3.10_hugo2_gre.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_gre_3.5-3.10_hugo2_gre.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	18	577	3;07.05	3.58333	0	0	0	1	5	65	3	0	3	0	1	2	6	0	6	1	0	12	x
./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_gre_3.5-3.10_hugo3_gre.tei_corpo2.tei_corpo_ttg.tei_corpo.cha	 ./NouveauxNoms/ttg_perceo_clan/Enfants_Long_hugo_gre_3.5-3.10_hugo3_gre.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	63	2842	3;10.23	3.83333	8	3	3	19	20	389	6	0	7	9	9	10	28	0	30	4	3	58	x
