,sent_id,sentence,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard
188,188,"la petite fille à l'école .
voilà je vais changer ...
allez viens !",77.23,0.0,5.2,7.93,8.0,8.49,3,6.0,4.4,7th and 8th grade
189,189,c'est dejà l'heure d'amener la grande à l'école eh bisous hein ma chérie smack@o !,82.65,0.0,5.2,7.82,8.5,7.71,3,6.5,5.6,5th and 6th grade
190,190,"bisous smack@o .
travaille bien !",50.5,0.0,7.2,14.5,14.7,11.73,2,2.0,1.6,14th and 15th grade
191,191,travaille bien .,-6.7,0.0,14.7,7.1,12.5,19.53,2,0.5,0.8,0th and 1st grade
192,192,"alors on va en remettre un au dodo comme ça il est changé il a mangé ...
allez tu vas au travail smack@o et voilà .
oh il sont fatigués quand ils sont petits comme ça regarde .",69.79,0.0,12.2,5.7,15.1,8.08,6,19.0,14.0,7th and 8th grade
193,193,hop !,36.62,0.0,8.4,-28.01,-2.2,0.05,0,0.0,0.4,-1th and 0th grade
194,194,"hop !
xxx .
au dodo !",75.88,0.0,3.7,-2.91,0.6,7.78,1,2.5,1.6,3rd and 4th grade
195,195,eh tu laisses jouer le petit un petit peu !,79.26,0.0,4.4,2.23,0.9,7.59,2,4.0,3.6,3rd and 4th grade
196,196,allez je vais aller la chercher .,99.23,0.0,0.9,4.28,2.8,0.3,0,2.5,2.4,2nd and 3rd grade
197,197,c'est le papa qui va à l'école maintenant .,71.82,0.0,5.2,3.55,3.2,7.98,2,3.5,3.2,3rd and 4th grade
198,198,c'est le papa qui va à l'école maintenant ?,71.82,0.0,5.2,3.55,3.2,7.98,2,3.5,3.2,3rd and 4th grade
199,199,"nan il porte son sac .
ah d'accord .",89.75,0.0,2.5,1.57,1.6,6.24,1,3.5,2.8,2nd and 3rd grade
200,200,ça y est !,93.81,0.0,0.9,-13.98,-9.1,0.15,0,1.0,1.2,0th and 1st grade
201,201,"elle rentre ...
allez je prend des Miel Pops !
pour le goûter ?",94.15,0.0,2.9,6.3,6.3,5.62,1,6.0,4.4,5th and 6th grade
202,202,"ouais .
allez on va préparer le goûter alors .
tic tic .
tiens miam et voilà .",82.65,0.0,5.2,7.01,7.1,6.59,2,9.0,8.46,6th and 7th grade
203,203,"même si elle est tombée .
voilà .",99.23,0.0,0.9,3.35,2.8,0.3,0,3.0,2.4,2nd and 3rd grade
204,204,elle mange par terre !,92.8,0.0,1.3,1.45,1.8,0.2,0,1.5,1.6,1st and 2nd grade
205,205,allez je pose le sac /.,100.24,0.0,0.5,-3.17,-2.1,0.25,0,2.0,2.0,1st and 2nd grade
206,206,attends moi je vais je vais aller avec euh la grande elle a fini de prendre le goûter on va aller toutes les deux chez le coiffeur .,77.91,0.0,9.1,5.35,10.4,7.31,4,14.0,10.8,10th and 11th grade
207,207,on a des cheveux là regarde .,90.77,0.0,2.1,0.45,-0.5,6.57,1,2.5,2.4,2nd and 3rd grade
208,208,nan !,36.62,0.0,8.4,-28.01,-2.2,0.05,0,0.0,0.4,-1th and 0th grade
209,209,si regarde bah si on a des cheveux là on va lui changer la coiffure .,81.63,0.0,5.6,2.6,3.0,7.54,3,7.0,6.0,5th and 6th grade
210,210,hop !,36.62,0.0,8.4,-28.01,-2.2,0.05,0,0.0,0.4,-1th and 0th grade
211,211,"bah elle a déjà elle a des petit cheveux xxx des grands .
oui mais regarde c'est des grands cheveux pour euh la maman ça va pas sur la tête à la petite fille .
datatata@o !",79.27,0.0,10.7,5.99,14.7,7.64,5,18.5,13.6,10th and 11th grade
212,212,allez tu viens on va chez le coiffeur ?,88.74,0.0,2.9,2.1,0.8,6.01,1,3.5,3.2,2nd and 3rd grade
213,213,nan c'est une coupe de garçon !,99.23,0.0,0.9,1.38,1.2,0.3,0,2.5,2.4,0th and 1st grade
214,214,ah c'est pas grave !,92.8,0.0,1.3,-2.91,-0.7,0.2,0,1.5,1.6,1st and 2nd grade
215,215,on va dire que c'est une coupe euh voilà !,104.64,0.0,0.9,0.9,0.4,0.45,0,4.0,3.6,0th and 1st grade
216,216,nan c'est bon !,93.81,0.0,0.9,-6.26,-1.2,0.15,0,1.0,1.2,0th and 1st grade
217,217,on laisse la coupe-là c'est bon !,99.23,0.0,0.9,2.37,2.8,0.3,0,2.5,2.4,2nd and 3rd grade
218,218,"on va pas euh elle va pas avoir plus de cheveux à un moment euh ...
ah bah tiens on peut lui essayer .",82.99,0.0,7.2,2.73,6.7,1.81,1,13.0,10.62,6th and 7th grade
219,219,essaye-voir un petit peu comment que ça lui va xxx c'est une maman !,75.2,0.0,6.0,5.03,5.0,9.14,4,6.0,5.2,5th and 6th grade
220,220,comment on fait pour mettre une coupe ?,81.29,0.0,3.7,5.75,3.6,8.5,2,3.0,2.8,3rd and 4th grade
221,221,"viens je t'aide .
faut appuyer fort !",73.85,0.0,4.5,6.25,5.9,6.57,1,4.0,9.07,6th and 7th grade
222,222,Fais voir .,77.91,0.0,2.9,-7.41,0.8,0.1,0,0.5,0.8,0th and 1st grade
223,223,C'est bon ça tient ?,92.8,0.0,1.3,-2.91,-0.7,0.2,0,1.5,1.6,1st and 2nd grade
224,224,oui !,36.62,0.0,8.4,-28.01,-2.2,0.05,0,0.0,0.4,-1th and 0th grade
225,225,ah bah nickel !,59.97,0.0,5.6,-4.29,-1.2,0.15,0,1.0,1.2,0th and 1st grade
226,226,on peut on peut arrêter est-ce qu'elle peut nous dire c'est quand qu'on peut arrête ?,90.09,0.0,4.4,7.24,8.1,6.49,2,7.0,6.0,6th and 7th grade
227,227,viens voir essaye voir les cheveux là pour voir on a dit qu'on allait chez le coiffeur xxxx .,87.05,0.0,5.6,5.97,7.2,7.16,3,8.5,7.2,5th and 6th grade
228,228,mais non mais c'est un coupe de garçon !,105.66,0.0,0.5,2.1,1.4,0.4,0,3.5,3.2,0th and 1st grade
229,229,xxx aussi !,35.61,0.0,8.8,-7.41,0.8,11.63,1,0.5,0.8,0th and 1st grade
230,230,bon alors on va dire au papa d'aller chez le coiffeur !,85.69,0.0,4.0,3.69,2.9,5.62,1,5.0,4.4,3rd and 4th grade
231,231,"ouais sauf qu'il a les cheveux blonds .
ah ouais et les papas ils font pas trop les couleurs .",95.51,0.0,4.4,5.97,7.4,5.41,1,9.0,7.2,4th and 5th grade
232,232,ça va pas aller !,92.8,0.0,1.3,-5.81,-4.2,0.2,0,1.5,1.6,1st and 2nd grade
233,233,"nan les mamans elles font plus les couleurs que les papas .
bon !",84.68,0.0,4.4,6.48,5.4,6.86,2,6.0,4.8,5th and 6th grade
234,234,bah voilà on revient on va aller un petit peu au parc puis on va promener les enfants ton frère et ta soeur ?,81.97,0.0,7.5,4.48,7.7,7.52,4,12.0,9.2,7th and 8th grade
235,235,oh il a plus de cheveux !,99.23,0.0,0.9,-3.44,-3.6,0.3,0,2.5,2.4,0th and 1st grade
236,236,le papa il a fait la boule à zéro !,96.18,0.0,2.1,-2.94,-3.4,0.45,0,4.0,3.6,3rd and 4th grade
237,237,tiens vas-y essaye voir la coiffure .,73.85,0.0,4.5,7.18,5.9,9.2,2,2.5,2.4,2nd and 3rd grade
238,238,tu veux que je le mette c'est dur hein ?,104.64,0.0,0.9,-0.39,-0.8,0.45,0,4.0,3.6,-1th and 0th grade
239,239,ah eh allez mets ta coupe !,99.23,0.0,0.9,-1.53,-2.0,0.3,0,2.5,2.4,0th and 1st grade
240,240,c'est bon ?,77.91,0.0,2.9,-10.31,0.8,0.1,0,0.5,0.8,0th and 1st grade
241,241,ah !,36.62,0.0,8.4,-33.81,-6.9,0.05,0,0.0,0.4,-1th and 0th grade
242,242,"allez viens on va prendre les bébés et on va leur faire faire la promenade .
voilà .
allez on pend euh la poussette ah xxx ...
allez vas-y mets les bébés dans la poussette .",72.84,0.0,11.1,7.61,15.3,6.7,3,19.0,14.05,6th and 7th grade
243,243,"comme ça la petite fille elle va promener son nounours .
on va aller au parc .",90.09,0.0,4.4,5.73,5.9,6.49,2,7.5,6.0,5th and 6th grade
244,244,ça va être bien on va se promener .,80.28,0.0,4.1,-0.81,-1.6,7.98,2,3.5,3.2,3rd and 4th grade
245,245,c'est le papa qui pousse ou la maman ?,80.28,0.0,4.1,0.65,0.2,6.01,1,3.5,3.2,3rd and 4th grade
246,246,"papa .
attends regarde il faut le lever il faut le lever Samuel regarde .
ah oui j'ai pas vu .",78.59,0.0,6.8,5.62,7.4,6.28,2,10.5,7.2,6th and 7th grade
247,247,"voilà c'est ça qui fait que tu peux ...
tatadatadalalala !",96.18,0.0,2.1,9.31,8.7,5.84,1,4.5,3.6,4th and 5th grade
248,248,aouh@o !,36.62,0.0,8.4,-16.41,12.0,0.05,0,0.0,0.4,-1th and 0th grade
249,249,"mais non .
ah j'ai la tête en bas c'est pour ça !",102.61,0.0,1.7,-0.55,0.3,0.55,0,5.5,4.4,-1th and 0th grade
250,250,"comme ça on va aller un peu se promener les enfants ils seront contents .
deeuhiheu@o !",81.63,0.0,5.6,8.81,8.7,8.59,4,7.5,6.0,8th and 9th grade
251,251,han@o les bébés !,93.81,0.0,0.9,-2.38,2.1,0.15,0,1.0,1.2,0th and 1st grade
252,252,xxx la grande ici ?,92.8,0.0,1.3,-2.91,-1.9,0.2,0,1.5,1.6,1st and 2nd grade
253,253,bon là elle peut pas parce qu'elle pousse son bébé mais tu vois comme toi quand t'étais dans la poussette on avait mis ça pour que ta soeur elle soit devant la poussette tu te rappelles plus t'étais petit .,65.73,0.0,13.8,7.56,18.2,7.6,5,20.0,15.6,7th and 8th grade
254,254,"nan je suis ri j'étais rikiki mais je sais comment je suis maintenant quand j'étais bébé tout xxx comme ça .
tu te rappelles t'avais une euh y avais une euh ça là sur la poussette ?",61.33,0.0,13.4,6.69,15.7,8.53,7,18.5,14.0,13th and 14th grade
255,255,Tu te rappelle plus xxx ?,83.32,0.0,2.9,0.32,-0.2,7.04,1,2.0,2.0,-1th and 0th grade
256,256,tutulutulu@o !,-301.79,0.0,55.6,18.4,40.3,19.48,1,1.0,40.4,55th and 56th grade
257,257,allez on va promener la papa et /.,81.29,0.0,3.7,0.76,0.3,6.24,1,3.0,2.8,2nd and 3rd grade
258,258,nan on rentre !,59.97,0.0,5.6,-4.29,-1.2,9.05,1,1.0,1.2,0th and 1st grade
259,259,ah ça y est déjà !,100.24,0.0,0.5,-7.81,-6.8,0.25,0,2.0,2.0,1st and 2nd grade
260,260,bon alors on rentre alors .,83.32,0.0,2.9,2.64,1.8,7.04,1,2.0,2.0,1st and 2nd grade
261,261,bah oui !,77.91,0.0,2.9,-13.21,-4.0,0.1,0,0.5,0.8,0th and 1st grade
262,262,Il fait déjà il est déjà minuit cinq !,80.28,0.0,4.1,1.41,0.2,6.01,1,4.5,8.2,4th and 5th grade
263,263,oh non il fait pas minuit on est parti après le goûter .,84.68,0.0,4.4,2.6,1.9,6.86,2,6.5,8.13,6th and 7th grade
264,264,nan on est partis il était vingt heure .,88.74,0.0,2.9,2.86,1.4,6.01,1,3.5,3.2,2nd and 3rd grade
265,265,oh non on est partis après le goûter après les Miel Pops de la grande !,98.55,0.0,3.2,3.41,3.6,5.43,1,7.0,6.0,3rd and 4th grade
266,266,"bah oui bah elle a pris deux heures à y manger ...
nan elle a pris six heures .",96.52,0.0,4.0,2.2,4.3,0.84,0,8.5,6.8,3rd and 4th grade
267,267,"bon .
allez on va au bain alors maintenant ?",88.74,0.0,2.9,5.0,3.8,6.01,1,4.0,3.2,3rd and 4th grade
268,268,"allez on va aller faire le bain avec les bébés on va dire que la salle de bain elle est là .
oh ?",99.91,0.0,4.8,1.98,5.6,1.09,0,12.0,8.8,4th and 5th grade
269,269,"ils vont aller à la salle de bain ...
tiens regarde on dit que c'est là la salle de bain .",94.49,0.0,4.8,2.85,5.7,5.41,1,10.5,7.6,4th and 5th grade
270,270,"la poussette on va la ranger .
attends les parents ils vont prendre le bain aux enfants dès que les petits il sont sortis ...
oh pourquoi elle s'est cassée ?",68.44,0.0,10.7,8.48,14.3,8.97,7,15.5,11.2,8th and 9th grade
271,271,maman ?,-47.99,0.0,20.2,-16.41,7.3,19.48,1,0.0,0.4,-1th and 0th grade
272,272,mmh .,36.62,0.0,8.4,-28.01,-2.2,0.05,0,0.0,0.4,-1th and 0th grade
273,273,"nan nan regarde c'est juste que ça s'enlève ...
elle s'est cassée la poussette !",83.66,0.0,4.8,8.63,9.3,7.93,3,6.5,5.2,4th and 5th grade
274,274,nan elle s'est pas cassée chéri .,99.23,0.0,0.9,3.35,2.8,0.3,0,2.5,2.4,2nd and 3rd grade
275,275,"tiens regarde tu dois mettre le siège ici et le chapeau du siège au-dessus .
mets déjà le siège Samuel .
aie@o !",76.56,0.0,7.6,7.95,10.2,7.0,3,11.5,8.0,7th and 8th grade
276,276,"allez mets-toi .
tiens .",59.97,0.0,5.6,9.23,13.0,0.15,0,1.5,1.2,-1th and 0th grade
277,277,c'est bon ?,77.91,0.0,2.9,-10.31,0.8,0.1,0,0.5,0.8,0th and 1st grade
278,278,"oui .
allez mets voir le siège maintenant dessus .",88.74,0.0,2.9,9.35,7.3,6.01,1,4.0,3.2,2nd and 3rd grade
279,279,"t'as vu regarde y a une petite barre là .
en dessous y a deux crans tu vois là ça doit sûrement aller dessus .",81.97,0.0,7.5,4.19,7.9,6.84,3,12.5,9.2,7th and 8th grade
280,280,"nan je l'ai mis à l'envers le truc .
oh bah voilà .
alors .
le papa ...
la maman elle finit d'habiller le bébé le papa il commence à préparer le repas hop !
et la maman elle va aider le papa à préparer le repas à mettre la table et tout ça .
hein Samuel ?",45.09,0.0,19.6,5.42,22.9,7.71,5,31.0,21.18,19th and 20th grade
281,281,"on va mettre un comme ça ...
oups .",89.75,0.0,2.5,-0.06,0.9,6.24,1,3.5,2.8,2nd and 3rd grade
282,282,voilà .,36.62,0.0,8.4,-16.41,7.3,0.05,0,0.0,0.4,-1th and 0th grade
283,283,te tiens tu mets le bébé dedans ?,106.67,0.0,0.1,0.76,-0.6,0.35,0,3.0,2.8,-1th and 0th grade
284,284,regarde mets-toi je vais essayer de mettre la poussette chéri .,52.87,0.0,8.4,10.82,8.5,10.45,4,5.5,8.0,7th and 8th grade
285,285,donne je vais le faire xxx .,99.23,0.0,0.9,-0.54,-1.2,0.3,0,2.5,2.4,-1th and 0th grade
286,286,tu mets-le bébé dans le la chaise-haute ?,81.29,0.0,3.7,5.75,5.0,0.35,0,3.0,2.8,2nd and 3rd grade
287,287,oh attend .,35.61,0.0,8.8,-7.41,0.8,0.1,0,0.5,0.8,0th and 1st grade
288,288,ouais mets d'abord ça c'est plus simple mais regarde il y a des encoches en dessous de la poussette .,77.57,0.0,7.2,6.85,8.4,7.07,3,9.0,7.6,6th and 7th grade
289,289,"t'as réussi ?
ah je crois que t'as mis à l'envers ?",95.17,0.0,2.5,2.12,2.9,5.71,1,5.0,4.0,2nd and 3rd grade
290,290,"ouais voilà .
voilà comme ça comme ça y a là y a les jambes en dessous .",97.54,0.0,3.6,2.03,3.1,0.79,0,8.0,6.4,3rd and 4th grade
291,291,fais voir .,77.91,0.0,2.9,-7.41,0.8,0.1,0,0.5,0.8,0th and 1st grade
292,292,c'est bon ?,77.91,0.0,2.9,-10.31,0.8,0.1,0,0.5,0.8,0th and 1st grade
293,293,vas-y mets le bébé dans la p dans la chaise-haute maman elle va elle va regarder ça chéri .,87.05,0.0,5.6,4.99,6.7,6.28,2,8.5,7.2,5th and 6th grade
